Options:
Model:                           MultiState
Tree File Name:                  _tree_anura_bt.nex
Data File Name:                  _dat_anura.txt
Log File Name:                   anura_rjhp_cov_r2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            4024934384
Precision:                       64 bits
Cores:                           10
Analysis Type:                   MCMC
Sample Period:                   5000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   anura_rjhp_cov_r2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               A,D,S,T,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qAD                          RJ MCMC
    qAS                          RJ MCMC
    qAT                          RJ MCMC
    qAV                          RJ MCMC
    qDA                          RJ MCMC
    qDS                          RJ MCMC
    qDT                          RJ MCMC
    qDV                          RJ MCMC
    qSA                          RJ MCMC
    qSD                          RJ MCMC
    qST                          RJ MCMC
    qSV                          RJ MCMC
    qTA                          RJ MCMC
    qTD                          RJ MCMC
    qTS                          RJ MCMC
    qTV                          RJ MCMC
    qVA                          qAV
    qVD                          qDV
    qVS                          qSV
    qVT                          qTV
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       3416
     Sites:                      1
     States:                     10
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qAD	qAS	qAT	qAV	qDA	qDS	qDT	qDV	qSA	qSD	qST	qSV	qTA	qTD	qTS	qTV	qVA	qVD	qVS	qVT	Covar On to Off	 Covar Off to On	Root P(A)	Root P(D)	Root P(S)	Root P(T)	Root P(V)	RJRates - Mean	
3990000	-691.717117	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.670513	7.781611	0.670513	0.670513	0.000000	0.670513	0.000000	0.000000	0.670513	0.670513	0.670513	0.000000	0.000000	0.000000	0.670513	0.000000	0.670513	0.000000	0.000000	0.000000	7.510120	7.510120	0.999965	0.000000	0.000029	0.000000	0.000006	5.579166	
3995000	-690.473534	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.912323	15.774189	0.912323	0.912323	0.000000	0.912323	0.000000	0.000000	0.912323	0.912323	0.912323	0.000000	0.912323	0.000000	0.912323	0.912323	0.912323	0.000000	0.000000	0.912323	6.646287	6.646287	0.999967	0.000000	0.000011	0.000018	0.000004	12.012363	
4000000	-692.292968	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.864640	8.764797	0.864640	0.864640	0.000000	0.864640	0.000000	0.000000	0.864640	0.864640	0.864640	0.000000	0.864640	0.000000	0.864640	0.000000	0.864640	0.000000	0.000000	0.000000	8.418707	8.418707	0.999890	0.000000	0.000038	0.000064	0.000008	3.305983	
4005000	-688.199125	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.871077	20.175017	0.871077	0.871077	0.000000	0.871077	0.000000	0.000000	0.871077	0.871077	0.871077	0.000000	0.000000	0.000000	0.871077	0.871077	0.871077	0.000000	0.000000	0.871077	4.297495	4.297495	0.999995	0.000000	0.000004	0.000000	0.000001	55.765941	
4010000	-690.141877	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.752872	11.708222	0.752872	0.752872	0.000000	0.752872	0.000000	0.000000	0.752872	0.752872	0.752872	0.000000	0.752872	0.752872	0.752872	0.752872	0.752872	0.000000	0.000000	0.752872	5.170292	5.170292	0.999977	0.000000	0.000008	0.000012	0.000003	13.151232	
4015000	-687.780157	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	1.049454	16.691639	1.049454	1.049454	0.000000	1.049454	0.000000	0.000000	1.049454	1.049454	1.049454	0.000000	0.000000	1.049454	1.049454	0.000000	1.049454	0.000000	0.000000	0.000000	5.822092	5.822092	0.999988	0.000000	0.000009	0.000000	0.000002	6.362434	
4020000	-687.801137	1	3	6	'2 0 2 1 Z 2 1 Z 1 Z 1 Z 1 Z Z 1 	3.345569	27.452233	3.345569	0.684821	0.000000	3.345569	0.684821	0.000000	0.684821	0.000000	0.684821	0.000000	0.684821	0.000000	0.000000	0.684821	0.684821	0.000000	0.000000	0.684821	4.911298	4.911298	0.999997	0.000000	0.000001	0.000001	0.000000	16.665499	
4025000	-691.974001	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z Z Z 	1.079129	13.260507	1.079129	1.079129	0.000000	1.079129	0.000000	0.000000	1.079129	1.079129	1.079129	0.000000	1.079129	0.000000	0.000000	0.000000	1.079129	0.000000	0.000000	0.000000	4.684217	4.684217	0.999979	0.000000	0.000011	0.000008	0.000003	8.136475	
4030000	-688.816007	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.722895	13.475772	0.722895	0.722895	0.000000	0.722895	0.000000	0.000000	0.722895	0.722895	0.722895	0.000000	0.000000	0.722895	0.722895	0.722895	0.722895	0.000000	0.000000	0.722895	5.371598	5.371598	0.999992	0.000000	0.000006	0.000000	0.000002	43.256046	
4035000	-693.077626	1	2	4	'1 0 1 1 1 1 Z Z 1 1 1 Z 1 1 1 Z 	0.781032	12.902381	0.781032	0.781032	0.781032	0.781032	0.000000	0.000000	0.781032	0.781032	0.781032	0.000000	0.781032	0.781032	0.781032	0.000000	0.781032	0.000000	0.000000	0.000000	5.718654	5.718654	0.999972	0.000003	0.000009	0.000014	0.000002	45.072510	
4040000	-686.694923	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.971944	16.116515	0.971944	0.971944	0.000000	0.971944	0.000000	0.000000	0.971944	0.971944	0.971944	0.000000	0.000000	0.000000	0.971944	0.000000	0.971944	0.000000	0.000000	0.000000	4.988507	4.988507	0.999991	0.000000	0.000007	0.000000	0.000002	18.191915	
4045000	-689.318092	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	1.048522	16.965450	1.048522	1.048522	0.000000	1.048522	0.000000	0.000000	1.048522	0.000000	1.048522	0.000000	1.048522	1.048522	1.048522	0.000000	1.048522	0.000000	0.000000	0.000000	5.205920	5.205920	0.999975	0.000000	0.000010	0.000013	0.000002	12.643263	
4050000	-687.125849	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.863379	17.164115	0.863379	0.863379	0.000000	0.863379	0.000000	0.000000	0.863379	0.863379	0.863379	0.000000	0.000000	0.000000	0.863379	0.000000	0.863379	0.000000	0.000000	0.000000	5.659822	5.659822	0.999992	0.000000	0.000006	0.000000	0.000001	54.924121	
4055000	-688.712394	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 Z 	1.229467	29.510177	1.229467	1.229467	0.000000	1.229467	0.000000	0.000000	1.229467	0.000000	1.229467	0.000000	0.000000	1.229467	1.229467	0.000000	1.229467	0.000000	0.000000	0.000000	4.623590	4.623590	0.999993	0.000000	0.000005	0.000000	0.000001	8.431365	
4060000	-688.772428	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.904746	21.841477	0.904746	0.904746	0.000000	0.904746	0.000000	0.000000	0.904746	0.904746	0.904746	0.000000	0.000000	0.904746	0.904746	0.904746	0.904746	0.000000	0.000000	0.904746	4.061790	4.061790	0.999996	0.000000	0.000003	0.000000	0.000001	54.049701	
4065000	-688.367847	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.821909	17.089089	0.821909	0.821909	0.000000	0.821909	0.000000	0.000000	0.821909	0.821909	0.821909	0.000000	0.821909	0.821909	0.821909	0.000000	0.821909	0.000000	0.000000	0.000000	5.839456	5.839456	0.999981	0.000000	0.000007	0.000011	0.000001	51.137640	
4070000	-689.472757	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	1.356713	17.110363	1.356713	1.356713	0.000000	1.356713	0.000000	0.000000	1.356713	0.000000	1.356713	0.000000	1.356713	1.356713	1.356713	0.000000	1.356713	0.000000	0.000000	0.000000	4.534681	4.534681	0.999967	0.000000	0.000014	0.000016	0.000003	6.156033	
4075000	-689.248575	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.841917	10.989520	0.841917	0.841917	0.000000	0.841917	0.000000	0.000000	0.841917	0.841917	0.841917	0.000000	0.841917	0.841917	0.841917	0.000000	0.841917	0.000000	0.000000	0.000000	5.534006	5.534006	0.999967	0.000000	0.000012	0.000018	0.000003	5.496149	
4080000	-687.031033	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 Z 	1.285389	21.012576	1.285389	1.285389	0.000000	1.285389	0.000000	0.000000	1.285389	0.000000	1.285389	0.000000	0.000000	1.285389	1.285389	0.000000	1.285389	0.000000	0.000000	0.000000	4.562318	4.562318	0.999989	0.000000	0.000008	0.000000	0.000002	22.225520	
4085000	-686.999064	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.013891	20.228990	1.013891	1.013891	0.000000	1.013891	0.000000	0.000000	1.013891	1.013891	1.013891	0.000000	0.000000	0.000000	1.013891	0.000000	1.013891	0.000000	0.000000	0.000000	4.335013	4.335013	0.999994	0.000000	0.000005	0.000000	0.000001	53.653787	
4090000	-691.370534	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.715881	11.718450	0.715881	0.715881	0.000000	0.715881	0.000000	0.000000	0.715881	0.715881	0.715881	0.000000	0.715881	0.715881	0.715881	0.715881	0.715881	0.000000	0.000000	0.715881	7.332767	7.332767	0.999965	0.000000	0.000013	0.000018	0.000004	68.782959	
4095000	-687.608429	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.961274	17.935060	0.961274	0.961274	0.000000	0.961274	0.000000	0.000000	0.961274	0.961274	0.961274	0.000000	0.961274	0.000000	0.961274	0.000000	0.961274	0.000000	0.000000	0.000000	5.073904	5.073904	0.999978	0.000000	0.000007	0.000013	0.000002	74.407218	
4100000	-687.900268	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.916180	18.106432	0.916180	0.916180	0.000000	0.916180	0.000000	0.000000	0.916180	0.916180	0.916180	0.000000	0.000000	0.916180	0.916180	0.000000	0.916180	0.000000	0.000000	0.000000	6.027525	6.027525	0.999991	0.000000	0.000007	0.000000	0.000002	60.279882	
4105000	-689.012546	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.718466	20.169865	0.718466	0.718466	0.000000	0.718466	0.000000	0.000000	0.718466	0.718466	0.718466	0.000000	0.718466	0.000000	0.718466	0.000000	0.718466	0.000000	0.000000	0.000000	4.439032	4.439032	0.999990	0.000000	0.000003	0.000006	0.000001	85.409934	
4110000	-688.080133	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.802956	20.835002	0.802956	0.802956	0.000000	0.802956	0.000000	0.000000	0.802956	0.802956	0.802956	0.000000	0.000000	0.000000	0.802956	0.000000	0.802956	0.000000	0.000000	0.000000	5.390116	5.390116	0.999995	0.000000	0.000004	0.000000	0.000001	88.116439	
4115000	-687.990498	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.781795	17.760574	0.781795	0.781795	0.000000	0.781795	0.000000	0.000000	0.781795	0.781795	0.781795	0.000000	0.781795	0.000000	0.781795	0.000000	0.781795	0.000000	0.000000	0.000000	4.760691	4.760691	0.999986	0.000000	0.000005	0.000008	0.000001	99.750295	
4120000	-688.245715	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.875357	15.309266	0.875357	0.875357	0.000000	0.875357	0.000000	0.000000	0.875357	0.875357	0.875357	0.000000	0.000000	0.000000	0.875357	0.875357	0.875357	0.000000	0.000000	0.875357	4.554669	4.554669	0.999992	0.000000	0.000006	0.000000	0.000002	79.699226	
4125000	-688.673463	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	1.177029	17.721956	1.177029	1.177029	0.000000	1.177029	0.000000	0.000000	1.177029	0.000000	1.177029	0.000000	1.177029	1.177029	1.177029	0.000000	1.177029	0.000000	0.000000	0.000000	4.856102	4.856102	0.999973	0.000000	0.000011	0.000014	0.000002	44.569108	
4130000	-688.954890	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 1 	1.261331	24.400601	1.261331	1.261331	0.000000	1.261331	0.000000	0.000000	1.261331	0.000000	1.261331	0.000000	0.000000	1.261331	1.261331	1.261331	1.261331	0.000000	0.000000	1.261331	3.986670	3.986670	0.999992	0.000000	0.000006	0.000000	0.000002	41.950773	
4135000	-691.592023	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	1.073587	26.693176	1.073587	1.073587	0.000000	1.073587	0.000000	0.000000	1.073587	1.073587	1.073587	0.000000	1.073587	1.073587	1.073587	0.000000	1.073587	0.000000	0.000000	0.000000	5.489756	5.489756	0.999984	0.000000	0.000006	0.000009	0.000001	40.781817	
4140000	-690.913351	1	2	5	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 1 	1.062029	15.626282	1.062029	1.062029	0.000000	1.062029	0.000000	0.000000	1.062029	0.000000	1.062029	0.000000	1.062029	1.062029	1.062029	1.062029	1.062029	0.000000	0.000000	1.062029	4.779377	4.779377	0.999974	0.000000	0.000010	0.000012	0.000004	19.241301	
4145000	-688.917726	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.890582	15.137639	0.890582	0.890582	0.000000	0.890582	0.000000	0.000000	0.890582	0.890582	0.890582	0.000000	0.000000	0.890582	0.890582	0.890582	0.890582	0.000000	0.000000	0.890582	4.246561	4.246561	0.999993	0.000000	0.000005	0.000000	0.000002	3.759511	
4150000	-701.199326	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 1 1 1 1 Z 	0.923183	13.933679	0.923183	0.923183	0.000000	0.923183	0.000000	0.000000	0.923183	0.923183	0.923183	0.923183	0.923183	0.923183	0.923183	0.000000	0.923183	0.000000	0.923183	0.000000	7.210362	7.210362	0.999958	0.000000	0.000014	0.000024	0.000005	41.829430	
4155000	-690.342711	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.845526	20.303408	0.845526	0.845526	0.000000	0.845526	0.000000	0.000000	0.845526	0.845526	0.845526	0.000000	0.845526	0.845526	0.845526	0.845526	0.845526	0.000000	0.000000	0.845526	3.725061	3.725061	0.999990	0.000000	0.000003	0.000005	0.000001	46.958360	
4160000	-690.126703	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.762887	11.434536	0.762887	0.762887	0.000000	0.762887	0.000000	0.000000	0.762887	0.762887	0.762887	0.000000	0.762887	0.762887	0.762887	0.762887	0.762887	0.000000	0.000000	0.762887	6.328217	6.328217	0.999968	0.000000	0.000012	0.000016	0.000004	43.599717	
4165000	-693.124491	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	1.478806	21.019376	1.478806	1.478806	0.000000	1.478806	0.000000	0.000000	1.478806	1.478806	1.478806	0.000000	0.000000	1.478806	1.478806	0.000000	1.478806	0.000000	0.000000	0.000000	5.656983	5.656983	0.999985	0.000000	0.000011	0.000000	0.000004	62.815249	
4170000	-687.996024	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.830112	18.647018	0.830112	0.830112	0.000000	0.830112	0.000000	0.000000	0.830112	0.830112	0.830112	0.000000	0.000000	0.830112	0.830112	0.830112	0.830112	0.000000	0.000000	0.830112	4.844655	4.844655	0.999994	0.000000	0.000004	0.000000	0.000001	57.499964	
4175000	-694.507835	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 Z Z 1 	1.492564	33.400596	1.492564	1.492564	0.000000	1.492564	0.000000	0.000000	1.492564	0.000000	1.492564	0.000000	1.492564	0.000000	0.000000	1.492564	1.492564	0.000000	0.000000	1.492564	3.429343	3.429343	0.999989	0.000000	0.000005	0.000004	0.000002	28.512319	
4180000	-693.244376	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.868795	7.764170	0.868795	0.868795	0.000000	0.868795	0.000000	0.000000	0.868795	0.868795	0.868795	0.000000	0.868795	0.868795	0.868795	0.868795	0.868795	0.000000	0.000000	0.868795	6.829569	6.829569	0.999891	0.000000	0.000041	0.000054	0.000014	4.688017	
4185000	-690.923803	1	2	5	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 1 	1.166717	26.663876	1.166717	1.166717	0.000000	1.166717	0.000000	0.000000	1.166717	0.000000	1.166717	0.000000	1.166717	1.166717	1.166717	1.166717	1.166717	0.000000	0.000000	1.166717	3.653935	3.653935	0.999988	0.000000	0.000005	0.000006	0.000002	20.907931	
4190000	-688.408724	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.860825	22.438573	0.860825	0.860825	0.000000	0.860825	0.000000	0.000000	0.860825	0.860825	0.860825	0.000000	0.860825	0.000000	0.860825	0.000000	0.860825	0.000000	0.000000	0.000000	4.882975	4.882975	0.999987	0.000000	0.000004	0.000008	0.000001	97.426047	
4195000	-687.011012	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.882352	19.720661	0.882352	0.882352	0.000000	0.882352	0.000000	0.000000	0.882352	0.882352	0.882352	0.000000	0.000000	0.000000	0.882352	0.000000	0.882352	0.000000	0.000000	0.000000	5.185858	5.185858	0.999994	0.000000	0.000005	0.000000	0.000001	83.517044	
4200000	-691.041514	1	2	6	'1 0 1 1 Z 1 1 Z 1 1 1 Z Z Z 1 Z 	0.949554	17.875938	0.949554	0.949554	0.000000	0.949554	0.949554	0.000000	0.949554	0.949554	0.949554	0.000000	0.000000	0.000000	0.949554	0.000000	0.949554	0.000000	0.000000	0.000000	4.855777	4.855777	0.999993	0.000000	0.000006	0.000000	0.000001	27.049071	
4205000	-687.210322	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.932131	14.049240	0.932131	0.932131	0.000000	0.932131	0.000000	0.000000	0.932131	0.932131	0.932131	0.000000	0.000000	0.000000	0.932131	0.000000	0.932131	0.000000	0.000000	0.000000	5.842669	5.842669	0.999988	0.000000	0.000010	0.000000	0.000002	4.653095	
4210000	-689.321271	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.915143	17.942178	0.915143	0.915143	0.000000	0.915143	0.000000	0.000000	0.915143	0.915143	0.915143	0.000000	0.915143	0.000000	0.915143	0.915143	0.915143	0.000000	0.000000	0.915143	5.706781	5.706781	0.999977	0.000000	0.000007	0.000012	0.000003	24.906248	
4215000	-688.834954	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	1.118069	23.270957	1.118069	1.118069	0.000000	1.118069	0.000000	0.000000	1.118069	1.118069	1.118069	0.000000	0.000000	1.118069	1.118069	0.000000	1.118069	0.000000	0.000000	0.000000	5.223775	5.223775	0.999993	0.000000	0.000006	0.000000	0.000002	17.838851	
4220000	-690.876989	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	1.075677	12.148293	1.075677	1.075677	0.000000	1.075677	0.000000	0.000000	1.075677	1.075677	1.075677	0.000000	1.075677	0.000000	1.075677	0.000000	1.075677	0.000000	0.000000	0.000000	7.056314	7.056314	0.999932	0.000000	0.000023	0.000040	0.000005	34.811349	
4225000	-687.478632	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.823242	21.915310	0.823242	0.823242	0.000000	0.823242	0.000000	0.000000	0.823242	0.823242	0.823242	0.000000	0.000000	0.000000	0.823242	0.000000	0.823242	0.000000	0.000000	0.000000	4.696441	4.696441	0.999996	0.000000	0.000003	0.000000	0.000001	55.780011	
4230000	-691.034058	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.763586	8.924546	0.763586	0.763586	0.000000	0.763586	0.000000	0.000000	0.763586	0.763586	0.763586	0.000000	0.763586	0.763586	0.763586	0.000000	0.763586	0.000000	0.000000	0.000000	7.560605	7.560605	0.999929	0.000000	0.000026	0.000039	0.000005	23.275265	
4235000	-687.743384	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.905311	13.080864	0.905311	0.905311	0.000000	0.905311	0.000000	0.000000	0.905311	0.905311	0.905311	0.000000	0.000000	0.905311	0.905311	0.000000	0.905311	0.000000	0.000000	0.000000	6.264434	6.264434	0.999986	0.000000	0.000011	0.000000	0.000003	26.657853	
4240000	-687.088555	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.796681	15.569330	0.796681	0.796681	0.000000	0.796681	0.000000	0.000000	0.796681	0.796681	0.796681	0.000000	0.000000	0.796681	0.796681	0.000000	0.796681	0.000000	0.000000	0.000000	4.810967	4.810967	0.999994	0.000000	0.000005	0.000000	0.000001	10.815314	
4245000	-687.814352	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.053012	17.469836	1.053012	1.053012	0.000000	1.053012	0.000000	0.000000	1.053012	1.053012	1.053012	0.000000	0.000000	0.000000	1.053012	0.000000	1.053012	0.000000	0.000000	0.000000	5.950023	5.950023	0.999989	0.000000	0.000009	0.000000	0.000002	38.989203	
4250000	-690.859307	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.615120	12.547443	0.615120	0.615120	0.000000	0.615120	0.000000	0.000000	0.615120	0.615120	0.615120	0.000000	0.000000	0.615120	0.615120	0.000000	0.615120	0.000000	0.000000	0.000000	6.920088	6.920088	0.999991	0.000000	0.000007	0.000000	0.000002	37.836037	
4255000	-688.137513	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	1.091801	15.356366	1.091801	1.091801	0.000000	1.091801	0.000000	0.000000	1.091801	1.091801	1.091801	0.000000	0.000000	1.091801	1.091801	0.000000	1.091801	0.000000	0.000000	0.000000	4.647430	4.647430	0.999990	0.000000	0.000008	0.000000	0.000002	16.116818	
4260000	-688.106498	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	1.065826	18.539349	1.065826	1.065826	0.000000	1.065826	0.000000	0.000000	1.065826	1.065826	1.065826	0.000000	1.065826	0.000000	1.065826	0.000000	1.065826	0.000000	0.000000	0.000000	5.062352	5.062352	0.999975	0.000000	0.000008	0.000015	0.000002	19.980128	
4265000	-688.140971	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.921037	15.945211	0.921037	0.921037	0.000000	0.921037	0.000000	0.000000	0.921037	0.921037	0.921037	0.000000	0.921037	0.000000	0.921037	0.000000	0.921037	0.000000	0.000000	0.000000	5.911127	5.911127	0.999972	0.000000	0.000009	0.000017	0.000002	13.867188	
4270000	-693.340877	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.791212	20.278728	0.791212	0.791212	0.000000	0.791212	0.000000	0.000000	0.791212	0.791212	0.791212	0.000000	0.791212	0.791212	0.791212	0.791212	0.791212	0.000000	0.000000	0.791212	6.833792	6.833792	0.999982	0.000000	0.000006	0.000010	0.000002	12.708131	
4275000	-688.196990	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.948191	13.591807	0.948191	0.948191	0.000000	0.948191	0.000000	0.000000	0.948191	0.948191	0.948191	0.000000	0.948191	0.000000	0.948191	0.000000	0.948191	0.000000	0.000000	0.000000	5.402391	5.402391	0.999968	0.000000	0.000011	0.000019	0.000002	1.958872	
4280000	-687.984688	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.950135	17.783023	0.950135	0.950135	0.000000	0.950135	0.000000	0.000000	0.950135	0.950135	0.950135	0.000000	0.000000	0.950135	0.950135	0.950135	0.950135	0.000000	0.000000	0.950135	4.959213	4.959213	0.999992	0.000000	0.000006	0.000000	0.000002	43.452063	
4285000	-688.872298	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	1.051595	16.853240	1.051595	1.051595	0.000000	1.051595	0.000000	0.000000	1.051595	1.051595	1.051595	0.000000	1.051595	0.000000	1.051595	0.000000	1.051595	0.000000	0.000000	0.000000	4.172016	4.172016	0.999978	0.000000	0.000007	0.000013	0.000002	49.452895	
4290000	-681.243805	1	3	7	'1 0 1 2 Z 1 Z Z 2 Z 2 Z 2 Z 1 Z 	2.420951	20.658433	2.420951	0.822482	0.000000	2.420951	0.000000	0.000000	0.822482	0.000000	0.822482	0.000000	0.822482	0.000000	2.420951	0.000000	0.822482	0.000000	0.000000	0.000000	4.653736	4.653736	0.999988	0.000000	0.000003	0.000008	0.000001	66.630863	
4295000	-689.666836	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 Z 	1.226842	34.386327	1.226842	1.226842	0.000000	1.226842	0.000000	0.000000	1.226842	0.000000	1.226842	0.000000	0.000000	1.226842	1.226842	0.000000	1.226842	0.000000	0.000000	0.000000	3.738468	3.738468	0.999996	0.000000	0.000003	0.000000	0.000001	66.551999	
4300000	-688.460931	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.906113	15.899457	0.906113	0.906113	0.000000	0.906113	0.000000	0.000000	0.906113	0.906113	0.906113	0.000000	0.000000	0.000000	0.906113	0.906113	0.906113	0.000000	0.000000	0.906113	5.980684	5.980684	0.999989	0.000000	0.000008	0.000000	0.000003	39.724718	
4305000	-694.883176	1	2	4	'1 0 1 1 Z 1 1 Z 1 1 1 Z Z 1 1 1 	1.101182	16.410566	1.101182	1.101182	0.000000	1.101182	1.101182	0.000000	1.101182	1.101182	1.101182	0.000000	0.000000	1.101182	1.101182	1.101182	1.101182	0.000000	0.000000	1.101182	4.992693	4.992693	0.999989	0.000000	0.000008	0.000000	0.000003	9.165273	
4310000	-689.728289	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	0.956885	20.445496	0.956885	0.956885	0.000000	0.956885	0.000000	0.000000	0.956885	0.000000	0.956885	0.000000	0.956885	0.956885	0.956885	0.000000	0.956885	0.000000	0.000000	0.000000	3.977219	3.977219	0.999987	0.000000	0.000005	0.000007	0.000001	59.749823	
4315000	-689.379059	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	1.107587	23.943693	1.107587	1.107587	0.000000	1.107587	0.000000	0.000000	1.107587	0.000000	1.107587	0.000000	1.107587	1.107587	1.107587	0.000000	1.107587	0.000000	0.000000	0.000000	5.048552	5.048552	0.999982	0.000000	0.000007	0.000009	0.000002	79.717424	
4320000	-696.168129	1	2	5	'1 0 1 1 Z 1 Z 1 1 1 1 Z 1 Z Z 1 	0.835779	20.041770	0.835779	0.835779	0.000000	0.835779	0.000000	0.835779	0.835779	0.835779	0.835779	0.000000	0.835779	0.000000	0.000000	0.835779	0.835779	0.835779	0.000000	0.835779	4.515164	4.515164	0.999992	0.000000	0.000004	0.000003	0.000001	82.998114	
