Options:
Model:                           MultiState
Tree File Name:                  _tree_anura_bt.nex
Data File Name:                  _dat_anura.txt
Log File Name:                   anura_rjhp_cov_r3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1038589941
Precision:                       64 bits
Cores:                           15
Analysis Type:                   MCMC
Sample Period:                   5000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   anura_rjhp_cov_r3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               A,D,S,T,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qAD                          RJ MCMC
    qAS                          RJ MCMC
    qAT                          RJ MCMC
    qAV                          RJ MCMC
    qDA                          RJ MCMC
    qDS                          RJ MCMC
    qDT                          RJ MCMC
    qDV                          RJ MCMC
    qSA                          RJ MCMC
    qSD                          RJ MCMC
    qST                          RJ MCMC
    qSV                          RJ MCMC
    qTA                          RJ MCMC
    qTD                          RJ MCMC
    qTS                          RJ MCMC
    qTV                          RJ MCMC
    qVA                          qAV
    qVD                          qDV
    qVS                          qSV
    qVT                          qTV
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       3416
     Sites:                      1
     States:                     10
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qAD	qAS	qAT	qAV	qDA	qDS	qDT	qDV	qSA	qSD	qST	qSV	qTA	qTD	qTS	qTV	qVA	qVD	qVS	qVT	Covar On to Off	 Covar Off to On	Root P(A)	Root P(D)	Root P(S)	Root P(T)	Root P(V)	RJRates - Mean	
4340000	-689.833792	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.805235	12.198462	0.805235	0.805235	0.000000	0.805235	0.000000	0.000000	0.805235	0.805235	0.805235	0.000000	0.805235	0.805235	0.805235	0.805235	0.805235	0.000000	0.000000	0.805235	5.083009	5.083009	0.999976	0.000000	0.000009	0.000012	0.000003	98.183854	
4345000	-688.342403	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.861416	17.786037	0.861416	0.861416	0.000000	0.861416	0.000000	0.000000	0.861416	0.861416	0.861416	0.000000	0.861416	0.861416	0.861416	0.000000	0.861416	0.000000	0.000000	0.000000	4.120771	4.120771	0.999987	0.000000	0.000005	0.000007	0.000001	87.546323	
4350000	-687.492682	1	2	8	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z Z 1 Z 	1.264976	18.960515	1.264976	1.264976	0.000000	1.264976	0.000000	0.000000	1.264976	0.000000	1.264976	0.000000	0.000000	0.000000	1.264976	0.000000	1.264976	0.000000	0.000000	0.000000	4.250550	4.250550	0.999989	0.000000	0.000009	0.000000	0.000002	86.429045	
4355000	-687.346603	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.938601	14.958680	0.938601	0.938601	0.000000	0.938601	0.000000	0.000000	0.938601	0.938601	0.938601	0.000000	0.000000	0.938601	0.938601	0.000000	0.938601	0.000000	0.000000	0.000000	4.573326	4.573326	0.999992	0.000000	0.000006	0.000000	0.000002	64.097336	
4360000	-688.862707	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.877354	18.954250	0.877354	0.877354	0.000000	0.877354	0.000000	0.000000	0.877354	0.877354	0.877354	0.000000	0.877354	0.877354	0.877354	0.877354	0.877354	0.000000	0.000000	0.877354	4.978908	4.978908	0.999985	0.000000	0.000005	0.000008	0.000002	9.274165	
4365000	-691.324866	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.881638	9.462083	0.881638	0.881638	0.000000	0.881638	0.000000	0.000000	0.881638	0.881638	0.881638	0.000000	0.000000	0.000000	0.881638	0.000000	0.881638	0.000000	0.000000	0.000000	4.577380	4.577380	0.999985	0.000000	0.000012	0.000000	0.000003	18.586623	
4370000	-689.935749	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	1.457756	17.561672	1.457756	1.457756	0.000000	1.457756	0.000000	0.000000	1.457756	0.000000	1.457756	0.000000	1.457756	1.457756	1.457756	0.000000	1.457756	0.000000	0.000000	0.000000	4.962246	4.962246	0.999960	0.000000	0.000017	0.000019	0.000004	14.774759	
4375000	-692.626279	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 1 	1.180388	29.087434	1.180388	1.180388	0.000000	1.180388	0.000000	0.000000	1.180388	0.000000	1.180388	0.000000	0.000000	1.180388	1.180388	1.180388	1.180388	0.000000	0.000000	1.180388	2.958974	2.958974	0.999996	0.000000	0.000003	0.000000	0.000001	26.501673	
4380000	-690.430820	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 Z Z 	1.107866	19.018896	1.107866	1.107866	0.000000	1.107866	0.000000	0.000000	1.107866	1.107866	1.107866	0.000000	1.107866	1.107866	0.000000	0.000000	1.107866	0.000000	0.000000	0.000000	4.672118	4.672118	0.999986	0.000000	0.000007	0.000005	0.000002	30.781331	
4385000	-689.401303	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.841727	23.465159	0.841727	0.841727	0.000000	0.841727	0.000000	0.000000	0.841727	0.841727	0.841727	0.000000	0.841727	0.000000	0.841727	0.000000	0.841727	0.000000	0.000000	0.000000	3.709495	3.709495	0.999991	0.000000	0.000003	0.000006	0.000001	28.688278	
4390000	-691.184751	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.867167	11.999200	0.867167	0.867167	0.000000	0.867167	0.000000	0.000000	0.867167	0.867167	0.867167	0.000000	0.867167	0.000000	0.867167	0.867167	0.867167	0.000000	0.000000	0.867167	7.354939	7.354939	0.999949	0.000000	0.000017	0.000027	0.000006	20.322441	
4395000	-691.293856	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 Z 1 Z 	1.101838	24.951717	1.101838	1.101838	0.000000	1.101838	0.000000	0.000000	1.101838	0.000000	1.101838	0.000000	1.101838	0.000000	1.101838	0.000000	1.101838	0.000000	0.000000	0.000000	5.478485	5.478485	0.999978	0.000000	0.000008	0.000012	0.000002	41.536151	
4400000	-688.143887	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.822146	13.460610	0.822146	0.822146	0.000000	0.822146	0.000000	0.000000	0.822146	0.822146	0.822146	0.000000	0.822146	0.822146	0.822146	0.000000	0.822146	0.000000	0.000000	0.000000	5.679772	5.679772	0.999975	0.000000	0.000009	0.000014	0.000002	6.439971	
4405000	-690.012721	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z Z Z 	0.806757	20.670190	0.806757	0.806757	0.000000	0.806757	0.000000	0.000000	0.806757	0.806757	0.806757	0.000000	0.806757	0.000000	0.000000	0.000000	0.806757	0.000000	0.000000	0.000000	4.765998	4.765998	0.999992	0.000000	0.000004	0.000003	0.000001	33.781598	
4410000	-688.876934	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.712210	19.082710	0.712210	0.712210	0.000000	0.712210	0.000000	0.000000	0.712210	0.712210	0.712210	0.000000	0.712210	0.000000	0.712210	0.000000	0.712210	0.000000	0.000000	0.000000	4.731521	4.731521	0.999989	0.000000	0.000004	0.000007	0.000001	65.635134	
4415000	-689.464687	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 Z 	1.315870	20.648288	1.315870	1.315870	0.000000	1.315870	0.000000	0.000000	1.315870	0.000000	1.315870	0.000000	0.000000	1.315870	1.315870	0.000000	1.315870	0.000000	0.000000	0.000000	5.972599	5.972599	0.999984	0.000000	0.000013	0.000000	0.000003	28.994474	
4420000	-688.199688	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.879931	19.391604	0.879931	0.879931	0.000000	0.879931	0.000000	0.000000	0.879931	0.879931	0.879931	0.000000	0.879931	0.879931	0.879931	0.000000	0.879931	0.000000	0.000000	0.000000	5.429807	5.429807	0.999983	0.000000	0.000006	0.000009	0.000001	3.991862	
4425000	-686.744028	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.877753	16.314472	0.877753	0.877753	0.000000	0.877753	0.000000	0.000000	0.877753	0.877753	0.877753	0.000000	0.000000	0.000000	0.877753	0.000000	0.877753	0.000000	0.000000	0.000000	4.685342	4.685342	0.999993	0.000000	0.000005	0.000000	0.000001	6.900458	
4430000	-690.165673	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	1.145676	18.647971	1.145676	1.145676	0.000000	1.145676	0.000000	0.000000	1.145676	1.145676	1.145676	0.000000	1.145676	1.145676	1.145676	0.000000	1.145676	0.000000	0.000000	0.000000	5.951210	5.951210	0.999969	0.000000	0.000011	0.000017	0.000003	53.760619	
4435000	-688.089232	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	1.009434	17.122674	1.009434	1.009434	0.000000	1.009434	0.000000	0.000000	1.009434	1.009434	1.009434	0.000000	0.000000	0.000000	1.009434	1.009434	1.009434	0.000000	0.000000	1.009434	5.184482	5.184482	0.999990	0.000000	0.000007	0.000000	0.000003	35.919127	
4440000	-689.513034	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.828655	19.797687	0.828655	0.828655	0.000000	0.828655	0.000000	0.000000	0.828655	0.828655	0.828655	0.000000	0.000000	0.828655	0.828655	0.000000	0.828655	0.000000	0.000000	0.000000	3.403028	3.403028	0.999997	0.000000	0.000003	0.000000	0.000001	57.999918	
4445000	-691.756836	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z Z Z 	0.834236	12.157339	0.834236	0.834236	0.000000	0.834236	0.000000	0.000000	0.834236	0.834236	0.834236	0.000000	0.834236	0.000000	0.000000	0.000000	0.834236	0.000000	0.000000	0.000000	4.640820	4.640820	0.999985	0.000000	0.000008	0.000005	0.000002	69.992512	
4450000	-691.884297	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.640270	13.615235	0.640270	0.640270	0.000000	0.640270	0.000000	0.000000	0.640270	0.640270	0.640270	0.000000	0.640270	0.640270	0.640270	0.000000	0.640270	0.000000	0.000000	0.000000	7.279784	7.279784	0.999977	0.000000	0.000008	0.000013	0.000002	42.379961	
4455000	-689.302141	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.743725	14.089960	0.743725	0.743725	0.000000	0.743725	0.000000	0.000000	0.743725	0.743725	0.743725	0.000000	0.743725	0.743725	0.743725	0.743725	0.743725	0.000000	0.000000	0.743725	5.346305	5.346305	0.999982	0.000000	0.000006	0.000009	0.000002	7.559006	
4460000	-689.857356	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	1.032082	20.333955	1.032082	1.032082	0.000000	1.032082	0.000000	0.000000	1.032082	1.032082	1.032082	0.000000	1.032082	0.000000	1.032082	1.032082	1.032082	0.000000	0.000000	1.032082	4.091629	4.091629	0.999984	0.000000	0.000005	0.000009	0.000002	12.168678	
4465000	-688.888283	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.947586	12.745421	0.947586	0.947586	0.000000	0.947586	0.000000	0.000000	0.947586	0.947586	0.947586	0.000000	0.000000	0.947586	0.947586	0.947586	0.947586	0.000000	0.000000	0.947586	5.515897	5.515897	0.999986	0.000000	0.000010	0.000000	0.000004	14.157339	
4470000	-688.652383	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 Z 1 Z 	1.143924	21.837723	1.143924	1.143924	0.000000	1.143924	0.000000	0.000000	1.143924	0.000000	1.143924	0.000000	1.143924	0.000000	1.143924	0.000000	1.143924	0.000000	0.000000	0.000000	4.236895	4.236895	0.999980	0.000000	0.000007	0.000011	0.000001	29.606368	
4475000	-693.318462	1	2	4	'1 0 1 1 1 1 Z Z 1 1 1 Z 1 1 1 Z 	0.769928	21.104310	0.769928	0.769928	0.769928	0.769928	0.000000	0.000000	0.769928	0.769928	0.769928	0.000000	0.769928	0.769928	0.769928	0.000000	0.769928	0.000000	0.000000	0.000000	3.827996	3.827996	0.999991	0.000001	0.000003	0.000005	0.000001	55.708714	
4480000	-689.344330	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 Z 1 Z 	1.265137	27.272256	1.265137	1.265137	0.000000	1.265137	0.000000	0.000000	1.265137	0.000000	1.265137	0.000000	1.265137	0.000000	1.265137	0.000000	1.265137	0.000000	0.000000	0.000000	3.840757	3.840757	0.999983	0.000000	0.000006	0.000009	0.000001	83.518392	
4485000	-688.126148	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 Z 	1.184126	28.334022	1.184126	1.184126	0.000000	1.184126	0.000000	0.000000	1.184126	0.000000	1.184126	0.000000	0.000000	1.184126	1.184126	0.000000	1.184126	0.000000	0.000000	0.000000	3.872627	3.872627	0.999995	0.000000	0.000004	0.000000	0.000001	94.674628	
4490000	-688.084741	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.963082	15.077558	0.963082	0.963082	0.000000	0.963082	0.000000	0.000000	0.963082	0.963082	0.963082	0.000000	0.963082	0.000000	0.963082	0.000000	0.963082	0.000000	0.000000	0.000000	5.765448	5.765448	0.999969	0.000000	0.000010	0.000019	0.000002	99.420473	
4495000	-688.333721	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.991896	15.706826	0.991896	0.991896	0.000000	0.991896	0.000000	0.000000	0.991896	0.991896	0.991896	0.000000	0.000000	0.000000	0.991896	0.991896	0.991896	0.000000	0.000000	0.991896	5.643506	5.643506	0.999988	0.000000	0.000009	0.000000	0.000003	76.104914	
4500000	-691.691837	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.995059	32.672096	0.995059	0.995059	0.000000	0.995059	0.000000	0.000000	0.995059	0.995059	0.995059	0.000000	0.000000	0.000000	0.995059	0.000000	0.995059	0.000000	0.000000	0.000000	5.076707	5.076707	0.999996	0.000000	0.000003	0.000000	0.000001	61.006411	
4505000	-688.419693	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.850794	18.124877	0.850794	0.850794	0.000000	0.850794	0.000000	0.000000	0.850794	0.850794	0.850794	0.000000	0.850794	0.850794	0.850794	0.000000	0.850794	0.000000	0.000000	0.000000	5.771684	5.771684	0.999982	0.000000	0.000007	0.000010	0.000001	82.073643	
4510000	-689.315301	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	1.006639	18.115765	1.006639	1.006639	0.000000	1.006639	0.000000	0.000000	1.006639	1.006639	1.006639	0.000000	1.006639	1.006639	1.006639	1.006639	1.006639	0.000000	0.000000	1.006639	4.735061	4.735061	0.999981	0.000000	0.000007	0.000009	0.000003	73.937610	
4515000	-689.109238	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	1.131679	19.471080	1.131679	1.131679	0.000000	1.131679	0.000000	0.000000	1.131679	1.131679	1.131679	0.000000	1.131679	1.131679	1.131679	0.000000	1.131679	0.000000	0.000000	0.000000	4.539761	4.539761	0.999980	0.000000	0.000007	0.000011	0.000002	75.993512	
4520000	-688.433662	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.777358	15.836382	0.777358	0.777358	0.000000	0.777358	0.000000	0.000000	0.777358	0.777358	0.777358	0.000000	0.000000	0.777358	0.777358	0.777358	0.777358	0.000000	0.000000	0.777358	5.693655	5.693655	0.999992	0.000000	0.000006	0.000000	0.000002	42.310291	
4525000	-693.679283	1	2	5	'1 0 1 1 Z 1 1 Z 1 1 1 Z 1 Z 1 Z 	0.781169	10.242270	0.781169	0.781169	0.000000	0.781169	0.781169	0.000000	0.781169	0.781169	0.781169	0.000000	0.781169	0.000000	0.781169	0.000000	0.781169	0.000000	0.000000	0.000000	5.505797	5.505797	0.999964	0.000000	0.000013	0.000021	0.000003	3.177798	
4530000	-689.707435	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	1.044924	27.341539	1.044924	1.044924	0.000000	1.044924	0.000000	0.000000	1.044924	0.000000	1.044924	0.000000	1.044924	1.044924	1.044924	0.000000	1.044924	0.000000	0.000000	0.000000	3.989250	3.989250	0.999989	0.000000	0.000004	0.000006	0.000001	15.266856	
4535000	-688.691292	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	1.057555	14.212276	1.057555	1.057555	0.000000	1.057555	0.000000	0.000000	1.057555	1.057555	1.057555	0.000000	1.057555	0.000000	1.057555	0.000000	1.057555	0.000000	0.000000	0.000000	5.556233	5.556233	0.999962	0.000000	0.000013	0.000022	0.000003	14.820049	
4540000	-691.272689	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z Z 1 1 	1.362220	18.398891	1.362220	1.362220	0.000000	1.362220	0.000000	0.000000	1.362220	0.000000	1.362220	0.000000	0.000000	0.000000	1.362220	1.362220	1.362220	0.000000	0.000000	1.362220	6.008769	6.008769	0.999978	0.000000	0.000016	0.000000	0.000006	36.880880	
4545000	-687.783901	1	2	8	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z Z 1 Z 	1.450946	21.739246	1.450946	1.450946	0.000000	1.450946	0.000000	0.000000	1.450946	0.000000	1.450946	0.000000	0.000000	0.000000	1.450946	0.000000	1.450946	0.000000	0.000000	0.000000	3.995645	3.995645	0.999989	0.000000	0.000009	0.000000	0.000002	77.573988	
4550000	-690.515160	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	1.393046	16.516862	1.393046	1.393046	0.000000	1.393046	0.000000	0.000000	1.393046	0.000000	1.393046	0.000000	1.393046	1.393046	1.393046	0.000000	1.393046	0.000000	0.000000	0.000000	5.653616	5.653616	0.999953	0.000000	0.000020	0.000023	0.000005	76.016543	
4555000	-687.856227	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.767527	13.411070	0.767527	0.767527	0.000000	0.767527	0.000000	0.000000	0.767527	0.767527	0.767527	0.000000	0.000000	0.767527	0.767527	0.000000	0.767527	0.000000	0.000000	0.000000	6.135899	6.135899	0.999990	0.000000	0.000008	0.000000	0.000002	52.488117	
4560000	-686.612676	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.877106	17.569946	0.877106	0.877106	0.000000	0.877106	0.000000	0.000000	0.877106	0.877106	0.877106	0.000000	0.000000	0.000000	0.877106	0.000000	0.877106	0.000000	0.000000	0.000000	4.798656	4.798656	0.999994	0.000000	0.000005	0.000000	0.000001	10.990911	
4565000	-687.457458	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.821757	21.871156	0.821757	0.821757	0.000000	0.821757	0.000000	0.000000	0.821757	0.821757	0.821757	0.000000	0.000000	0.000000	0.821757	0.000000	0.821757	0.000000	0.000000	0.000000	4.642761	4.642761	0.999996	0.000000	0.000003	0.000000	0.000001	5.810597	
4570000	-689.101757	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.896635	15.181463	0.896635	0.896635	0.000000	0.896635	0.000000	0.000000	0.896635	0.896635	0.896635	0.000000	0.896635	0.896635	0.896635	0.896635	0.896635	0.000000	0.000000	0.896635	5.731939	5.731939	0.999975	0.000000	0.000009	0.000012	0.000003	8.552675	
4575000	-688.604968	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.741593	11.142508	0.741593	0.741593	0.000000	0.741593	0.000000	0.000000	0.741593	0.741593	0.741593	0.000000	0.000000	0.741593	0.741593	0.000000	0.741593	0.000000	0.000000	0.000000	6.310171	6.310171	0.999987	0.000000	0.000011	0.000000	0.000002	18.562537	
4580000	-688.797015	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 Z 1 Z 	1.095925	20.656734	1.095925	1.095925	0.000000	1.095925	0.000000	0.000000	1.095925	0.000000	1.095925	0.000000	1.095925	0.000000	1.095925	0.000000	1.095925	0.000000	0.000000	0.000000	4.542684	4.542684	0.999979	0.000000	0.000008	0.000012	0.000002	20.479788	
4585000	-691.027617	1	2	8	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 Z Z Z 	1.301567	24.223216	1.301567	1.301567	0.000000	1.301567	0.000000	0.000000	1.301567	0.000000	1.301567	0.000000	1.301567	0.000000	0.000000	0.000000	1.301567	0.000000	0.000000	0.000000	5.163697	5.163697	0.999981	0.000000	0.000009	0.000007	0.000002	8.282143	
4590000	-690.701921	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.744180	12.787904	0.744180	0.744180	0.000000	0.744180	0.000000	0.000000	0.744180	0.744180	0.744180	0.000000	0.744180	0.744180	0.744180	0.744180	0.744180	0.000000	0.000000	0.744180	6.949173	6.949173	0.999970	0.000000	0.000011	0.000016	0.000004	4.030761	
4595000	-690.888240	1	2	5	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 1 	1.028053	19.031031	1.028053	1.028053	0.000000	1.028053	0.000000	0.000000	1.028053	0.000000	1.028053	0.000000	1.028053	1.028053	1.028053	1.028053	1.028053	0.000000	0.000000	1.028053	5.418944	5.418944	0.999977	0.000000	0.000009	0.000010	0.000003	28.449552	
4600000	-686.775953	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.953875	15.323151	0.953875	0.953875	0.000000	0.953875	0.000000	0.000000	0.953875	0.953875	0.953875	0.000000	0.000000	0.000000	0.953875	0.000000	0.953875	0.000000	0.000000	0.000000	5.033227	5.033227	0.999991	0.000000	0.000007	0.000000	0.000002	31.958947	
4605000	-689.106241	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.993703	13.204653	0.993703	0.993703	0.000000	0.993703	0.000000	0.000000	0.993703	0.993703	0.993703	0.000000	0.993703	0.993703	0.993703	0.000000	0.993703	0.000000	0.000000	0.000000	4.878783	4.878783	0.999972	0.000000	0.000010	0.000015	0.000002	23.973533	
4610000	-689.260597	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.862088	21.419525	0.862088	0.862088	0.000000	0.862088	0.000000	0.000000	0.862088	0.862088	0.862088	0.000000	0.862088	0.000000	0.862088	0.862088	0.862088	0.000000	0.000000	0.862088	4.884704	4.884704	0.999986	0.000000	0.000004	0.000007	0.000002	33.683943	
4615000	-687.529851	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.132064	16.802811	1.132064	1.132064	0.000000	1.132064	0.000000	0.000000	1.132064	1.132064	1.132064	0.000000	0.000000	0.000000	1.132064	0.000000	1.132064	0.000000	0.000000	0.000000	5.088904	5.088904	0.999989	0.000000	0.000009	0.000000	0.000002	40.014942	
4620000	-691.980241	1	2	5	'1 0 1 1 Z 1 1 Z 1 1 1 Z Z Z 1 1 	0.802444	17.049242	0.802444	0.802444	0.000000	0.802444	0.802444	0.000000	0.802444	0.802444	0.802444	0.000000	0.000000	0.000000	0.802444	0.802444	0.802444	0.000000	0.000000	0.802444	4.569714	4.569714	0.999994	0.000000	0.000004	0.000000	0.000001	3.807093	
4625000	-689.209536	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.675327	21.204569	0.675327	0.675327	0.000000	0.675327	0.000000	0.000000	0.675327	0.675327	0.675327	0.000000	0.000000	0.675327	0.675327	0.000000	0.675327	0.000000	0.000000	0.000000	4.956358	4.956358	0.999997	0.000000	0.000003	0.000000	0.000001	49.742809	
4630000	-689.406233	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.869519	18.602347	0.869519	0.869519	0.000000	0.869519	0.000000	0.000000	0.869519	0.869519	0.869519	0.000000	0.869519	0.869519	0.869519	0.000000	0.869519	0.000000	0.000000	0.000000	6.223327	6.223327	0.999979	0.000000	0.000007	0.000012	0.000002	68.613127	
4635000	-687.403194	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.885800	13.931106	0.885800	0.885800	0.000000	0.885800	0.000000	0.000000	0.885800	0.885800	0.885800	0.000000	0.000000	0.885800	0.885800	0.000000	0.885800	0.000000	0.000000	0.000000	6.055186	6.055186	0.999988	0.000000	0.000009	0.000000	0.000002	13.775347	
4640000	-694.738185	1	2	4	'1 0 1 1 1 1 Z Z 1 1 1 Z 1 1 1 Z 	0.606892	11.741511	0.606892	0.606892	0.606892	0.606892	0.000000	0.000000	0.606892	0.606892	0.606892	0.000000	0.606892	0.606892	0.606892	0.000000	0.606892	0.000000	0.000000	0.000000	5.435758	5.435758	0.999980	0.000002	0.000007	0.000010	0.000001	8.591394	
4645000	-690.201226	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.994867	12.039436	0.994867	0.994867	0.000000	0.994867	0.000000	0.000000	0.994867	0.994867	0.994867	0.000000	0.000000	0.994867	0.994867	0.994867	0.994867	0.000000	0.000000	0.994867	6.762670	6.762670	0.999978	0.000000	0.000017	0.000000	0.000006	48.519843	
4650000	-689.409017	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.875550	14.096709	0.875550	0.875550	0.000000	0.875550	0.000000	0.000000	0.875550	0.875550	0.875550	0.000000	0.875550	0.000000	0.875550	0.875550	0.875550	0.000000	0.000000	0.875550	4.686452	4.686452	0.999978	0.000000	0.000007	0.000012	0.000003	65.452607	
4655000	-695.146710	1	2	4	'1 0 1 1 Z 1 1 Z 1 1 1 Z 1 Z 1 1 	0.754768	26.044785	0.754768	0.754768	0.000000	0.754768	0.754768	0.000000	0.754768	0.754768	0.754768	0.000000	0.754768	0.000000	0.754768	0.754768	0.754768	0.000000	0.000000	0.754768	4.793074	4.793074	0.999992	0.000000	0.000003	0.000005	0.000001	53.738839	
4660000	-689.249770	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.631427	16.457588	0.631427	0.631427	0.000000	0.631427	0.000000	0.000000	0.631427	0.631427	0.631427	0.000000	0.000000	0.631427	0.631427	0.000000	0.631427	0.000000	0.000000	0.000000	4.623269	4.623269	0.999996	0.000000	0.000003	0.000000	0.000001	40.732246	
4665000	-690.093626	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.013474	32.253220	1.013474	1.013474	0.000000	1.013474	0.000000	0.000000	1.013474	1.013474	1.013474	0.000000	0.000000	0.000000	1.013474	0.000000	1.013474	0.000000	0.000000	0.000000	3.929166	3.929166	0.999997	0.000000	0.000002	0.000000	0.000001	45.380885	
