Options:
Model:                           MultiState
Tree File Name:                  _tree_anura_bt.nex
Data File Name:                  _dat_anura.txt
Log File Name:                   anura_rjhp_cov_r1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1952948202
Precision:                       64 bits
Cores:                           10
Analysis Type:                   MCMC
Sample Period:                   5000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   anura_rjhp_cov_r1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               A,D,S,T,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qAD                          RJ MCMC
    qAS                          RJ MCMC
    qAT                          RJ MCMC
    qAV                          RJ MCMC
    qDA                          RJ MCMC
    qDS                          RJ MCMC
    qDT                          RJ MCMC
    qDV                          RJ MCMC
    qSA                          RJ MCMC
    qSD                          RJ MCMC
    qST                          RJ MCMC
    qSV                          RJ MCMC
    qTA                          RJ MCMC
    qTD                          RJ MCMC
    qTS                          RJ MCMC
    qTV                          RJ MCMC
    qVA                          qAV
    qVD                          qDV
    qVS                          qSV
    qVT                          qTV
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       3416
     Sites:                      1
     States:                     10
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qAD	qAS	qAT	qAV	qDA	qDS	qDT	qDV	qSA	qSD	qST	qSV	qTA	qTD	qTS	qTV	qVA	qVD	qVS	qVT	Covar On to Off	 Covar Off to On	Root P(A)	Root P(D)	Root P(S)	Root P(T)	Root P(V)	RJRates - Mean	
220000	-690.947687	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 Z Z 	0.722764	14.343622	0.722764	0.722764	0.000000	0.722764	0.000000	0.000000	0.722764	0.722764	0.722764	0.000000	0.722764	0.722764	0.000000	0.000000	0.722764	0.000000	0.000000	0.000000	4.737154	4.737154	0.999991	0.000000	0.000005	0.000003	0.000001	72.219733	
225000	-687.833198	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.882876	17.648430	0.882876	0.882876	0.000000	0.882876	0.000000	0.000000	0.882876	0.882876	0.882876	0.000000	0.882876	0.882876	0.882876	0.000000	0.882876	0.000000	0.000000	0.000000	4.465061	4.465061	0.999985	0.000000	0.000005	0.000008	0.000001	22.628104	
230000	-690.946202	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	1.114614	14.152858	1.114614	1.114614	0.000000	1.114614	0.000000	0.000000	1.114614	1.114614	1.114614	0.000000	1.114614	0.000000	1.114614	1.114614	1.114614	0.000000	0.000000	1.114614	4.794217	4.794217	0.999966	0.000000	0.000011	0.000018	0.000005	9.612703	
235000	-697.259025	1	2	6	'1 0 1 Z Z 1 Z 1 1 1 1 Z Z Z 1 1 	0.667323	9.527961	0.667323	0.000000	0.000000	0.667323	0.000000	0.667323	0.667323	0.667323	0.667323	0.000000	0.000000	0.000000	0.667323	0.667323	0.000000	0.667323	0.000000	0.667323	5.826243	5.826243	0.999987	0.000000	0.000013	0.000000	0.000000	5.320090	
240000	-695.112205	1	2	5	'1 0 1 1 Z 1 Z 1 1 1 1 Z Z 1 1 Z 	0.586260	11.534261	0.586260	0.586260	0.000000	0.586260	0.000000	0.586260	0.586260	0.586260	0.586260	0.000000	0.000000	0.586260	0.586260	0.000000	0.586260	0.586260	0.000000	0.000000	6.006026	6.006026	0.999992	0.000000	0.000006	0.000000	0.000001	4.082356	
245000	-694.019095	1	2	4	'1 0 1 1 Z 1 1 Z 1 1 1 Z Z 1 1 1 	0.871426	23.475022	0.871426	0.871426	0.000000	0.871426	0.871426	0.000000	0.871426	0.871426	0.871426	0.000000	0.000000	0.871426	0.871426	0.871426	0.871426	0.000000	0.000000	0.871426	3.880296	3.880296	0.999996	0.000000	0.000003	0.000000	0.000001	20.288010	
250000	-687.386997	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.055020	14.693175	1.055020	1.055020	0.000000	1.055020	0.000000	0.000000	1.055020	1.055020	1.055020	0.000000	0.000000	0.000000	1.055020	0.000000	1.055020	0.000000	0.000000	0.000000	5.265897	5.265897	0.999988	0.000000	0.000010	0.000000	0.000003	2.415719	
255000	-691.666140	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.795811	8.940671	0.795811	0.795811	0.000000	0.795811	0.000000	0.000000	0.795811	0.795811	0.795811	0.000000	0.795811	0.795811	0.795811	0.795811	0.795811	0.000000	0.000000	0.795811	6.076035	6.076035	0.999946	0.000000	0.000020	0.000027	0.000007	8.586004	
260000	-694.948729	1	2	4	'1 0 1 1 1 1 Z Z 1 1 1 Z 1 1 1 Z 	1.070960	15.174734	1.070960	1.070960	1.070960	1.070960	0.000000	0.000000	1.070960	1.070960	1.070960	0.000000	1.070960	1.070960	1.070960	0.000000	1.070960	0.000000	0.000000	0.000000	5.933557	5.933557	0.999958	0.000005	0.000014	0.000021	0.000003	10.667290	
265000	-688.254956	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.093278	23.682051	1.093278	1.093278	0.000000	1.093278	0.000000	0.000000	1.093278	1.093278	1.093278	0.000000	0.000000	0.000000	1.093278	0.000000	1.093278	0.000000	0.000000	0.000000	5.114465	5.114465	0.999993	0.000000	0.000005	0.000000	0.000001	11.425639	
270000	-692.792949	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	1.100874	12.072053	1.100874	1.100874	0.000000	1.100874	0.000000	0.000000	1.100874	1.100874	1.100874	0.000000	1.100874	1.100874	1.100874	1.100874	1.100874	0.000000	0.000000	1.100874	7.112371	7.112371	0.999935	0.000000	0.000024	0.000031	0.000010	9.390869	
275000	-687.727752	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	1.042969	17.907246	1.042969	1.042969	0.000000	1.042969	0.000000	0.000000	1.042969	1.042969	1.042969	0.000000	0.000000	1.042969	1.042969	0.000000	1.042969	0.000000	0.000000	0.000000	4.221869	4.221869	0.999993	0.000000	0.000006	0.000000	0.000001	22.058119	
280000	-688.511711	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.749525	22.568608	0.749525	0.749525	0.000000	0.749525	0.000000	0.000000	0.749525	0.749525	0.749525	0.000000	0.000000	0.749525	0.749525	0.000000	0.749525	0.000000	0.000000	0.000000	4.067600	4.067600	0.999997	0.000000	0.000002	0.000000	0.000000	32.593727	
285000	-695.780036	1	2	4	'1 0 1 1 1 1 1 Z 1 1 1 Z 1 Z 1 Z 	0.747254	15.272869	0.747254	0.747254	0.747254	0.747254	0.747254	0.000000	0.747254	0.747254	0.747254	0.000000	0.747254	0.000000	0.747254	0.000000	0.747254	0.000000	0.000000	0.000000	5.682469	5.682469	0.999977	0.000003	0.000007	0.000011	0.000001	6.059792	
290000	-688.024128	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.780797	22.180782	0.780797	0.780797	0.000000	0.780797	0.000000	0.000000	0.780797	0.780797	0.780797	0.000000	0.000000	0.780797	0.780797	0.000000	0.780797	0.000000	0.000000	0.000000	4.158766	4.158766	0.999997	0.000000	0.000003	0.000000	0.000001	29.784508	
295000	-694.636000	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.786074	39.141373	0.786074	0.786074	0.000000	0.786074	0.000000	0.000000	0.786074	0.786074	0.786074	0.000000	0.000000	0.000000	0.786074	0.000000	0.786074	0.000000	0.000000	0.000000	4.631808	4.631808	0.999998	0.000000	0.000001	0.000000	0.000000	64.046843	
300000	-691.513823	1	2	8	'1 0 1 Z Z 1 Z Z 1 Z 1 Z Z Z 1 1 	1.374864	22.106746	1.374864	0.000000	0.000000	1.374864	0.000000	0.000000	1.374864	0.000000	1.374864	0.000000	0.000000	0.000000	1.374864	1.374864	0.000000	0.000000	0.000000	1.374864	4.498457	4.498457	0.999991	0.000000	0.000009	0.000000	0.000000	27.906700	
305000	-693.700794	1	2	5	'1 0 1 1 1 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.745229	11.736717	0.745229	0.745229	0.745229	0.745229	0.000000	0.000000	0.745229	0.745229	0.745229	0.000000	0.745229	0.000000	0.745229	0.000000	0.745229	0.000000	0.000000	0.000000	5.745255	5.745255	0.999969	0.000003	0.000010	0.000017	0.000002	12.336266	
310000	-693.689193	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 Z 1 	1.496606	17.591170	1.496606	1.496606	0.000000	1.496606	0.000000	0.000000	1.496606	0.000000	1.496606	0.000000	1.496606	1.496606	0.000000	1.496606	1.496606	0.000000	0.000000	1.496606	5.058845	5.058845	0.999969	0.000000	0.000017	0.000009	0.000005	5.590229	
315000	-692.444985	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.706650	11.273269	0.706650	0.706650	0.000000	0.706650	0.000000	0.000000	0.706650	0.706650	0.706650	0.000000	0.000000	0.000000	0.706650	0.706650	0.706650	0.000000	0.000000	0.706650	8.232467	8.232467	0.999981	0.000000	0.000015	0.000000	0.000004	2.950005	
320000	-689.822437	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	1.193315	18.898266	1.193315	1.193315	0.000000	1.193315	0.000000	0.000000	1.193315	1.193315	1.193315	0.000000	1.193315	1.193315	1.193315	0.000000	1.193315	0.000000	0.000000	0.000000	4.496992	4.496992	0.999978	0.000000	0.000008	0.000012	0.000002	25.507249	
325000	-689.150600	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.803489	11.587301	0.803489	0.803489	0.000000	0.803489	0.000000	0.000000	0.803489	0.803489	0.803489	0.000000	0.803489	0.803489	0.803489	0.000000	0.803489	0.000000	0.000000	0.000000	6.544123	6.544123	0.999964	0.000000	0.000013	0.000020	0.000003	6.441930	
330000	-688.992286	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.697403	14.351102	0.697403	0.697403	0.000000	0.697403	0.000000	0.000000	0.697403	0.697403	0.697403	0.000000	0.697403	0.000000	0.697403	0.000000	0.697403	0.000000	0.000000	0.000000	5.409588	5.409588	0.999983	0.000000	0.000006	0.000010	0.000001	7.520955	
335000	-688.609623	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.879133	14.691514	0.879133	0.879133	0.000000	0.879133	0.000000	0.000000	0.879133	0.879133	0.879133	0.000000	0.000000	0.879133	0.879133	0.879133	0.879133	0.000000	0.000000	0.879133	6.156407	6.156407	0.999988	0.000000	0.000009	0.000000	0.000003	36.983524	
340000	-687.920273	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.880577	23.381723	0.880577	0.880577	0.000000	0.880577	0.000000	0.000000	0.880577	0.880577	0.880577	0.000000	0.000000	0.880577	0.880577	0.000000	0.880577	0.000000	0.000000	0.000000	4.955289	4.955289	0.999995	0.000000	0.000004	0.000000	0.000001	14.281080	
345000	-688.936545	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.942645	25.747724	0.942645	0.942645	0.000000	0.942645	0.000000	0.000000	0.942645	0.942645	0.942645	0.000000	0.942645	0.000000	0.942645	0.000000	0.942645	0.000000	0.000000	0.000000	4.255684	4.255684	0.999989	0.000000	0.000004	0.000007	0.000001	23.306253	
350000	-690.078288	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 Z 	1.198962	25.589655	1.198962	1.198962	0.000000	1.198962	0.000000	0.000000	1.198962	0.000000	1.198962	0.000000	0.000000	1.198962	1.198962	0.000000	1.198962	0.000000	0.000000	0.000000	5.650816	5.650816	0.999990	0.000000	0.000008	0.000000	0.000002	32.708521	
355000	-688.208747	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	1.210851	21.493983	1.210851	1.210851	0.000000	1.210851	0.000000	0.000000	1.210851	0.000000	1.210851	0.000000	1.210851	1.210851	1.210851	0.000000	1.210851	0.000000	0.000000	0.000000	4.427610	4.427610	0.999980	0.000000	0.000008	0.000010	0.000002	54.764373	
360000	-689.756425	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	1.082963	15.106354	1.082963	1.082963	0.000000	1.082963	0.000000	0.000000	1.082963	0.000000	1.082963	0.000000	1.082963	1.082963	1.082963	0.000000	1.082963	0.000000	0.000000	0.000000	5.145598	5.145598	0.999970	0.000000	0.000013	0.000015	0.000003	12.718111	
365000	-693.940342	1	2	4	'1 0 1 1 Z 1 Z 1 1 1 1 Z Z 1 1 1 	0.771609	16.504458	0.771609	0.771609	0.000000	0.771609	0.000000	0.771609	0.771609	0.771609	0.771609	0.000000	0.000000	0.771609	0.771609	0.771609	0.771609	0.771609	0.000000	0.771609	5.813336	5.813336	0.999993	0.000000	0.000006	0.000000	0.000002	44.159968	
370000	-694.736619	1	2	5	'1 0 1 1 Z 1 Z 1 1 1 1 Z Z 1 1 Z 	0.886252	15.008066	0.886252	0.886252	0.000000	0.886252	0.000000	0.886252	0.886252	0.886252	0.886252	0.000000	0.000000	0.886252	0.886252	0.000000	0.886252	0.886252	0.000000	0.000000	6.901355	6.901355	0.999987	0.000000	0.000010	0.000000	0.000002	37.425912	
375000	-690.912712	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.753724	11.485352	0.753724	0.753724	0.000000	0.753724	0.000000	0.000000	0.753724	0.753724	0.753724	0.000000	0.753724	0.000000	0.753724	0.753724	0.753724	0.000000	0.000000	0.753724	4.751770	4.751770	0.999977	0.000000	0.000008	0.000012	0.000003	20.032374	
380000	-689.209046	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.930763	19.481533	0.930763	0.930763	0.000000	0.930763	0.000000	0.000000	0.930763	0.930763	0.930763	0.000000	0.930763	0.930763	0.930763	0.930763	0.930763	0.000000	0.000000	0.930763	5.242426	5.242426	0.999983	0.000000	0.000006	0.000009	0.000003	6.979075	
385000	-687.956118	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.929146	11.955326	0.929146	0.929146	0.000000	0.929146	0.000000	0.000000	0.929146	0.929146	0.929146	0.000000	0.000000	0.000000	0.929146	0.000000	0.929146	0.000000	0.000000	0.000000	6.027976	6.027976	0.999984	0.000000	0.000013	0.000000	0.000003	28.984085	
390000	-689.035933	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.992088	18.705103	0.992088	0.992088	0.000000	0.992088	0.000000	0.000000	0.992088	0.992088	0.992088	0.000000	0.992088	0.000000	0.992088	0.992088	0.992088	0.000000	0.000000	0.992088	5.061106	5.061106	0.999979	0.000000	0.000007	0.000011	0.000003	62.351654	
395000	-688.074162	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.915282	14.010927	0.915282	0.915282	0.000000	0.915282	0.000000	0.000000	0.915282	0.915282	0.915282	0.000000	0.915282	0.915282	0.915282	0.000000	0.915282	0.000000	0.000000	0.000000	5.201441	5.201441	0.999975	0.000000	0.000009	0.000014	0.000002	79.468477	
400000	-688.956966	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 Z 1 Z 	1.173125	17.556102	1.173125	1.173125	0.000000	1.173125	0.000000	0.000000	1.173125	0.000000	1.173125	0.000000	1.173125	0.000000	1.173125	0.000000	1.173125	0.000000	0.000000	0.000000	4.852511	4.852511	0.999969	0.000000	0.000011	0.000017	0.000002	98.677992	
405000	-687.866343	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.033907	13.117148	1.033907	1.033907	0.000000	1.033907	0.000000	0.000000	1.033907	1.033907	1.033907	0.000000	0.000000	0.000000	1.033907	0.000000	1.033907	0.000000	0.000000	0.000000	5.362765	5.362765	0.999986	0.000000	0.000011	0.000000	0.000003	90.061749	
410000	-690.973516	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 Z 1 Z 	1.429865	33.081483	1.429865	1.429865	0.000000	1.429865	0.000000	0.000000	1.429865	0.000000	1.429865	0.000000	1.429865	0.000000	1.429865	0.000000	1.429865	0.000000	0.000000	0.000000	3.716011	3.716011	0.999984	0.000000	0.000006	0.000009	0.000001	74.465436	
415000	-686.972680	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.889765	20.708314	0.889765	0.889765	0.000000	0.889765	0.000000	0.000000	0.889765	0.889765	0.889765	0.000000	0.000000	0.000000	0.889765	0.000000	0.889765	0.000000	0.000000	0.000000	4.343923	4.343923	0.999995	0.000000	0.000004	0.000000	0.000001	32.475223	
420000	-689.577945	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.773748	12.959564	0.773748	0.773748	0.000000	0.773748	0.000000	0.000000	0.773748	0.773748	0.773748	0.000000	0.773748	0.773748	0.773748	0.773748	0.773748	0.000000	0.000000	0.773748	6.062404	6.062404	0.999974	0.000000	0.000009	0.000013	0.000003	6.997986	
425000	-691.198618	1	2	6	'1 0 1 1 Z 1 1 Z 1 1 1 Z Z Z 1 Z 	0.728943	16.036641	0.728943	0.728943	0.000000	0.728943	0.728943	0.000000	0.728943	0.728943	0.728943	0.000000	0.000000	0.000000	0.728943	0.000000	0.728943	0.000000	0.000000	0.000000	4.932541	4.932541	0.999995	0.000000	0.000004	0.000000	0.000001	75.606518	
430000	-690.074008	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.705876	18.854760	0.705876	0.705876	0.000000	0.705876	0.000000	0.000000	0.705876	0.705876	0.705876	0.000000	0.000000	0.000000	0.705876	0.705876	0.705876	0.000000	0.000000	0.705876	3.916512	3.916512	0.999997	0.000000	0.000003	0.000000	0.000001	7.454801	
435000	-691.462783	1	2	6	'1 0 1 1 Z 1 1 Z 1 1 1 Z Z Z 1 Z 	0.832869	14.219318	0.832869	0.832869	0.000000	0.832869	0.832869	0.000000	0.832869	0.832869	0.832869	0.000000	0.000000	0.000000	0.832869	0.000000	0.832869	0.000000	0.000000	0.000000	5.948866	5.948866	0.999990	0.000000	0.000008	0.000000	0.000002	3.388750	
440000	-691.399892	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	1.387151	26.278235	1.387151	1.387151	0.000000	1.387151	0.000000	0.000000	1.387151	0.000000	1.387151	0.000000	1.387151	1.387151	1.387151	0.000000	1.387151	0.000000	0.000000	0.000000	3.114182	3.114182	0.999985	0.000000	0.000006	0.000007	0.000001	42.897953	
445000	-690.707633	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.867116	9.367428	0.867116	0.867116	0.000000	0.867116	0.000000	0.000000	0.867116	0.867116	0.867116	0.000000	0.867116	0.867116	0.867116	0.000000	0.867116	0.000000	0.000000	0.000000	7.141245	7.141245	0.999931	0.000000	0.000026	0.000038	0.000005	90.645443	
450000	-688.138148	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 Z 	1.298212	28.748746	1.298212	1.298212	0.000000	1.298212	0.000000	0.000000	1.298212	0.000000	1.298212	0.000000	0.000000	1.298212	1.298212	0.000000	1.298212	0.000000	0.000000	0.000000	4.455235	4.455235	0.999993	0.000000	0.000006	0.000000	0.000001	91.045848	
455000	-691.070154	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	1.191916	22.791525	1.191916	1.191916	0.000000	1.191916	0.000000	0.000000	1.191916	1.191916	1.191916	0.000000	0.000000	1.191916	1.191916	0.000000	1.191916	0.000000	0.000000	0.000000	3.400225	3.400225	0.999995	0.000000	0.000004	0.000000	0.000001	19.954185	
460000	-687.287824	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	1.006523	19.954278	1.006523	1.006523	0.000000	1.006523	0.000000	0.000000	1.006523	1.006523	1.006523	0.000000	0.000000	1.006523	1.006523	0.000000	1.006523	0.000000	0.000000	0.000000	4.312140	4.312140	0.999994	0.000000	0.000005	0.000000	0.000001	52.348383	
465000	-691.322291	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 Z Z 	0.976860	12.658355	0.976860	0.976860	0.000000	0.976860	0.000000	0.000000	0.976860	0.976860	0.976860	0.000000	0.976860	0.976860	0.000000	0.000000	0.976860	0.000000	0.000000	0.000000	6.211700	6.211700	0.999974	0.000000	0.000014	0.000008	0.000003	65.342168	
470000	-688.005412	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.779971	18.100154	0.779971	0.779971	0.000000	0.779971	0.000000	0.000000	0.779971	0.779971	0.779971	0.000000	0.779971	0.779971	0.779971	0.000000	0.779971	0.000000	0.000000	0.000000	4.671224	4.671224	0.999988	0.000000	0.000004	0.000007	0.000001	11.906957	
475000	-691.823018	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 1 	1.605335	17.298630	1.605335	1.605335	0.000000	1.605335	0.000000	0.000000	1.605335	0.000000	1.605335	0.000000	0.000000	1.605335	1.605335	1.605335	1.605335	0.000000	0.000000	1.605335	4.932610	4.932610	0.999976	0.000000	0.000017	0.000000	0.000007	18.313501	
480000	-690.070804	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.874536	20.831421	0.874536	0.874536	0.000000	0.874536	0.000000	0.000000	0.874536	0.874536	0.874536	0.000000	0.874536	0.000000	0.874536	0.874536	0.874536	0.000000	0.000000	0.874536	3.776741	3.776741	0.999989	0.000000	0.000004	0.000006	0.000001	9.375761	
485000	-691.460237	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	1.078739	15.818819	1.078739	1.078739	0.000000	1.078739	0.000000	0.000000	1.078739	0.000000	1.078739	0.000000	1.078739	1.078739	1.078739	0.000000	1.078739	0.000000	0.000000	0.000000	6.480579	6.480579	0.999961	0.000000	0.000016	0.000020	0.000003	15.254073	
490000	-691.203394	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 1 	0.904017	15.350835	0.904017	0.904017	0.000000	0.904017	0.000000	0.000000	0.904017	0.000000	0.904017	0.000000	0.000000	0.904017	0.904017	0.904017	0.904017	0.000000	0.000000	0.904017	4.463804	4.463804	0.999991	0.000000	0.000007	0.000000	0.000002	5.628058	
495000	-688.701602	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.847093	14.296283	0.847093	0.847093	0.000000	0.847093	0.000000	0.000000	0.847093	0.847093	0.847093	0.000000	0.847093	0.000000	0.847093	0.000000	0.847093	0.000000	0.000000	0.000000	6.381240	6.381240	0.999969	0.000000	0.000010	0.000018	0.000002	5.340684	
500000	-688.578159	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.938097	12.798015	0.938097	0.938097	0.000000	0.938097	0.000000	0.000000	0.938097	0.938097	0.938097	0.000000	0.938097	0.938097	0.938097	0.000000	0.938097	0.000000	0.000000	0.000000	5.656399	5.656399	0.999967	0.000000	0.000012	0.000018	0.000003	11.794473	
505000	-686.738106	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.923374	15.843896	0.923374	0.923374	0.000000	0.923374	0.000000	0.000000	0.923374	0.923374	0.923374	0.000000	0.000000	0.000000	0.923374	0.000000	0.923374	0.000000	0.000000	0.000000	4.767684	4.767684	0.999992	0.000000	0.000006	0.000000	0.000002	4.586975	
510000	-696.795442	1	2	4	'1 0 1 1 Z 1 1 Z 1 1 1 Z Z 1 1 1 	0.829184	25.610870	0.829184	0.829184	0.000000	0.829184	0.829184	0.000000	0.829184	0.829184	0.829184	0.000000	0.000000	0.829184	0.829184	0.829184	0.829184	0.000000	0.000000	0.829184	3.120092	3.120092	0.999998	0.000000	0.000002	0.000000	0.000001	22.119233	
515000	-690.419258	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.669780	13.368039	0.669780	0.669780	0.000000	0.669780	0.000000	0.000000	0.669780	0.669780	0.669780	0.000000	0.669780	0.000000	0.669780	0.669780	0.669780	0.000000	0.000000	0.669780	5.532804	5.532804	0.999982	0.000000	0.000006	0.000010	0.000002	12.488465	
520000	-692.608880	1	2	5	'1 0 1 1 Z 1 Z 1 1 1 1 Z Z 1 1 Z 	0.732693	16.504714	0.732693	0.732693	0.000000	0.732693	0.000000	0.732693	0.732693	0.732693	0.732693	0.000000	0.000000	0.732693	0.732693	0.000000	0.732693	0.732693	0.000000	0.000000	5.304637	5.304637	0.999994	0.000000	0.000005	0.000000	0.000001	5.382886	
525000	-687.096025	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.997139	19.140656	0.997139	0.997139	0.000000	0.997139	0.000000	0.000000	0.997139	0.997139	0.997139	0.000000	0.000000	0.997139	0.997139	0.000000	0.997139	0.000000	0.000000	0.000000	4.450823	4.450823	0.999994	0.000000	0.000005	0.000000	0.000001	5.963045	
530000	-687.940974	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.815575	16.892964	0.815575	0.815575	0.000000	0.815575	0.000000	0.000000	0.815575	0.815575	0.815575	0.000000	0.000000	0.815575	0.815575	0.815575	0.815575	0.000000	0.000000	0.815575	5.030754	5.030754	0.999993	0.000000	0.000005	0.000000	0.000002	11.864674	
535000	-688.275009	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.807159	13.200528	0.807159	0.807159	0.000000	0.807159	0.000000	0.000000	0.807159	0.807159	0.807159	0.000000	0.807159	0.000000	0.807159	0.000000	0.807159	0.000000	0.000000	0.000000	5.517271	5.517271	0.999974	0.000000	0.000009	0.000015	0.000002	2.739889	
540000	-688.088135	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.810556	18.051038	0.810556	0.810556	0.000000	0.810556	0.000000	0.000000	0.810556	0.810556	0.810556	0.000000	0.000000	0.000000	0.810556	0.810556	0.810556	0.000000	0.000000	0.810556	4.602512	4.602512	0.999995	0.000000	0.000004	0.000000	0.000001	10.528492	
545000	-686.949046	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.040988	18.221739	1.040988	1.040988	0.000000	1.040988	0.000000	0.000000	1.040988	1.040988	1.040988	0.000000	0.000000	0.000000	1.040988	0.000000	1.040988	0.000000	0.000000	0.000000	5.208376	5.208376	0.999991	0.000000	0.000007	0.000000	0.000002	51.512170	
550000	-687.956613	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.848460	14.141860	0.848460	0.848460	0.000000	0.848460	0.000000	0.000000	0.848460	0.848460	0.848460	0.000000	0.848460	0.000000	0.848460	0.000000	0.848460	0.000000	0.000000	0.000000	5.072519	5.072519	0.999977	0.000000	0.000008	0.000014	0.000002	89.758677	
