Options:
Model:                           MultiState
Tree File Name:                  _tree_gymno_bt.nex
Data File Name:                  _dat_gymno.txt
Log File Name:                   gymno_rjhp_cov_r3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3329342453
Precision:                       64 bits
Cores:                           15
Analysis Type:                   MCMC
Sample Period:                   5000
Iterations:                      100050000
Burn in:                         50000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   gymno_rjhp_cov_r3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     6
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               D,S,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qDS                          RJ MCMC
    qDV                          RJ MCMC
    qSD                          RJ MCMC
    qSV                          RJ MCMC
    qVD                          RJ MCMC
    qVS                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       63
     Sites:                      1
     States:                     6
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qDS	qDV	qSD	qSV	qVD	qVS	Covar On to Off	 Covar Off to On	Root P(D)	Root P(S)	Root P(V)	RJRates - Mean	
55000	-33.509344	1	1	3	'Z Z 0 Z 0 0 	0.000000	0.000000	8.320482	0.000000	8.320482	8.320482	43.126634	43.126634	0.000000	0.000000	1.000000	70.282218	
60000	-33.010424	1	1	3	'Z Z 0 Z 0 0 	0.000000	0.000000	13.018055	0.000000	13.018055	13.018055	5.882257	5.882257	0.000000	0.000000	1.000000	59.610363	
65000	-32.887297	1	1	3	'Z Z 0 0 0 Z 	0.000000	0.000000	4.782310	4.782310	4.782310	0.000000	1.562677	1.562677	0.000000	1.000000	0.000000	22.612652	
70000	-32.261863	1	1	3	'0 0 0 Z Z Z 	4.410867	4.410867	4.410867	0.000000	0.000000	0.000000	57.881324	57.881324	0.433270	0.566730	0.000000	10.726572	
75000	-32.500981	1	1	3	'0 0 0 Z Z Z 	2.284587	2.284587	2.284587	0.000000	0.000000	0.000000	17.748584	17.748584	0.285386	0.714614	0.000000	4.427764	
80000	-33.675532	1	1	3	'Z Z 0 0 0 Z 	0.000000	0.000000	3.906290	3.906290	3.906290	0.000000	2.224553	2.224553	0.000000	1.000000	0.000000	18.593645	
85000	-37.515131	1	1	3	'Z Z Z 0 0 0 	0.000000	0.000000	0.000000	13.341035	13.341035	13.341035	8.052571	8.052571	0.000000	0.730932	0.269068	10.078214	
90000	-30.048856	1	1	4	'Z Z 0 0 Z Z 	0.000000	0.000000	10.735344	10.735344	0.000000	0.000000	3.637740	3.637740	0.000000	1.000000	0.000000	18.485034	
95000	-31.354788	1	1	4	'Z Z 0 0 Z Z 	0.000000	0.000000	18.174493	18.174493	0.000000	0.000000	5.217832	5.217832	0.000000	1.000000	0.000000	36.289120	
100000	-32.102411	1	1	3	'0 0 0 Z Z Z 	4.273324	4.273324	4.273324	0.000000	0.000000	0.000000	3.912415	3.912415	0.398589	0.601411	0.000000	62.541715	
105000	-34.514482	1	1	3	'0 0 0 Z Z Z 	8.779238	8.779238	8.779238	0.000000	0.000000	0.000000	48.566420	48.566420	0.532417	0.467583	0.000000	24.508128	
110000	-34.425336	1	1	1	'0 0 0 0 0 Z 	2.845682	2.845682	2.845682	2.845682	2.845682	0.000000	54.088628	54.088628	0.338275	0.661463	0.000263	2.245214	
115000	-33.635595	1	1	2	'0 0 0 0 Z Z 	4.212072	4.212072	4.212072	4.212072	0.000000	0.000000	20.522350	20.522350	0.373120	0.626880	0.000000	16.423036	
