Options:
Model:                           MultiState
Tree File Name:                  _tree_gymno_bt.nex
Data File Name:                  _dat_gymno.txt
Log File Name:                   gymno_rjhp_cov_r2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1567734765
Precision:                       64 bits
Cores:                           10
Analysis Type:                   MCMC
Sample Period:                   5000
Iterations:                      100050000
Burn in:                         50000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   gymno_rjhp_cov_r2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     6
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               D,S,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qDS                          RJ MCMC
    qDV                          RJ MCMC
    qSD                          RJ MCMC
    qSV                          RJ MCMC
    qVD                          RJ MCMC
    qVS                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       63
     Sites:                      1
     States:                     6
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qDS	qDV	qSD	qSV	qVD	qVS	Covar On to Off	 Covar Off to On	Root P(D)	Root P(S)	Root P(V)	RJRates - Mean	
55000	-32.486222	1	1	3	'0 0 0 Z Z Z 	2.934156	2.934156	2.934156	0.000000	0.000000	0.000000	79.311419	79.311419	0.358558	0.641442	0.000000	9.160352	
60000	-32.964397	1	1	3	'Z Z 0 0 Z 0 	0.000000	0.000000	21.110694	21.110694	0.000000	21.110694	3.756687	3.756687	0.000000	0.919777	0.080223	67.224403	
65000	-29.739285	1	1	4	'Z Z 0 0 Z Z 	0.000000	0.000000	9.971964	9.971964	0.000000	0.000000	2.155484	2.155484	0.000000	1.000000	0.000000	46.410707	
70000	-31.733946	1	1	3	'Z Z 0 0 0 Z 	0.000000	0.000000	12.757923	12.757923	12.757923	0.000000	2.470242	2.470242	0.000000	1.000000	0.000000	9.905062	
75000	-37.869999	1	1	0	'0 0 0 0 0 0 	7.449391	7.449391	7.449391	7.449391	7.449391	7.449391	24.412659	24.412659	0.461031	0.472309	0.066660	37.981849	
80000	-31.812490	1	1	3	'0 0 0 Z Z Z 	5.113980	5.113980	5.113980	0.000000	0.000000	0.000000	14.491272	14.491272	0.405281	0.594719	0.000000	11.495741	
85000	-31.640764	1	1	3	'0 0 0 Z Z Z 	2.822472	2.822472	2.822472	0.000000	0.000000	0.000000	8.238847	8.238847	0.332582	0.667418	0.000000	1.871699	
90000	-32.287794	1	1	3	'0 0 0 Z Z Z 	4.358301	4.358301	4.358301	0.000000	0.000000	0.000000	97.823478	97.823478	0.434914	0.565086	0.000000	10.313630	
95000	-33.069340	1	1	3	'0 0 0 Z Z Z 	6.221223	6.221223	6.221223	0.000000	0.000000	0.000000	94.189584	94.189584	0.494743	0.505257	0.000000	35.844989	
100000	-34.399257	1	2	1	'1 Z 0 0 0 0 	2.743926	0.000000	20.021445	20.021445	20.021445	20.021445	4.383503	4.383503	0.000579	0.929693	0.069728	18.090690	
105000	-34.513185	1	1	1	'0 0 0 0 0 Z 	2.483605	2.483605	2.483605	2.483605	2.483605	0.000000	60.270745	60.270745	0.315857	0.683968	0.000175	1.436929	
110000	-34.031693	1	1	3	'Z Z 0 Z 0 0 	0.000000	0.000000	5.967106	0.000000	5.967106	5.967106	94.463935	94.463935	0.000000	0.000000	1.000000	48.970506	
115000	-33.097467	1	1	2	'0 0 0 0 Z Z 	3.256850	3.256850	3.256850	3.256850	0.000000	0.000000	13.454572	13.454572	0.310417	0.689583	0.000000	35.056702	
120000	-32.296726	1	1	3	'0 0 0 Z Z Z 	3.404360	3.404360	3.404360	0.000000	0.000000	0.000000	72.070810	72.070810	0.386555	0.613445	0.000000	3.648443	
125000	-32.591515	1	1	3	'0 0 0 Z Z Z 	5.478159	5.478159	5.478159	0.000000	0.000000	0.000000	57.615575	57.615575	0.471072	0.528928	0.000000	2.365486	
130000	-30.347538	1	1	4	'Z Z 0 0 Z Z 	0.000000	0.000000	10.426116	10.426116	0.000000	0.000000	4.402084	4.402084	0.000000	1.000000	0.000000	20.784357	
135000	-31.672374	1	1	4	'Z Z 0 0 Z Z 	0.000000	0.000000	9.386239	9.386239	0.000000	0.000000	7.859620	7.859620	0.000000	1.000000	0.000000	18.827131	
140000	-30.612022	1	1	4	'Z Z 0 0 Z Z 	0.000000	0.000000	17.603589	17.603589	0.000000	0.000000	3.367100	3.367100	0.000000	1.000000	0.000000	37.917056	
