Options:
Model:                           MultiState
Tree File Name:                  _tree_gymno_bt.nex
Data File Name:                  _dat_gymno.txt
Log File Name:                   gymno_rjhp_cov_r1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3916544983
Precision:                       64 bits
Cores:                           10
Analysis Type:                   MCMC
Sample Period:                   5000
Iterations:                      100050000
Burn in:                         50000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   gymno_rjhp_cov_r1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     6
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               D,S,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qDS                          RJ MCMC
    qDV                          RJ MCMC
    qSD                          RJ MCMC
    qSV                          RJ MCMC
    qVD                          RJ MCMC
    qVS                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       63
     Sites:                      1
     States:                     6
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qDS	qDV	qSD	qSV	qVD	qVS	Covar On to Off	 Covar Off to On	Root P(D)	Root P(S)	Root P(V)	RJRates - Mean	
55000	-31.464207	1	1	3	'Z Z 0 0 0 Z 	0.000000	0.000000	10.143813	10.143813	10.143813	0.000000	4.613470	4.613470	0.000000	1.000000	0.000000	73.347258	
60000	-33.369759	1	1	2	'Z Z 0 0 0 0 	0.000000	0.000000	16.020042	16.020042	16.020042	16.020042	8.425122	8.425122	0.000000	0.886866	0.113134	71.861285	
65000	-35.581671	1	1	3	'Z Z 0 0 0 Z 	0.000000	0.000000	6.658558	6.658558	6.658558	0.000000	66.379457	66.379457	0.000000	1.000000	0.000000	38.193992	
70000	-32.492213	1	1	2	'Z Z 0 0 0 0 	0.000000	0.000000	7.282232	7.282232	7.282232	7.282232	7.147212	7.147212	0.000000	0.848009	0.151991	27.418863	
75000	-35.475903	1	1	4	'Z Z 0 0 Z Z 	0.000000	0.000000	13.733279	13.733279	0.000000	0.000000	33.803776	33.803776	0.000000	1.000000	0.000000	95.059531	
80000	-30.241554	1	1	4	'Z Z 0 0 Z Z 	0.000000	0.000000	12.736872	12.736872	0.000000	0.000000	0.260624	0.260624	0.000000	1.000000	0.000000	97.200485	
85000	-34.515283	1	1	3	'Z Z 0 0 0 Z 	0.000000	0.000000	17.450958	17.450958	17.450958	0.000000	0.774270	0.774270	0.000000	1.000000	0.000000	75.610699	
90000	-31.499690	1	1	4	'Z Z 0 0 Z Z 	0.000000	0.000000	11.798219	11.798219	0.000000	0.000000	7.927076	7.927076	0.000000	1.000000	0.000000	73.853739	
95000	-31.370346	1	1	4	'Z Z 0 0 Z Z 	0.000000	0.000000	21.168937	21.168937	0.000000	0.000000	0.588722	0.588722	0.000000	1.000000	0.000000	91.534663	
100000	-32.158928	1	1	2	'Z Z 0 0 0 0 	0.000000	0.000000	9.299065	9.299065	9.299065	9.299065	4.554370	4.554370	0.000000	0.893716	0.106284	90.390018	
105000	-30.319560	1	1	4	'Z Z 0 0 Z Z 	0.000000	0.000000	14.002111	14.002111	0.000000	0.000000	4.261278	4.261278	0.000000	1.000000	0.000000	67.952093	
