species_asw,family,order,rep_mode1
Paradactylodon_persicus,Hynobiidae,Caudata,A
Ranodon_sibiricus,Hynobiidae,Caudata,A
Onychodactylus_japonicus,Hynobiidae,Caudata,A
Onychodactylus_nipponoborealis,Hynobiidae,Caudata,A
Onychodactylus_zhangyapingi,Hynobiidae,Caudata,A
Onychodactylus_koreanus,Hynobiidae,Caudata,A
Onychodactylus_fischeri,Hynobiidae,Caudata,A
Onychodactylus_zhaoermii,Hynobiidae,Caudata,A
Andrias_davidianus,Cryptobranchidae,Caudata,P
Andrias_japonicus,Cryptobranchidae,Caudata,P
Cryptobranchus_alleganiensis,Cryptobranchidae,Caudata,P
