model_name,model_type,model_itr,ml,AIC,dAIC,Aw
secsse_1_fixed_try3,secsse_1_fixed,3,-333.01644423756414,678.0328884751283,0,0.9000995827473982
secsse_1_full_try1,secsse_1_full,1,-331.9072819085199,683.8145638170398,5.781675341911523,0.04998223957090205
secsse_2_cid_try3,secsse_2_cid,3,-332.90913363611185,683.8182672722237,5.7853787970954045,0.049889771717840946
secsse_2_full_try2,secsse_2_full,2,-328.3801058030992,698.7602116061984,20.72732313107008,2.8405963858745306e-5
