Options:
Model:                           MultiState
Tree File Name:                  _tree_caudata_bt.nex
Data File Name:                  _dat_caudata.txt
Log File Name:                   caudata_rjhp_cov_r1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            255762996
Precision:                       64 bits
Cores:                           20
Analysis Type:                   MCMC
Sample Period:                   2500
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   caudata_rjhp_cov_r1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               A,D,P,S,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qAD                          RJ MCMC
    qAP                          RJ MCMC
    qAS                          RJ MCMC
    qAV                          RJ MCMC
    qDA                          RJ MCMC
    qDP                          RJ MCMC
    qDS                          RJ MCMC
    qDV                          RJ MCMC
    qPA                          RJ MCMC
    qPD                          RJ MCMC
    qPS                          RJ MCMC
    qPV                          RJ MCMC
    qSA                          RJ MCMC
    qSD                          RJ MCMC
    qSP                          RJ MCMC
    qSV                          RJ MCMC
    qVA                          RJ MCMC
    qVD                          RJ MCMC
    qVP                          RJ MCMC
    qVS                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       546
     Sites:                      1
     States:                     10
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qAD	qAP	qAS	qAV	qDA	qDP	qDS	qDV	qPA	qPD	qPS	qPV	qSA	qSD	qSP	qSV	qVA	qVD	qVP	qVS	Covar On to Off	 Covar Off to On	Root P(A)	Root P(D)	Root P(P)	Root P(S)	Root P(V)	RJRates - Mean	
37500	-117.486824	1	1	9	'Z 0 0 Z 0 Z 0 Z 0 0 0 0 Z 0 0 Z Z Z Z 0 	0.000000	7.170289	7.170289	0.000000	7.170289	0.000000	7.170289	0.000000	7.170289	7.170289	7.170289	7.170289	0.000000	7.170289	7.170289	0.000000	0.000000	0.000000	0.000000	7.170289	6.313682	6.313682	0.616220	0.028684	0.341341	0.013497	0.000257	15.132170	
40000	-112.993062	1	1	11	'Z 0 0 Z 0 0 0 Z Z 0 Z Z 0 Z 0 0 Z Z Z Z 	0.000000	4.901492	4.901492	0.000000	4.901492	4.901492	4.901492	0.000000	0.000000	4.901492	0.000000	0.000000	4.901492	0.000000	4.901492	4.901492	0.000000	0.000000	0.000000	0.000000	7.425424	7.425424	0.863125	0.089660	0.016968	0.030247	0.000000	60.946535	
42500	-116.241814	1	1	8	'Z 0 0 Z 0 0 0 Z 0 Z 0 Z 0 0 Z 0 Z 0 Z 0 	0.000000	7.528226	7.528226	0.000000	7.528226	7.528226	7.528226	0.000000	7.528226	0.000000	7.528226	0.000000	7.528226	7.528226	0.000000	7.528226	0.000000	7.528226	0.000000	7.528226	5.618263	5.618263	0.406467	0.154045	0.379641	0.046029	0.013818	96.085888	
45000	-115.849000	1	1	13	'Z 0 0 Z 0 Z Z Z Z Z Z 0 0 0 Z 0 Z Z Z Z 	0.000000	8.364336	8.364336	0.000000	8.364336	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.364336	8.364336	8.364336	0.000000	8.364336	0.000000	0.000000	0.000000	0.000000	9.586462	9.586462	0.942684	0.038908	0.000000	0.018408	0.000000	67.450903	
47500	-115.404269	1	1	9	'Z 0 0 Z 0 Z 0 0 0 Z Z Z 0 0 0 0 Z 0 Z Z 	0.000000	6.534614	6.534614	0.000000	6.534614	0.000000	6.534614	6.534614	6.534614	0.000000	0.000000	0.000000	6.534614	6.534614	6.534614	6.534614	0.000000	6.534614	0.000000	0.000000	2.774563	2.774563	0.565533	0.039301	0.318311	0.076043	0.000811	60.365903	
50000	-115.054476	1	1	12	'Z 0 0 Z 0 Z 0 0 Z Z Z Z Z 0 Z Z Z 0 Z 0 	0.000000	8.394829	8.394829	0.000000	8.394829	0.000000	8.394829	8.394829	0.000000	0.000000	0.000000	0.000000	0.000000	8.394829	0.000000	0.000000	0.000000	8.394829	0.000000	8.394829	3.912327	3.912327	0.981686	0.017184	0.000000	0.000565	0.000565	48.115356	
52500	-115.436300	1	1	6	'Z 0 0 Z 0 0 0 0 0 0 Z Z 0 Z 0 0 0 0 Z 0 	0.000000	4.573690	4.573690	0.000000	4.573690	4.573690	4.573690	4.573690	4.573690	4.573690	0.000000	0.000000	4.573690	0.000000	4.573690	4.573690	4.573690	4.573690	0.000000	4.573690	3.926403	3.926403	0.369483	0.071180	0.481366	0.055420	0.022550	47.038792	
55000	-115.183010	1	1	10	'Z 0 0 Z 0 Z 0 0 Z Z Z 0 0 Z Z 0 Z 0 0 Z 	0.000000	5.141333	5.141333	0.000000	5.141333	0.000000	5.141333	5.141333	0.000000	0.000000	0.000000	5.141333	5.141333	0.000000	0.000000	5.141333	0.000000	5.141333	5.141333	0.000000	4.934598	4.934598	0.898376	0.063343	0.000377	0.032882	0.005023	29.189351	
57500	-113.386398	1	2	9	'Z 0 0 Z 1 Z 0 Z 0 Z Z 0 1 0 Z Z 0 0 0 Z 	0.000000	3.628925	3.628925	0.000000	6.956587	0.000000	3.628925	0.000000	3.628925	0.000000	0.000000	3.628925	6.956587	3.628925	0.000000	0.000000	3.628925	3.628925	3.628925	0.000000	4.351006	4.351006	0.386065	0.030077	0.487314	0.023412	0.073131	8.360683	
60000	-117.169791	1	1	7	'Z 0 0 Z 0 0 0 Z 0 0 0 0 0 0 Z Z Z 0 0 Z 	0.000000	6.199225	6.199225	0.000000	6.199225	6.199225	6.199225	0.000000	6.199225	6.199225	6.199225	6.199225	6.199225	6.199225	0.000000	0.000000	0.000000	6.199225	6.199225	0.000000	8.520656	8.520656	0.400523	0.071283	0.484941	0.022139	0.021114	9.545698	
62500	-120.399580	1	1	6	'Z 0 0 Z 0 0 0 0 0 0 0 Z Z Z Z 0 0 0 0 0 	0.000000	4.372114	4.372114	0.000000	4.372114	4.372114	4.372114	4.372114	4.372114	4.372114	4.372114	0.000000	0.000000	0.000000	0.000000	4.372114	4.372114	4.372114	4.372114	4.372114	12.440468	12.440468	0.447447	0.037055	0.483530	0.000223	0.031745	47.131089	
65000	-115.039592	1	1	7	'Z 0 0 Z 0 0 0 0 0 0 Z Z 0 Z Z 0 0 0 Z 0 	0.000000	3.623743	3.623743	0.000000	3.623743	3.623743	3.623743	3.623743	3.623743	3.623743	0.000000	0.000000	3.623743	0.000000	0.000000	3.623743	3.623743	3.623743	0.000000	3.623743	5.068270	5.068270	0.339149	0.037701	0.613098	0.003696	0.006356	50.250836	
67500	-114.004256	1	1	10	'Z 0 0 Z 0 Z 0 0 Z 0 Z Z 0 0 Z 0 Z Z Z 0 	0.000000	4.678566	4.678566	0.000000	4.678566	0.000000	4.678566	4.678566	0.000000	4.678566	0.000000	0.000000	4.678566	4.678566	0.000000	4.678566	0.000000	0.000000	0.000000	4.678566	4.015966	4.015966	0.959295	0.015822	0.009143	0.015646	0.000094	83.581195	
70000	-113.575662	1	1	10	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 0 0 Z Z 0 0 	0.000000	9.420978	9.420978	0.000000	9.420978	0.000000	9.420978	0.000000	0.000000	0.000000	0.000000	0.000000	9.420978	9.420978	9.420978	9.420978	0.000000	0.000000	9.420978	9.420978	7.670218	7.670218	0.883487	0.070491	0.000000	0.042453	0.003568	84.634954	
72500	-117.150728	1	1	11	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 Z Z Z 0 0 0 0 	0.000000	4.750488	4.750488	0.000000	4.750488	0.000000	4.750488	0.000000	0.000000	0.000000	0.000000	0.000000	4.750488	0.000000	0.000000	0.000000	4.750488	4.750488	4.750488	4.750488	8.353367	8.353367	0.000000	0.000000	0.000000	0.000000	1.000000	71.532137	
75000	-118.850831	1	1	7	'Z 0 0 Z 0 0 0 Z 0 Z 0 0 0 0 0 0 0 Z Z Z 	0.000000	3.127497	3.127497	0.000000	3.127497	3.127497	3.127497	0.000000	3.127497	0.000000	3.127497	3.127497	3.127497	3.127497	3.127497	3.127497	3.127497	0.000000	0.000000	0.000000	11.135465	11.135465	0.575204	0.090331	0.299303	0.032631	0.002530	38.033682	
77500	-115.379707	1	1	9	'Z 0 0 Z 0 0 0 Z 0 Z 0 0 0 0 0 Z Z Z Z Z 	0.000000	4.254903	4.254903	0.000000	4.254903	4.254903	4.254903	0.000000	4.254903	0.000000	4.254903	4.254903	4.254903	4.254903	4.254903	0.000000	0.000000	0.000000	0.000000	0.000000	5.306158	5.306158	0.525295	0.162558	0.217287	0.094861	0.000000	7.995291	
80000	-113.951779	1	1	14	'Z 0 0 Z Z Z Z Z 0 Z Z 0 0 0 Z Z Z Z Z Z 	0.000000	8.411307	8.411307	0.000000	0.000000	0.000000	0.000000	0.000000	8.411307	0.000000	0.000000	8.411307	8.411307	8.411307	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.263724	8.263724	0.775097	0.000000	0.211252	0.013651	0.000000	20.790077	
82500	-118.085538	1	1	13	'Z 0 0 Z 0 Z Z Z 0 0 Z Z Z Z Z 0 Z Z Z 0 	0.000000	12.544352	12.544352	0.000000	12.544352	0.000000	0.000000	0.000000	12.544352	12.544352	0.000000	0.000000	0.000000	0.000000	0.000000	12.544352	0.000000	0.000000	0.000000	12.544352	5.211008	5.211008	0.365916	0.032866	0.601218	0.000000	0.000000	15.460011	
85000	-113.235908	1	1	11	'Z 0 0 Z 0 Z 0 Z Z Z Z Z Z 0 0 0 0 Z Z 0 	0.000000	5.049475	5.049475	0.000000	5.049475	0.000000	5.049475	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.049475	5.049475	5.049475	5.049475	0.000000	0.000000	5.049475	5.134779	5.134779	0.937133	0.034227	0.000000	0.003939	0.024701	1.871297	
87500	-113.418465	1	1	10	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 0 Z 0 Z Z 0 0 	0.000000	8.371722	8.371722	0.000000	8.371722	0.000000	8.371722	8.371722	0.000000	0.000000	0.000000	0.000000	8.371722	8.371722	0.000000	8.371722	0.000000	0.000000	8.371722	8.371722	5.854906	5.854906	0.892487	0.054113	0.000000	0.049193	0.004208	9.597449	
90000	-113.742562	1	1	10	'Z 0 0 Z 0 0 0 Z Z Z Z 0 0 0 0 Z Z Z 0 Z 	0.000000	5.183170	5.183170	0.000000	5.183170	5.183170	5.183170	0.000000	0.000000	0.000000	0.000000	5.183170	5.183170	5.183170	5.183170	0.000000	0.000000	0.000000	5.183170	0.000000	6.782568	6.782568	0.757226	0.150483	0.000000	0.092291	0.000000	9.552970	
92500	-117.760530	1	1	8	'Z 0 0 Z Z Z 0 Z 0 0 0 Z 0 0 0 0 0 Z Z 0 	0.000000	3.921720	3.921720	0.000000	0.000000	0.000000	3.921720	0.000000	3.921720	3.921720	3.921720	0.000000	3.921720	3.921720	3.921720	3.921720	3.921720	0.000000	0.000000	3.921720	17.338886	17.338886	0.574007	0.000074	0.403526	0.017574	0.004820	51.147583	
95000	-114.701838	1	1	14	'Z 0 0 Z Z Z Z Z Z Z Z Z 0 0 Z 0 Z Z Z 0 	0.000000	10.777949	10.777949	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.777949	10.777949	0.000000	10.777949	0.000000	0.000000	0.000000	10.777949	12.166857	12.166857	0.989904	0.000000	0.000000	0.009785	0.000311	57.025331	
97500	-115.276082	1	1	10	'Z 0 0 Z 0 0 0 Z Z Z 0 Z 0 0 Z 0 Z Z 0 Z 	0.000000	8.276183	8.276183	0.000000	8.276183	8.276183	8.276183	0.000000	0.000000	0.000000	8.276183	0.000000	8.276183	8.276183	0.000000	8.276183	0.000000	0.000000	8.276183	0.000000	3.931855	3.931855	0.700736	0.171299	0.029421	0.097227	0.001318	53.375143	
100000	-115.801457	1	1	11	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 0 0 0 Z Z Z 	0.000000	14.237366	14.237366	0.000000	14.237366	0.000000	14.237366	0.000000	0.000000	0.000000	0.000000	0.000000	14.237366	14.237366	14.237366	14.237366	14.237366	0.000000	0.000000	0.000000	3.024248	3.024248	0.765970	0.105546	0.000000	0.062482	0.066003	79.953601	
102500	-113.427078	1	1	10	'Z 0 0 Z 0 0 0 Z Z Z Z Z 0 0 0 0 Z 0 Z Z 	0.000000	4.800697	4.800697	0.000000	4.800697	4.800697	4.800697	0.000000	0.000000	0.000000	0.000000	0.000000	4.800697	4.800697	4.800697	4.800697	0.000000	4.800697	0.000000	0.000000	3.011476	3.011476	0.670013	0.238661	0.000000	0.086773	0.004553	47.177543	
105000	-114.256934	1	1	10	'Z 0 0 Z 0 0 0 Z 0 0 Z Z Z 0 Z 0 Z 0 Z Z 	0.000000	6.497321	6.497321	0.000000	6.497321	6.497321	6.497321	0.000000	6.497321	6.497321	0.000000	0.000000	0.000000	6.497321	0.000000	6.497321	0.000000	6.497321	0.000000	0.000000	4.904703	4.904703	0.351574	0.076661	0.567848	0.001959	0.001959	85.053931	
107500	-112.666311	1	1	10	'Z 0 0 Z 0 0 0 Z 0 0 Z Z 0 Z Z 0 0 Z Z Z 	0.000000	4.221364	4.221364	0.000000	4.221364	4.221364	4.221364	0.000000	4.221364	4.221364	0.000000	0.000000	4.221364	0.000000	0.000000	4.221364	4.221364	0.000000	0.000000	0.000000	7.214190	7.214190	0.338820	0.050458	0.602757	0.003973	0.003992	48.315723	
110000	-118.019312	1	1	6	'Z 0 0 0 0 0 0 0 0 0 Z Z 0 Z Z 0 0 0 Z 0 	0.000000	2.724095	2.724095	2.724095	2.724095	2.724095	2.724095	2.724095	2.724095	2.724095	0.000000	0.000000	2.724095	0.000000	0.000000	2.724095	2.724095	2.724095	0.000000	2.724095	6.036975	6.036975	0.290149	0.022149	0.683805	0.001441	0.002455	15.195798	
112500	-115.729653	1	1	8	'Z 0 0 Z 0 0 0 0 0 0 Z Z Z Z Z 0 0 0 0 Z 	0.000000	3.876598	3.876598	0.000000	3.876598	3.876598	3.876598	3.876598	3.876598	3.876598	0.000000	0.000000	0.000000	0.000000	0.000000	3.876598	3.876598	3.876598	3.876598	0.000000	3.744454	3.744454	0.315704	0.051250	0.566874	0.000485	0.065686	4.920713	
115000	-116.103927	1	1	12	'Z 0 0 Z 0 Z Z Z 0 0 Z 0 0 Z Z Z Z 0 Z Z 	0.000000	6.698207	6.698207	0.000000	6.698207	0.000000	0.000000	0.000000	6.698207	6.698207	0.000000	6.698207	6.698207	0.000000	0.000000	0.000000	0.000000	6.698207	0.000000	0.000000	9.953801	9.953801	0.470808	0.012481	0.504621	0.011936	0.000154	6.091801	
117500	-117.956360	1	1	9	'Z 0 0 Z 0 Z Z Z 0 0 Z Z 0 0 Z 0 0 0 Z 0 	0.000000	7.577424	7.577424	0.000000	7.577424	0.000000	0.000000	0.000000	7.577424	7.577424	0.000000	0.000000	7.577424	7.577424	0.000000	7.577424	7.577424	7.577424	0.000000	7.577424	14.392655	14.392655	0.440814	0.011640	0.524431	0.011542	0.011573	35.206078	
120000	-113.448227	1	2	8	'Z 1 1 Z 0 Z Z 0 Z 0 Z 0 0 1 Z 0 0 0 Z 0 	0.000000	5.196850	5.196850	0.000000	0.685487	0.000000	0.000000	0.685487	0.000000	0.685487	0.000000	0.685487	0.685487	5.196850	0.000000	0.685487	0.685487	0.685487	0.000000	0.685487	5.930465	5.930465	0.999495	0.000167	0.000006	0.000167	0.000167	51.879669	
122500	-113.661659	1	2	6	'Z 1 1 0 0 0 Z Z Z 0 0 0 0 1 0 0 0 Z 0 Z 	0.000000	7.263972	7.263972	1.003518	1.003518	1.003518	0.000000	0.000000	0.000000	1.003518	1.003518	1.003518	1.003518	7.263972	1.003518	1.003518	1.003518	0.000000	1.003518	0.000000	13.418813	13.418813	0.998928	0.000352	0.000020	0.000351	0.000349	9.138014	
125000	-119.120648	1	1	6	'Z 0 0 0 0 Z 0 Z 0 0 0 0 0 0 Z 0 Z Z 0 0 	0.000000	2.526002	2.526002	2.526002	2.526002	0.000000	2.526002	0.000000	2.526002	2.526002	2.526002	2.526002	2.526002	2.526002	0.000000	2.526002	0.000000	0.000000	2.526002	2.526002	13.635042	13.635042	0.454611	0.001098	0.541228	0.001389	0.001675	38.267249	
127500	-114.327923	1	1	10	'Z 0 0 Z 0 0 0 Z 0 0 Z 0 0 Z Z Z 0 Z Z Z 	0.000000	9.076598	9.076598	0.000000	9.076598	9.076598	9.076598	0.000000	9.076598	9.076598	0.000000	9.076598	9.076598	0.000000	0.000000	0.000000	9.076598	0.000000	0.000000	0.000000	3.182489	3.182489	0.191899	0.097812	0.675262	0.016918	0.018109	17.129096	
130000	-115.530550	1	1	9	'Z 0 0 Z 0 0 0 Z 0 0 0 0 0 Z Z 0 Z Z Z Z 	0.000000	5.748711	5.748711	0.000000	5.748711	5.748711	5.748711	0.000000	5.748711	5.748711	5.748711	5.748711	5.748711	0.000000	0.000000	5.748711	0.000000	0.000000	0.000000	0.000000	7.190499	7.190499	0.387563	0.073189	0.533296	0.005952	0.000000	9.491144	
132500	-116.647929	1	1	9	'Z 0 0 Z 0 0 0 Z Z 0 0 0 0 Z 0 Z Z 0 Z Z 	0.000000	6.233818	6.233818	0.000000	6.233818	6.233818	6.233818	0.000000	0.000000	6.233818	6.233818	6.233818	6.233818	0.000000	6.233818	0.000000	0.000000	6.233818	0.000000	0.000000	8.270456	8.270456	0.790628	0.101830	0.042184	0.062820	0.002538	11.521059	
135000	-113.960794	1	1	11	'Z 0 0 Z 0 0 0 Z Z Z Z Z 0 0 Z 0 Z 0 Z Z 	0.000000	4.756414	4.756414	0.000000	4.756414	4.756414	4.756414	0.000000	0.000000	0.000000	0.000000	0.000000	4.756414	4.756414	0.000000	4.756414	0.000000	4.756414	0.000000	0.000000	9.806697	9.806697	0.807462	0.161762	0.000000	0.028524	0.002251	1.491681	
137500	-113.026556	1	2	13	'Z 0 1 Z Z Z 0 Z Z Z Z Z 0 1 Z 1 Z 1 Z Z 	0.000000	10.669105	2.087409	0.000000	0.000000	0.000000	10.669105	0.000000	0.000000	0.000000	0.000000	0.000000	10.669105	2.087409	0.000000	2.087409	0.000000	2.087409	0.000000	0.000000	5.319517	5.319517	0.854151	0.011946	0.000000	0.133892	0.000011	16.938862	
140000	-112.223132	1	1	11	'Z 0 0 Z 0 0 0 Z Z 0 Z Z 0 0 Z 0 Z Z Z Z 	0.000000	5.569995	5.569995	0.000000	5.569995	5.569995	5.569995	0.000000	0.000000	5.569995	0.000000	0.000000	5.569995	5.569995	0.000000	5.569995	0.000000	0.000000	0.000000	0.000000	4.738992	4.738992	0.817581	0.117779	0.030890	0.033751	0.000000	10.912045	
142500	-113.944159	1	1	9	'Z 0 0 Z 0 0 0 0 Z Z Z Z 0 0 Z 0 0 Z Z 0 	0.000000	5.422158	5.422158	0.000000	5.422158	5.422158	5.422158	5.422158	0.000000	0.000000	0.000000	0.000000	5.422158	5.422158	0.000000	5.422158	5.422158	0.000000	0.000000	5.422158	5.696378	5.696378	0.754815	0.157270	0.000000	0.060658	0.027257	55.895710	
145000	-118.519533	1	1	9	'Z 0 0 Z 0 Z 0 Z 0 Z Z Z 0 0 0 0 0 Z 0 Z 	0.000000	16.765708	16.765708	0.000000	16.765708	0.000000	16.765708	0.000000	16.765708	0.000000	0.000000	0.000000	16.765708	16.765708	16.765708	16.765708	16.765708	0.000000	16.765708	0.000000	4.303328	4.303328	0.451284	0.124171	0.174301	0.128719	0.121526	91.678079	
147500	-113.702950	1	1	12	'Z 0 0 Z Z Z 0 Z Z Z Z Z 0 0 Z 0 0 0 Z Z 	0.000000	5.724519	5.724519	0.000000	0.000000	0.000000	5.724519	0.000000	0.000000	0.000000	0.000000	0.000000	5.724519	5.724519	0.000000	5.724519	5.724519	5.724519	0.000000	0.000000	13.052448	13.052448	0.981529	0.000066	0.000000	0.009189	0.009217	69.765978	
150000	-115.065201	1	1	9	'Z 0 0 Z Z Z 0 Z 0 Z Z Z 0 0 0 0 0 0 0 Z 	0.000000	5.903031	5.903031	0.000000	0.000000	0.000000	5.903031	0.000000	5.903031	0.000000	0.000000	0.000000	5.903031	5.903031	5.903031	5.903031	5.903031	5.903031	5.903031	0.000000	6.894490	6.894490	0.632793	0.000994	0.254173	0.055399	0.056641	88.796366	
152500	-115.709787	1	1	10	'Z 0 0 Z Z Z 0 Z 0 Z 0 Z 0 0 0 0 Z Z Z 0 	0.000000	5.008182	5.008182	0.000000	0.000000	0.000000	5.008182	0.000000	5.008182	0.000000	5.008182	0.000000	5.008182	5.008182	5.008182	5.008182	0.000000	0.000000	0.000000	5.008182	6.548362	6.548362	0.581062	0.000343	0.386763	0.031490	0.000342	97.090413	
155000	-115.019827	1	1	9	'Z 0 0 Z 0 Z 0 Z 0 Z 0 0 0 0 0 Z Z Z Z 0 	0.000000	4.870076	4.870076	0.000000	4.870076	0.000000	4.870076	0.000000	4.870076	0.000000	4.870076	4.870076	4.870076	4.870076	4.870076	0.000000	0.000000	0.000000	0.000000	4.870076	7.427124	7.427124	0.642596	0.022770	0.274266	0.059689	0.000680	93.229608	
157500	-115.165138	1	1	9	'Z 0 0 Z 0 0 0 Z 0 0 0 0 0 Z Z Z Z Z Z 0 	0.000000	6.705600	6.705600	0.000000	6.705600	6.705600	6.705600	0.000000	6.705600	6.705600	6.705600	6.705600	6.705600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.705600	4.509165	4.509165	0.274195	0.088334	0.625509	0.011799	0.000163	80.583256	
