Options:
Model:                           MultiState
Tree File Name:                  _tree_caudata_bt.nex
Data File Name:                  _dat_caudata.txt
Log File Name:                   caudata_rjhp_cov_r1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            255762996
Precision:                       64 bits
Cores:                           20
Analysis Type:                   MCMC
Sample Period:                   2500
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   caudata_rjhp_cov_r1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               A,D,P,S,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qAD                          RJ MCMC
    qAP                          RJ MCMC
    qAS                          RJ MCMC
    qAV                          RJ MCMC
    qDA                          RJ MCMC
    qDP                          RJ MCMC
    qDS                          RJ MCMC
    qDV                          RJ MCMC
    qPA                          RJ MCMC
    qPD                          RJ MCMC
    qPS                          RJ MCMC
    qPV                          RJ MCMC
    qSA                          RJ MCMC
    qSD                          RJ MCMC
    qSP                          RJ MCMC
    qSV                          RJ MCMC
    qVA                          RJ MCMC
    qVD                          RJ MCMC
    qVP                          RJ MCMC
    qVS                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       546
     Sites:                      1
     States:                     10
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qAD	qAP	qAS	qAV	qDA	qDP	qDS	qDV	qPA	qPD	qPS	qPV	qSA	qSD	qSP	qSV	qVA	qVD	qVP	qVS	Covar On to Off	 Covar Off to On	Root P(A)	Root P(D)	Root P(P)	Root P(S)	Root P(V)	RJRates - Mean	
2837500	-118.342530	1	1	8	'Z 0 0 Z 0 0 0 Z Z Z 0 0 0 0 0 Z Z Z 0 0 	0.000000	3.221626	3.221626	0.000000	3.221626	3.221626	3.221626	0.000000	0.000000	0.000000	3.221626	3.221626	3.221626	3.221626	3.221626	0.000000	0.000000	0.000000	3.221626	3.221626	2.531119	2.531119	0.745865	0.168232	0.004893	0.079460	0.001549	27.788767	
2840000	-113.200982	1	1	11	'Z 0 0 Z 0 0 0 Z 0 0 Z 0 0 Z Z Z Z Z Z Z 	0.000000	4.291048	4.291048	0.000000	4.291048	4.291048	4.291048	0.000000	4.291048	4.291048	0.000000	4.291048	4.291048	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.530030	7.530030	0.421098	0.059077	0.514758	0.005067	0.000000	19.740385	
2842500	-115.835144	1	1	11	'Z 0 0 Z 0 0 0 Z Z Z Z 0 0 Z 0 0 Z Z Z Z 	0.000000	4.369486	4.369486	0.000000	4.369486	4.369486	4.369486	0.000000	0.000000	0.000000	0.000000	4.369486	4.369486	0.000000	4.369486	4.369486	0.000000	0.000000	0.000000	0.000000	6.665365	6.665365	0.000002	0.999998	0.000000	0.000000	0.000000	3.846969	
2845000	-110.899866	1	1	12	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 0 0 Z Z Z Z 	0.000000	5.980775	5.980775	0.000000	5.980775	0.000000	5.980775	0.000000	0.000000	0.000000	0.000000	0.000000	5.980775	5.980775	5.980775	5.980775	0.000000	0.000000	0.000000	0.000000	7.212998	7.212998	0.921332	0.044528	0.000000	0.034139	0.000000	18.254156	
2847500	-115.997335	1	1	8	'Z 0 0 Z 0 Z 0 0 0 Z 0 Z 0 0 0 0 0 Z Z Z 	0.000000	6.546390	6.546390	0.000000	6.546390	0.000000	6.546390	6.546390	6.546390	0.000000	6.546390	0.000000	6.546390	6.546390	6.546390	6.546390	6.546390	0.000000	0.000000	0.000000	5.585940	5.585940	0.493530	0.034037	0.384601	0.070062	0.017769	5.834070	
2850000	-114.513705	1	2	9	'Z 1 1 Z 1 1 1 0 Z 1 Z Z Z 1 0 1 1 Z Z Z 	0.000000	7.235347	7.235347	0.000000	7.235347	7.235347	7.235347	0.265024	0.000000	7.235347	0.000000	0.000000	0.000000	7.235347	0.265024	7.235347	7.235347	0.000000	0.000000	0.000000	4.727880	4.727880	0.836132	0.085123	0.030708	0.008985	0.039051	5.939526	
2852500	-116.539378	1	2	5	'Z 1 1 1 1 1 1 0 Z 0 Z Z 1 1 0 1 0 Z 0 0 	0.000000	5.562705	5.562705	5.562705	5.562705	5.562705	5.562705	0.068787	0.000000	0.068787	0.000000	0.000000	5.562705	5.562705	0.068787	5.562705	0.068787	0.000000	0.068787	0.068787	3.671724	3.671724	0.641092	0.300327	0.000020	0.058560	0.000002	6.168719	
2855000	-115.911172	1	1	8	'Z 0 0 Z 0 0 0 Z 0 0 Z 0 0 0 Z 0 Z 0 Z Z 	0.000000	3.188320	3.188320	0.000000	3.188320	3.188320	3.188320	0.000000	3.188320	3.188320	0.000000	3.188320	3.188320	3.188320	0.000000	3.188320	0.000000	3.188320	0.000000	0.000000	4.276288	4.276288	0.445824	0.049930	0.497760	0.006244	0.000242	15.498381	
2857500	-112.021280	1	1	10	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 0 Z 0 0 	0.000000	7.702594	7.702594	0.000000	7.702594	0.000000	7.702594	0.000000	0.000000	0.000000	0.000000	0.000000	7.702594	7.702594	0.000000	7.702594	7.702594	0.000000	7.702594	7.702594	4.103579	4.103579	0.715709	0.094247	0.000000	0.097999	0.092046	8.845007	
2860000	-114.247576	1	1	11	'Z 0 0 Z 0 Z Z Z Z Z Z Z 0 0 Z 0 0 0 Z 0 	0.000000	10.294996	10.294996	0.000000	10.294996	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.294996	10.294996	0.000000	10.294996	10.294996	10.294996	0.000000	10.294996	6.665064	6.665064	0.829205	0.060302	0.000000	0.055113	0.055380	32.356096	
2862500	-118.516834	1	1	12	'Z 0 0 Z 0 0 0 Z Z Z 0 Z 0 Z Z 0 Z Z Z Z 	0.000000	6.501283	6.501283	0.000000	6.501283	6.501283	6.501283	0.000000	0.000000	0.000000	6.501283	0.000000	6.501283	0.000000	0.000000	6.501283	0.000000	0.000000	0.000000	0.000000	12.424312	12.424312	0.000002	0.999998	0.000000	0.000000	0.000000	42.097487	
2865000	-118.989936	1	1	9	'Z 0 0 Z 0 Z 0 0 0 Z 0 Z 0 0 0 Z Z Z 0 Z 	0.000000	3.551446	3.551446	0.000000	3.551446	0.000000	3.551446	3.551446	3.551446	0.000000	3.551446	0.000000	3.551446	3.551446	3.551446	0.000000	0.000000	0.000000	3.551446	0.000000	8.564149	8.564149	0.567084	0.010496	0.382234	0.037020	0.003166	1.380399	
2867500	-111.622501	1	1	13	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 Z Z Z Z 	0.000000	6.100651	6.100651	0.000000	6.100651	0.000000	6.100651	0.000000	0.000000	0.000000	0.000000	0.000000	6.100651	6.100651	0.000000	6.100651	0.000000	0.000000	0.000000	0.000000	10.959583	10.959583	0.969657	0.018423	0.000000	0.011920	0.000000	23.024099	
2870000	-113.011747	1	1	12	'Z 0 0 Z 0 Z 0 0 Z 0 Z Z 0 Z Z 0 Z Z Z Z 	0.000000	8.092491	8.092491	0.000000	8.092491	0.000000	8.092491	8.092491	0.000000	8.092491	0.000000	0.000000	8.092491	0.000000	0.000000	8.092491	0.000000	0.000000	0.000000	0.000000	4.466074	4.466074	0.922353	0.026689	0.024790	0.026168	0.000000	19.164128	
2872500	-112.862703	1	1	12	'Z 0 0 Z 0 Z 0 0 Z 0 Z Z 0 Z Z 0 Z Z Z Z 	0.000000	5.597992	5.597992	0.000000	5.597992	0.000000	5.597992	5.597992	0.000000	5.597992	0.000000	0.000000	5.597992	0.000000	0.000000	5.597992	0.000000	0.000000	0.000000	0.000000	2.885622	2.885622	0.933867	0.024569	0.017702	0.023862	0.000000	6.185434	
2875000	-114.419364	1	1	12	'Z 0 0 Z 0 0 0 0 Z 0 Z Z Z Z Z 0 Z Z Z Z 	0.000000	6.626467	6.626467	0.000000	6.626467	6.626467	6.626467	6.626467	0.000000	6.626467	0.000000	0.000000	0.000000	0.000000	0.000000	6.626467	0.000000	0.000000	0.000000	0.000000	7.100064	7.100064	0.961646	0.026800	0.011554	0.000000	0.000000	12.905030	
2877500	-113.829657	1	1	10	'Z 0 0 Z 0 0 0 Z 0 0 Z Z Z 0 Z 0 Z Z Z 0 	0.000000	5.102506	5.102506	0.000000	5.102506	5.102506	5.102506	0.000000	5.102506	5.102506	0.000000	0.000000	0.000000	5.102506	0.000000	5.102506	0.000000	0.000000	0.000000	5.102506	5.767123	5.767123	0.356165	0.058213	0.585010	0.000609	0.000003	9.681567	
2880000	-112.316349	1	1	10	'Z 0 0 Z 0 0 0 Z Z Z Z Z 0 0 Z 0 0 0 Z Z 	0.000000	7.650985	7.650985	0.000000	7.650985	7.650985	7.650985	0.000000	0.000000	0.000000	0.000000	0.000000	7.650985	7.650985	0.000000	7.650985	7.650985	7.650985	0.000000	0.000000	4.204187	4.204187	0.550023	0.174202	0.000000	0.134260	0.141515	4.913484	
2882500	-112.114379	1	1	11	'Z 0 0 Z 0 0 0 Z 0 Z Z Z 0 0 Z 0 Z Z Z Z 	0.000000	7.268314	7.268314	0.000000	7.268314	7.268314	7.268314	0.000000	7.268314	0.000000	0.000000	0.000000	7.268314	7.268314	0.000000	7.268314	0.000000	0.000000	0.000000	0.000000	3.961442	3.961442	0.405614	0.273323	0.265630	0.055433	0.000000	8.093628	
2885000	-110.204441	1	2	6	'Z 1 1 0 0 0 0 0 Z 0 Z Z 1 1 1 0 0 Z Z 0 	0.000000	6.699044	6.699044	0.328980	0.328980	0.328980	0.328980	0.328980	0.000000	0.328980	0.000000	0.000000	6.699044	6.699044	6.699044	0.328980	0.328980	0.000000	0.000000	0.328980	11.345788	11.345788	0.976376	0.000039	0.000000	0.023555	0.000030	3.558766	
2887500	-111.181098	1	2	3	'Z 1 1 0 0 0 0 Z 0 0 0 0 0 1 0 0 Z 0 0 0 	0.000000	11.165769	11.165769	0.326628	0.326628	0.326628	0.326628	0.000000	0.326628	0.326628	0.326628	0.326628	0.326628	11.165769	0.326628	0.326628	0.000000	0.326628	0.326628	0.326628	8.853797	8.853797	0.999689	0.000013	0.000285	0.000013	0.000000	10.173295	
2890000	-109.424233	1	2	11	'1 0 0 1 1 Z 1 Z 1 Z Z Z 0 1 Z Z Z Z Z Z 	1.015023	6.752397	6.752397	1.015023	1.015023	0.000000	1.015023	0.000000	1.015023	0.000000	0.000000	0.000000	6.752397	1.015023	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.391768	13.391768	0.976303	0.000251	0.009259	0.014187	0.000000	12.224539	
2892500	-117.940898	1	1	9	'0 0 0 Z 0 0 0 0 Z Z Z Z Z 0 0 Z Z Z 0 0 	5.007394	5.007394	5.007394	0.000000	5.007394	5.007394	5.007394	5.007394	0.000000	0.000000	0.000000	0.000000	0.000000	5.007394	5.007394	0.000000	0.000000	0.000000	5.007394	5.007394	4.917081	4.917081	0.973010	0.026097	0.000000	0.000880	0.000013	10.718983	
2895000	-113.447687	1	1	11	'Z 0 0 Z 0 0 0 Z 0 0 Z Z Z Z Z 0 Z Z Z 0 	0.000000	4.066252	4.066252	0.000000	4.066252	4.066252	4.066252	0.000000	4.066252	4.066252	0.000000	0.000000	0.000000	0.000000	0.000000	4.066252	0.000000	0.000000	0.000000	4.066252	3.991085	3.991085	0.328733	0.050177	0.621090	0.000000	0.000000	43.546581	
2897500	-114.788068	1	1	13	'Z 0 0 Z 0 Z 0 0 Z Z Z Z Z 0 Z Z 0 Z Z Z 	0.000000	13.349454	13.349454	0.000000	13.349454	0.000000	13.349454	13.349454	0.000000	0.000000	0.000000	0.000000	0.000000	13.349454	0.000000	0.000000	13.349454	0.000000	0.000000	0.000000	3.543866	3.543866	0.915579	0.030029	0.000000	0.003890	0.050502	22.685802	
2900000	-113.532138	1	1	10	'Z 0 0 Z 0 0 0 Z Z Z Z Z 0 0 0 0 Z Z Z 0 	0.000000	4.721010	4.721010	0.000000	4.721010	4.721010	4.721010	0.000000	0.000000	0.000000	0.000000	0.000000	4.721010	4.721010	4.721010	4.721010	0.000000	0.000000	0.000000	4.721010	7.241236	7.241236	0.782630	0.160760	0.000000	0.055922	0.000687	7.659868	
2902500	-108.682100	1	2	3	'1 0 0 1 1 1 1 1 1 Z 1 Z 0 0 1 1 1 1 1 Z 	0.131531	13.367615	13.367615	0.131531	0.131531	0.131531	0.131531	0.131531	0.131531	0.000000	0.131531	0.000000	13.367615	13.367615	0.131531	0.131531	0.131531	0.131531	0.131531	0.000000	8.992191	8.992191	0.986058	0.000002	0.000051	0.013887	0.000002	29.842740	
2905000	-107.053899	1	2	9	'1 0 0 1 1 Z 1 Z 1 Z 1 Z 0 0 Z Z 1 Z Z Z 	0.549872	8.448098	8.448098	0.549872	0.549872	0.000000	0.549872	0.000000	0.549872	0.000000	0.549872	0.000000	8.448098	8.448098	0.000000	0.000000	0.549872	0.000000	0.000000	0.000000	8.812365	8.812365	0.983585	0.000065	0.002259	0.014045	0.000046	38.331725	
2907500	-115.477464	1	1	12	'0 0 0 Z 0 Z 0 0 Z Z Z Z 0 Z Z Z Z Z 0 Z 	3.788557	3.788557	3.788557	0.000000	3.788557	0.000000	3.788557	3.788557	0.000000	0.000000	0.000000	0.000000	3.788557	0.000000	0.000000	0.000000	0.000000	0.000000	3.788557	0.000000	4.580925	4.580925	0.974024	0.014898	0.000000	0.011078	0.000000	54.022221	
2910000	-116.511087	1	1	10	'Z 0 0 Z Z Z 0 Z Z Z Z 0 0 0 Z Z 0 0 0 0 	0.000000	7.077876	7.077876	0.000000	0.000000	0.000000	7.077876	0.000000	0.000000	0.000000	0.000000	7.077876	7.077876	7.077876	0.000000	0.000000	7.077876	7.077876	7.077876	7.077876	17.001671	17.001671	0.952370	0.000125	0.008077	0.011581	0.027846	21.317435	
2912500	-109.821319	1	2	9	'Z 0 0 Z Z Z 1 Z 1 1 Z Z 0 0 1 0 0 0 Z Z 	0.000000	6.332059	6.332059	0.000000	0.000000	0.000000	0.346268	0.000000	0.346268	0.346268	0.000000	0.000000	6.332059	6.332059	0.346268	6.332059	6.332059	6.332059	0.000000	0.000000	4.051464	4.051464	0.950449	0.000001	0.001753	0.024681	0.023116	7.366577	
2915000	-118.059921	1	1	7	'Z 0 0 Z 0 0 0 Z 0 Z 0 Z 0 0 0 0 Z Z 0 0 	0.000000	4.555176	4.555176	0.000000	4.555176	4.555176	4.555176	0.000000	4.555176	0.000000	4.555176	0.000000	4.555176	4.555176	4.555176	4.555176	0.000000	0.000000	4.555176	4.555176	12.199534	12.199534	0.543931	0.107273	0.291221	0.050400	0.007175	15.863999	
2917500	-116.512616	1	1	10	'Z 0 0 Z 0 Z 0 Z 0 0 0 0 0 Z Z 0 Z Z Z Z 	0.000000	2.898068	2.898068	0.000000	2.898068	0.000000	2.898068	0.000000	2.898068	2.898068	2.898068	2.898068	2.898068	0.000000	0.000000	2.898068	0.000000	0.000000	0.000000	0.000000	16.593871	16.593871	0.480621	0.001359	0.516852	0.001168	0.000000	14.558848	
2920000	-112.561469	1	2	7	'Z 0 0 0 1 0 1 Z Z 0 Z Z 1 0 0 0 0 Z 0 Z 	0.000000	3.053116	3.053116	3.053116	13.810116	3.053116	13.810116	0.000000	0.000000	3.053116	0.000000	0.000000	13.810116	3.053116	3.053116	3.053116	3.053116	0.000000	3.053116	0.000000	4.072918	4.072918	0.362470	0.316537	0.097321	0.204680	0.018993	11.668403	
2922500	-117.509739	1	1	9	'Z 0 0 0 0 Z 0 Z 0 0 0 Z Z Z 0 Z 0 0 Z Z 	0.000000	3.228668	3.228668	3.228668	3.228668	0.000000	3.228668	0.000000	3.228668	3.228668	3.228668	0.000000	0.000000	0.000000	3.228668	0.000000	3.228668	3.228668	0.000000	0.000000	5.578365	5.578365	0.467195	0.004945	0.519780	0.004488	0.003592	5.281436	
2925000	-113.896147	1	1	12	'Z 0 0 Z 0 Z 0 0 Z Z Z 0 0 0 Z Z Z Z Z Z 	0.000000	4.455820	4.455820	0.000000	4.455820	0.000000	4.455820	4.455820	0.000000	0.000000	0.000000	4.455820	4.455820	4.455820	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.997952	3.997952	0.963054	0.016235	0.000000	0.020711	0.000000	7.596481	
2927500	-114.978956	1	1	9	'Z 0 0 Z 0 0 0 Z 0 0 Z Z 0 0 Z 0 Z Z Z 0 	0.000000	8.121441	8.121441	0.000000	8.121441	8.121441	8.121441	0.000000	8.121441	8.121441	0.000000	0.000000	8.121441	8.121441	0.000000	8.121441	0.000000	0.000000	0.000000	8.121441	3.227598	3.227598	0.305414	0.127528	0.534410	0.031732	0.000916	17.281533	
2930000	-112.866037	1	1	10	'Z 0 0 Z 0 0 0 Z Z Z Z Z 0 0 0 0 Z Z 0 Z 	0.000000	6.646065	6.646065	0.000000	6.646065	6.646065	6.646065	0.000000	0.000000	0.000000	0.000000	0.000000	6.646065	6.646065	6.646065	6.646065	0.000000	0.000000	6.646065	0.000000	4.408204	4.408204	0.731019	0.185109	0.000000	0.083873	0.000000	18.984214	
2932500	-113.547619	1	1	9	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 0 0 0 0 	0.000000	4.408610	4.408610	0.000000	4.408610	0.000000	4.408610	0.000000	0.000000	0.000000	0.000000	0.000000	4.408610	4.408610	0.000000	4.408610	4.408610	4.408610	4.408610	4.408610	8.919809	8.919809	0.927668	0.012896	0.000000	0.017855	0.041581	2.075317	
2935000	-117.357255	1	1	11	'Z 0 0 Z Z Z 0 Z 0 Z Z Z 0 0 Z 0 Z 0 Z 0 	0.000000	11.679969	11.679969	0.000000	0.000000	0.000000	11.679969	0.000000	11.679969	0.000000	0.000000	0.000000	11.679969	11.679969	0.000000	11.679969	0.000000	11.679969	0.000000	11.679969	10.872363	10.872363	0.636267	0.000420	0.352375	0.010519	0.000420	6.580197	
2937500	-110.138675	1	2	12	'Z 0 0 Z Z Z 1 Z Z Z Z 1 0 1 1 1 Z Z Z Z 	0.000000	8.909309	8.909309	0.000000	0.000000	0.000000	2.766934	0.000000	0.000000	0.000000	0.000000	2.766934	8.909309	2.766934	2.766934	2.766934	0.000000	0.000000	0.000000	0.000000	8.555694	8.555694	0.971942	0.000080	0.000000	0.027977	0.000000	33.875880	
2940000	-114.910597	1	1	10	'Z 0 0 Z 0 Z Z Z Z Z Z Z 0 0 0 0 0 Z 0 0 	0.000000	6.332927	6.332927	0.000000	6.332927	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.332927	6.332927	6.332927	6.332927	6.332927	0.000000	6.332927	6.332927	7.763012	7.763012	0.872495	0.025319	0.000000	0.049634	0.052552	28.690174	
2942500	-112.785249	1	1	11	'Z 0 0 Z 0 Z 0 Z Z Z Z 0 0 0 Z Z Z 0 0 Z 	0.000000	4.949329	4.949329	0.000000	4.949329	0.000000	4.949329	0.000000	0.000000	0.000000	0.000000	4.949329	4.949329	4.949329	0.000000	0.000000	0.000000	4.949329	4.949329	0.000000	5.670190	5.670190	0.953779	0.023393	0.000111	0.021229	0.001487	16.518834	
2945000	-112.157414	1	1	13	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 Z Z Z Z 	0.000000	5.611742	5.611742	0.000000	5.611742	0.000000	5.611742	0.000000	0.000000	0.000000	0.000000	0.000000	5.611742	5.611742	0.000000	5.611742	0.000000	0.000000	0.000000	0.000000	1.981187	1.981187	0.897369	0.067434	0.000000	0.035196	0.000000	6.728120	
2947500	-114.319851	1	1	8	'Z 0 0 Z 0 Z 0 Z Z Z Z 0 0 0 Z 0 0 0 0 0 	0.000000	5.103874	5.103874	0.000000	5.103874	0.000000	5.103874	0.000000	0.000000	0.000000	0.000000	5.103874	5.103874	5.103874	0.000000	5.103874	5.103874	5.103874	5.103874	5.103874	4.411815	4.411815	0.831204	0.031511	0.018618	0.041592	0.077075	17.101849	
2950000	-109.476006	1	2	12	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 1 0 Z 0 Z 0 Z Z 	0.000000	8.552033	8.552033	0.000000	8.552033	0.000000	8.552033	0.000000	0.000000	0.000000	0.000000	0.000000	24.391441	8.552033	0.000000	8.552033	0.000000	8.552033	0.000000	0.000000	6.390569	6.390569	0.743881	0.106273	0.000000	0.145710	0.004135	69.945505	
2952500	-115.920243	1	1	12	'Z 0 0 Z Z Z 0 Z Z Z Z Z 0 0 Z 0 Z Z 0 0 	0.000000	12.684700	12.684700	0.000000	0.000000	0.000000	12.684700	0.000000	0.000000	0.000000	0.000000	0.000000	12.684700	12.684700	0.000000	12.684700	0.000000	0.000000	12.684700	12.684700	11.086980	11.086980	0.977358	0.001287	0.000000	0.019235	0.002120	81.358972	
2955000	-113.835989	1	1	13	'Z 0 0 Z 0 0 0 Z 0 Z Z Z Z Z Z 0 Z Z Z Z 	0.000000	5.276776	5.276776	0.000000	5.276776	5.276776	5.276776	0.000000	5.276776	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.276776	0.000000	0.000000	0.000000	0.000000	3.963129	3.963129	0.000001	0.999997	0.000002	0.000000	0.000000	85.937841	
2957500	-115.066559	1	1	8	'Z 0 0 Z 0 0 0 Z 0 Z Z Z 0 0 0 0 0 Z 0 Z 	0.000000	8.537457	8.537457	0.000000	8.537457	8.537457	8.537457	0.000000	8.537457	0.000000	0.000000	0.000000	8.537457	8.537457	8.537457	8.537457	8.537457	0.000000	8.537457	0.000000	4.370627	4.370627	0.382375	0.220186	0.159332	0.154936	0.083171	94.814557	
2960000	-114.784701	1	1	10	'Z 0 0 Z Z Z 0 Z 0 Z Z 0 0 0 Z Z Z 0 0 0 	0.000000	6.630617	6.630617	0.000000	0.000000	0.000000	6.630617	0.000000	6.630617	0.000000	0.000000	6.630617	6.630617	6.630617	0.000000	0.000000	0.000000	6.630617	6.630617	6.630617	8.550412	8.550412	0.577946	0.000116	0.402770	0.009760	0.009408	84.714277	
2962500	-114.153564	1	1	12	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 0 0 Z Z Z Z Z 	0.000000	12.715143	12.715143	0.000000	12.715143	0.000000	12.715143	12.715143	0.000000	0.000000	0.000000	0.000000	12.715143	12.715143	12.715143	0.000000	0.000000	0.000000	0.000000	0.000000	5.800249	5.800249	0.938604	0.025519	0.000000	0.035877	0.000000	83.331457	
2965000	-118.142008	1	1	14	'Z 0 0 Z Z Z Z Z 0 Z Z Z 0 0 Z 0 Z Z Z Z 	0.000000	12.580530	12.580530	0.000000	0.000000	0.000000	0.000000	0.000000	12.580530	0.000000	0.000000	0.000000	12.580530	12.580530	0.000000	12.580530	0.000000	0.000000	0.000000	0.000000	17.593944	17.593944	0.551228	0.000000	0.441179	0.007592	0.000000	73.453728	
2967500	-115.821168	1	1	12	'Z 0 0 Z 0 Z Z Z Z Z Z Z 0 0 Z 0 0 Z Z 0 	0.000000	4.037666	4.037666	0.000000	4.037666	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.037666	4.037666	0.000000	4.037666	4.037666	0.000000	0.000000	4.037666	12.062121	12.062121	0.979177	0.007155	0.000000	0.006879	0.006790	84.941890	
2970000	-113.695548	1	2	6	'0 1 1 0 1 0 1 Z 1 1 Z 0 1 0 Z 0 Z 1 Z Z 	1.420110	7.129725	7.129725	1.420110	7.129725	1.420110	7.129725	0.000000	7.129725	7.129725	0.000000	1.420110	7.129725	1.420110	0.000000	1.420110	0.000000	7.129725	0.000000	0.000000	5.535690	5.535690	0.400487	0.027076	0.557623	0.014239	0.000576	90.851815	
2972500	-112.624486	1	1	12	'Z 0 0 Z 0 0 0 0 Z Z Z Z 0 0 Z Z Z Z Z Z 	0.000000	6.904397	6.904397	0.000000	6.904397	6.904397	6.904397	6.904397	0.000000	0.000000	0.000000	0.000000	6.904397	6.904397	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.254224	5.254224	0.837562	0.075959	0.000000	0.086478	0.000000	86.550169	
2975000	-114.611246	1	1	10	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 0 Z 0 0 0 Z Z 	0.000000	12.180857	12.180857	0.000000	12.180857	0.000000	12.180857	12.180857	0.000000	0.000000	0.000000	0.000000	12.180857	12.180857	0.000000	12.180857	12.180857	12.180857	0.000000	0.000000	5.610493	5.610493	0.800804	0.067234	0.000000	0.065792	0.066170	98.825126	
2977500	-119.993529	1	1	11	'Z 0 0 Z 0 Z 0 0 Z Z 0 Z 0 0 Z 0 Z Z Z Z 	0.000000	4.996034	4.996034	0.000000	4.996034	0.000000	4.996034	4.996034	0.000000	0.000000	4.996034	0.000000	4.996034	4.996034	0.000000	4.996034	0.000000	0.000000	0.000000	0.000000	18.309230	18.309230	0.984652	0.006353	0.002793	0.006202	0.000000	83.353460	
2980000	-120.349281	1	1	9	'0 0 0 Z 0 Z Z Z Z Z Z Z 0 Z 0 0 0 0 0 0 	6.939133	6.939133	6.939133	0.000000	6.939133	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.939133	0.000000	6.939133	6.939133	6.939133	6.939133	6.939133	6.939133	11.549241	11.549241	0.926366	0.013485	0.000000	0.032109	0.028039	96.587356	
2982500	-112.521474	1	1	12	'Z 0 0 Z Z Z 0 Z Z Z Z Z 0 0 Z 0 0 Z 0 Z 	0.000000	7.371554	7.371554	0.000000	0.000000	0.000000	7.371554	0.000000	0.000000	0.000000	0.000000	0.000000	7.371554	7.371554	0.000000	7.371554	7.371554	0.000000	7.371554	0.000000	7.552482	7.552482	0.914244	0.000614	0.000000	0.029173	0.055969	99.215142	
2985000	-115.844270	1	1	10	'Z 0 0 Z 0 Z 0 0 Z Z 0 Z 0 0 Z 0 Z 0 Z Z 	0.000000	4.685586	4.685586	0.000000	4.685586	0.000000	4.685586	4.685586	0.000000	0.000000	4.685586	0.000000	4.685586	4.685586	0.000000	4.685586	0.000000	4.685586	0.000000	0.000000	3.185359	3.185359	0.955652	0.019319	0.006628	0.018269	0.000133	95.024812	
2987500	-114.093267	1	1	9	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 0 Z 0 Z 0 0 0 	0.000000	5.596614	5.596614	0.000000	5.596614	0.000000	5.596614	5.596614	0.000000	0.000000	0.000000	0.000000	5.596614	5.596614	0.000000	5.596614	0.000000	5.596614	5.596614	5.596614	7.662367	7.662367	0.938341	0.030397	0.000000	0.026715	0.004547	94.053081	
2990000	-117.641111	1	1	12	'Z 0 0 Z 0 Z Z 0 Z Z Z Z 0 0 Z Z 0 0 Z Z 	0.000000	13.132971	13.132971	0.000000	13.132971	0.000000	0.000000	13.132971	0.000000	0.000000	0.000000	0.000000	13.132971	13.132971	0.000000	0.000000	13.132971	13.132971	0.000000	0.000000	7.779526	7.779526	0.778321	0.078196	0.000000	0.068417	0.075066	77.293078	
2992500	-115.476984	1	1	11	'Z 0 0 Z 0 Z Z Z Z Z Z Z 0 0 Z 0 0 0 Z 0 	0.000000	6.538833	6.538833	0.000000	6.538833	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.538833	6.538833	0.000000	6.538833	6.538833	6.538833	0.000000	6.538833	3.240707	3.240707	0.795020	0.071877	0.000000	0.065529	0.067574	80.284802	
