Options:
Model:                           MultiState
Tree File Name:                  _tree_caudata_bt.nex
Data File Name:                  _dat_caudata.txt
Log File Name:                   caudata_rjhp_cov_r2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            842965589
Precision:                       64 bits
Cores:                           10
Analysis Type:                   MCMC
Sample Period:                   2500
Iterations:                      30010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   caudata_rjhp_cov_r2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               A,D,P,S,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qAD                          RJ MCMC
    qAP                          RJ MCMC
    qAS                          RJ MCMC
    qAV                          RJ MCMC
    qDA                          RJ MCMC
    qDP                          RJ MCMC
    qDS                          RJ MCMC
    qDV                          RJ MCMC
    qPA                          RJ MCMC
    qPD                          RJ MCMC
    qPS                          RJ MCMC
    qPV                          RJ MCMC
    qSA                          RJ MCMC
    qSD                          RJ MCMC
    qSP                          RJ MCMC
    qSV                          RJ MCMC
    qVA                          RJ MCMC
    qVD                          RJ MCMC
    qVP                          RJ MCMC
    qVS                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       546
     Sites:                      1
     States:                     10
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qAD	qAP	qAS	qAV	qDA	qDP	qDS	qDV	qPA	qPD	qPS	qPV	qSA	qSD	qSP	qSV	qVA	qVD	qVP	qVS	Covar On to Off	 Covar Off to On	Root P(A)	Root P(D)	Root P(P)	Root P(S)	Root P(V)	RJRates - Mean	
1192500	-114.341359	1	2	5	'0 1 1 0 0 Z 0 Z 0 0 0 0 1 1 1 Z Z 1 Z 0 	0.288448	8.221722	8.221722	0.288448	0.288448	0.000000	0.288448	0.000000	0.288448	0.288448	0.288448	0.288448	8.221722	8.221722	8.221722	0.000000	0.000000	8.221722	0.000000	0.288448	25.152949	25.152949	0.967676	0.000018	0.000611	0.031693	0.000001	3.856676	
1195000	-112.902559	1	2	7	'0 1 1 Z Z Z 0 Z 1 0 Z 0 1 1 1 Z 1 Z 1 0 	0.655178	6.060836	6.060836	0.000000	0.000000	0.000000	0.655178	0.000000	6.060836	0.655178	0.000000	0.655178	6.060836	6.060836	6.060836	0.000000	6.060836	0.000000	6.060836	0.655178	7.961076	7.961076	0.569112	0.000005	0.299167	0.040145	0.091570	4.619193	
1197500	-109.365395	1	2	9	'Z 1 1 Z Z Z 0 Z 0 Z 0 0 1 1 Z 0 Z Z 1 0 	0.000000	11.755115	11.755115	0.000000	0.000000	0.000000	1.167624	0.000000	1.167624	0.000000	1.167624	1.167624	11.755115	11.755115	0.000000	1.167624	0.000000	0.000000	11.755115	1.167624	8.824699	8.824699	0.978608	0.000006	0.004936	0.015815	0.000634	5.126919	
1200000	-111.723845	1	2	7	'Z 1 1 Z 0 Z 0 Z 0 0 0 Z 0 Z Z 1 0 0 0 0 	0.000000	4.846738	4.846738	0.000000	0.617432	0.000000	0.617432	0.000000	0.617432	0.617432	0.617432	0.000000	0.617432	0.000000	0.000000	4.846738	0.617432	0.617432	0.617432	0.617432	5.518725	5.518725	0.980290	0.000155	0.018993	0.000199	0.000361	13.688287	
1202500	-113.245945	1	1	11	'Z 0 0 Z 0 Z 0 Z 0 0 Z 0 0 Z Z Z Z Z 0 Z 	0.000000	3.320543	3.320543	0.000000	3.320543	0.000000	3.320543	0.000000	3.320543	3.320543	0.000000	3.320543	3.320543	0.000000	0.000000	0.000000	0.000000	0.000000	3.320543	0.000000	7.487959	7.487959	0.444125	0.003019	0.545559	0.002996	0.004302	5.140476	
1205000	-115.820276	1	1	10	'Z 0 0 Z 0 0 0 Z 0 0 Z 0 0 Z Z Z Z Z 0 Z 	0.000000	11.020537	11.020537	0.000000	11.020537	11.020537	11.020537	0.000000	11.020537	11.020537	0.000000	11.020537	11.020537	0.000000	0.000000	0.000000	0.000000	0.000000	11.020537	0.000000	5.984310	5.984310	0.347825	0.100016	0.488780	0.028847	0.034532	8.101580	
1207500	-117.798744	1	1	10	'Z 0 0 Z Z Z 0 Z 0 0 Z 0 0 0 Z Z 0 0 Z Z 	0.000000	9.561105	9.561105	0.000000	0.000000	0.000000	9.561105	0.000000	9.561105	9.561105	0.000000	9.561105	9.561105	9.561105	0.000000	0.000000	9.561105	9.561105	0.000000	0.000000	5.527168	5.527168	0.368396	0.000448	0.603900	0.013559	0.013697	8.406291	
1210000	-123.443802	1	1	5	'0 0 0 Z 0 Z 0 0 0 0 0 0 Z 0 0 Z Z 0 0 0 	2.384089	2.384089	2.384089	0.000000	2.384089	0.000000	2.384089	2.384089	2.384089	2.384089	2.384089	2.384089	0.000000	2.384089	2.384089	0.000000	0.000000	2.384089	2.384089	2.384089	7.739905	7.739905	0.617736	0.002886	0.376308	0.001535	0.001535	16.584627	
1212500	-113.894767	1	1	11	'Z 0 0 Z 0 0 0 Z Z Z Z Z 0 0 Z Z 0 0 Z Z 	0.000000	7.025209	7.025209	0.000000	7.025209	7.025209	7.025209	0.000000	0.000000	0.000000	0.000000	0.000000	7.025209	7.025209	0.000000	0.000000	7.025209	7.025209	0.000000	0.000000	2.923433	2.923433	0.000002	0.000001	0.000000	0.000001	0.999997	31.269722	
1215000	-116.090626	1	1	9	'Z 0 0 Z Z Z 0 Z 0 0 Z Z 0 0 0 0 Z 0 Z 0 	0.000000	4.332615	4.332615	0.000000	0.000000	0.000000	4.332615	0.000000	4.332615	4.332615	0.000000	0.000000	4.332615	4.332615	4.332615	4.332615	0.000000	4.332615	0.000000	4.332615	15.488269	15.488269	0.559192	0.000101	0.422436	0.018171	0.000100	15.981263	
1217500	-114.607554	1	1	12	'Z 0 0 Z Z Z 0 Z Z Z Z Z 0 0 Z 0 0 Z 0 Z 	0.000000	6.102524	6.102524	0.000000	0.000000	0.000000	6.102524	0.000000	0.000000	0.000000	0.000000	0.000000	6.102524	6.102524	0.000000	6.102524	6.102524	0.000000	6.102524	0.000000	16.892149	16.892149	0.945771	0.000135	0.000000	0.015198	0.038896	29.233485	
1220000	-115.722533	1	1	12	'0 0 0 Z 0 Z 0 Z Z Z Z Z Z Z 0 0 Z Z Z 0 	4.511483	4.511483	4.511483	0.000000	4.511483	0.000000	4.511483	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.511483	4.511483	0.000000	0.000000	0.000000	4.511483	7.697589	7.697589	0.989216	0.010784	0.000000	0.000000	0.000000	3.613053	
1222500	-113.638759	1	1	11	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 0 Z Z 0 	0.000000	12.401735	12.401735	0.000000	12.401735	0.000000	12.401735	0.000000	0.000000	0.000000	0.000000	0.000000	12.401735	12.401735	0.000000	12.401735	12.401735	0.000000	0.000000	12.401735	7.569531	7.569531	0.838670	0.058328	0.000000	0.053449	0.049553	14.359298	
1225000	-112.879927	1	1	11	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 0 Z 0 Z 0 Z Z 	0.000000	8.218708	8.218708	0.000000	8.218708	0.000000	8.218708	8.218708	0.000000	0.000000	0.000000	0.000000	8.218708	8.218708	0.000000	8.218708	0.000000	8.218708	0.000000	0.000000	5.267859	5.267859	0.946844	0.026676	0.000000	0.025714	0.000767	2.521537	
1227500	-111.713453	1	2	4	'1 0 0 1 1 1 0 1 1 1 1 1 0 0 1 Z Z Z 1 Z 	0.283378	6.542048	6.542048	0.283378	0.283378	0.283378	6.542048	0.283378	0.283378	0.283378	0.283378	0.283378	6.542048	6.542048	0.283378	0.000000	0.000000	0.000000	0.283378	0.000000	11.726599	11.726599	0.985536	0.000331	0.001022	0.013111	0.000000	1.495393	
1230000	-109.368963	1	2	7	'Z 1 1 0 Z Z 0 Z 0 Z 0 Z 1 1 0 0 1 Z 1 1 	0.000000	6.546174	6.546174	0.594158	0.000000	0.000000	0.594158	0.000000	0.594158	0.000000	0.594158	0.000000	6.546174	6.546174	0.594158	0.594158	6.546174	0.000000	6.546174	6.546174	11.486840	11.486840	0.945502	0.000001	0.003883	0.012760	0.037855	36.606304	
1232500	-108.279465	1	2	9	'Z 1 1 0 Z Z 0 Z 0 0 0 Z 1 1 Z 0 1 Z Z Z 	0.000000	8.399181	8.399181	0.520219	0.000000	0.000000	0.520219	0.000000	0.520219	0.520219	0.520219	0.000000	8.399181	8.399181	0.000000	0.520219	8.399181	0.000000	0.000000	0.000000	12.101460	12.101460	0.960695	0.000001	0.001993	0.013089	0.024222	22.599117	
1235000	-115.385048	1	1	12	'Z 0 0 Z 0 Z Z Z 0 Z Z Z 0 0 Z 0 Z Z Z 0 	0.000000	8.480876	8.480876	0.000000	8.480876	0.000000	0.000000	0.000000	8.480876	0.000000	0.000000	0.000000	8.480876	8.480876	0.000000	8.480876	0.000000	0.000000	0.000000	8.480876	4.263753	4.263753	0.493951	0.058178	0.419295	0.027754	0.000821	1.864883	
1237500	-112.644154	1	2	4	'1 0 0 Z 0 1 1 1 1 1 1 1 1 1 Z 1 1 Z 1 Z 	0.604092	8.233972	8.233972	0.000000	8.233972	0.604092	0.604092	0.604092	0.604092	0.604092	0.604092	0.604092	0.604092	0.604092	0.000000	0.604092	0.604092	0.000000	0.604092	0.000000	5.039315	5.039315	0.912155	0.081296	0.006245	0.000158	0.000146	5.448531	
1240000	-116.446369	1	1	10	'0 0 0 Z 0 0 0 Z Z Z Z Z 0 Z Z 0 0 Z Z 0 	5.813074	5.813074	5.813074	0.000000	5.813074	5.813074	5.813074	0.000000	0.000000	0.000000	0.000000	0.000000	5.813074	0.000000	0.000000	5.813074	5.813074	0.000000	0.000000	5.813074	8.307434	8.307434	0.933024	0.040663	0.000000	0.013125	0.013188	5.816247	
1242500	-112.006817	1	1	10	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 0 0 Z 0 	0.000000	6.435568	6.435568	0.000000	6.435568	0.000000	6.435568	0.000000	0.000000	0.000000	0.000000	0.000000	6.435568	6.435568	0.000000	6.435568	6.435568	6.435568	0.000000	6.435568	5.545873	5.545873	0.875023	0.044443	0.000000	0.039877	0.040657	12.829217	
1245000	-117.821609	1	1	6	'Z 0 0 Z 0 0 0 0 0 0 0 0 0 0 0 Z 0 Z Z Z 	0.000000	3.536296	3.536296	0.000000	3.536296	3.536296	3.536296	3.536296	3.536296	3.536296	3.536296	3.536296	3.536296	3.536296	3.536296	0.000000	3.536296	0.000000	0.000000	0.000000	7.166217	7.166217	0.452880	0.037921	0.467097	0.038518	0.003584	21.786898	
1247500	-115.509841	1	1	9	'Z 0 0 Z 0 0 0 0 Z 0 Z 0 0 0 Z Z Z 0 Z Z 	0.000000	5.103435	5.103435	0.000000	5.103435	5.103435	5.103435	5.103435	0.000000	5.103435	0.000000	5.103435	5.103435	5.103435	0.000000	0.000000	0.000000	5.103435	0.000000	0.000000	4.229054	4.229054	0.876496	0.064626	0.013789	0.043903	0.001186	54.853112	
1250000	-114.293539	1	1	10	'Z 0 0 Z 0 Z 0 Z 0 0 0 0 0 Z Z Z Z 0 Z Z 	0.000000	4.213791	4.213791	0.000000	4.213791	0.000000	4.213791	0.000000	4.213791	4.213791	4.213791	4.213791	4.213791	0.000000	0.000000	0.000000	0.000000	4.213791	0.000000	0.000000	8.508110	8.508110	0.459331	0.005013	0.530700	0.004937	0.000020	37.983771	
1252500	-117.646221	1	2	6	'0 1 Z Z 1 1 1 0 1 1 1 0 1 Z Z Z 0 0 0 Z 	2.432832	17.206095	0.000000	0.000000	17.206095	17.206095	17.206095	2.432832	17.206095	17.206095	17.206095	2.432832	17.206095	0.000000	0.000000	0.000000	2.432832	2.432832	2.432832	0.000000	4.756738	4.756738	0.204894	0.086235	0.646431	0.055474	0.006966	27.936243	
1255000	-113.396641	1	2	3	'Z 1 0 0 1 0 1 0 1 1 1 Z 1 0 0 0 0 Z 0 0 	0.000000	16.079632	0.750581	0.750581	16.079632	0.750581	16.079632	0.750581	16.079632	16.079632	16.079632	0.000000	16.079632	0.750581	0.750581	0.750581	0.750581	0.000000	0.750581	0.750581	3.780846	3.780846	0.175856	0.050964	0.723915	0.048912	0.000353	16.427214	
1257500	-118.923196	1	1	7	'Z 0 0 Z 0 Z 0 0 0 Z 0 Z 0 0 0 0 0 Z Z 0 	0.000000	4.470126	4.470126	0.000000	4.470126	0.000000	4.470126	4.470126	4.470126	0.000000	4.470126	0.000000	4.470126	4.470126	4.470126	4.470126	4.470126	0.000000	0.000000	4.470126	13.347026	13.347026	0.595955	0.009273	0.356606	0.029774	0.008392	12.219406	
1260000	-114.109534	1	2	10	'Z 1 1 Z 0 Z Z Z Z Z Z Z 0 1 Z 0 0 1 1 0 	0.000000	8.680520	8.680520	0.000000	12.112413	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	12.112413	8.680520	0.000000	12.112413	12.112413	8.680520	8.680520	12.112413	4.657069	4.657069	0.549488	0.152881	0.000000	0.157092	0.140539	24.875857	
1262500	-116.168476	1	1	12	'Z 0 0 Z 0 Z Z 0 Z Z Z Z 0 0 Z Z 0 0 Z Z 	0.000000	8.947508	8.947508	0.000000	8.947508	0.000000	0.000000	8.947508	0.000000	0.000000	0.000000	0.000000	8.947508	8.947508	0.000000	0.000000	8.947508	8.947508	0.000000	0.000000	6.151558	6.151558	0.713834	0.108749	0.000000	0.076088	0.101329	49.104007	
1265000	-116.762404	1	1	10	'Z 0 0 Z Z Z 0 Z 0 Z Z Z 0 0 0 0 Z 0 Z 0 	0.000000	4.000916	4.000916	0.000000	0.000000	0.000000	4.000916	0.000000	4.000916	0.000000	0.000000	0.000000	4.000916	4.000916	4.000916	4.000916	0.000000	4.000916	0.000000	4.000916	16.214829	16.214829	0.753661	0.000078	0.229123	0.017059	0.000078	41.224930	
1267500	-116.270739	1	1	11	'Z 0 0 Z Z Z 0 Z 0 0 0 Z 0 Z 0 0 Z Z Z Z 	0.000000	5.100685	5.100685	0.000000	0.000000	0.000000	5.100685	0.000000	5.100685	5.100685	5.100685	0.000000	5.100685	0.000000	5.100685	5.100685	0.000000	0.000000	0.000000	0.000000	10.264414	10.264414	0.573547	0.000342	0.392686	0.033425	0.000000	19.138584	
1270000	-114.245104	1	1	11	'Z 0 0 Z 0 Z 0 0 0 Z Z Z 0 0 Z Z 0 Z Z Z 	0.000000	9.400891	9.400891	0.000000	9.400891	0.000000	9.400891	9.400891	9.400891	0.000000	0.000000	0.000000	9.400891	9.400891	0.000000	0.000000	9.400891	0.000000	0.000000	0.000000	3.260625	3.260625	0.395244	0.097879	0.346085	0.087827	0.072965	5.844211	
1272500	-113.875742	1	1	12	'Z 0 0 Z 0 Z 0 Z Z Z Z 0 0 0 0 Z Z Z Z Z 	0.000000	8.133405	8.133405	0.000000	8.133405	0.000000	8.133405	0.000000	0.000000	0.000000	0.000000	8.133405	8.133405	8.133405	8.133405	0.000000	0.000000	0.000000	0.000000	0.000000	10.393873	10.393873	0.888161	0.057465	0.000000	0.054373	0.000000	7.400418	
1275000	-114.475327	1	1	10	'Z 0 0 Z 0 Z 0 Z 0 Z 0 Z 0 0 Z 0 Z Z Z 0 	0.000000	6.391424	6.391424	0.000000	6.391424	0.000000	6.391424	0.000000	6.391424	0.000000	6.391424	0.000000	6.391424	6.391424	0.000000	6.391424	0.000000	0.000000	0.000000	6.391424	8.256459	8.256459	0.519196	0.013925	0.457188	0.009583	0.000108	4.656491	
1277500	-113.250078	1	2	7	'1 0 0 1 1 Z 1 Z 1 Z 1 Z Z 1 Z 1 1 1 Z 1 	1.644550	10.552746	10.552746	1.644550	1.644550	0.000000	1.644550	0.000000	1.644550	0.000000	1.644550	0.000000	0.000000	1.644550	0.000000	1.644550	1.644550	1.644550	0.000000	1.644550	11.960263	11.960263	0.990461	0.000299	0.008941	0.000000	0.000298	17.699419	
1280000	-112.904524	1	2	4	'1 0 0 1 1 1 1 1 Z 1 1 1 1 Z 1 1 Z Z 1 1 	0.393502	7.141936	7.141936	0.393502	0.393502	0.393502	0.393502	0.393502	0.000000	0.393502	0.393502	0.393502	0.393502	0.000000	0.393502	0.393502	0.000000	0.000000	0.393502	0.393502	10.643343	10.643343	0.999927	0.000036	0.000000	0.000036	0.000000	3.305298	
1282500	-116.621392	1	1	9	'Z 0 0 Z 0 Z 0 Z 0 Z 0 Z 0 0 0 0 0 Z Z Z 	0.000000	9.269005	9.269005	0.000000	9.269005	0.000000	9.269005	0.000000	9.269005	0.000000	9.269005	0.000000	9.269005	9.269005	9.269005	9.269005	9.269005	0.000000	0.000000	0.000000	8.855779	8.855779	0.525350	0.051374	0.324884	0.073101	0.025291	19.176104	
1285000	-109.216541	1	2	8	'1 0 0 1 Z 1 1 Z Z Z 1 Z 0 0 Z 1 0 Z 0 Z 	0.138277	7.911500	7.911500	0.138277	0.000000	0.138277	0.138277	0.000000	0.000000	0.000000	0.138277	0.000000	7.911500	7.911500	0.000000	0.138277	7.911500	0.000000	7.911500	0.000000	5.317344	5.317344	0.902836	0.000000	0.000003	0.017818	0.079342	14.460542	
1287500	-110.788836	1	2	12	'Z 0 0 1 Z Z Z 1 Z Z 1 1 0 0 Z Z Z Z Z Z 	0.000000	11.363616	11.363616	0.257347	0.000000	0.000000	0.000000	0.257347	0.000000	0.000000	0.257347	0.257347	11.363616	11.363616	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.273896	10.273896	0.985579	0.000000	0.000007	0.014414	0.000000	40.674664	
1290000	-114.297265	1	1	12	'Z 0 0 Z 0 Z Z Z Z Z Z Z 0 0 0 0 0 Z Z Z 	0.000000	6.795513	6.795513	0.000000	6.795513	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.795513	6.795513	6.795513	6.795513	6.795513	0.000000	0.000000	0.000000	4.509427	4.509427	0.838417	0.053638	0.000000	0.069021	0.038924	11.864721	
1292500	-112.680929	1	1	9	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 0 0 0 Z 0 0 	0.000000	5.551950	5.551950	0.000000	5.551950	0.000000	5.551950	0.000000	0.000000	0.000000	0.000000	0.000000	5.551950	5.551950	5.551950	5.551950	5.551950	0.000000	5.551950	5.551950	6.305239	6.305239	0.826251	0.050566	0.000000	0.064767	0.058416	3.359510	
1295000	-115.923280	1	1	7	'Z 0 0 Z 0 Z 0 Z 0 0 Z 0 0 0 Z 0 0 Z 0 0 	0.000000	2.487577	2.487577	0.000000	2.487577	0.000000	2.487577	0.000000	2.487577	2.487577	0.000000	2.487577	2.487577	2.487577	0.000000	2.487577	2.487577	0.000000	2.487577	2.487577	6.063332	6.063332	0.390932	0.001581	0.586408	0.002412	0.018667	3.639670	
1297500	-112.328549	1	1	11	'Z 0 0 Z 0 Z 0 Z 0 Z Z Z 0 0 Z 0 0 Z Z Z 	0.000000	7.636018	7.636018	0.000000	7.636018	0.000000	7.636018	0.000000	7.636018	0.000000	0.000000	0.000000	7.636018	7.636018	0.000000	7.636018	7.636018	0.000000	0.000000	0.000000	5.909687	5.909687	0.545532	0.035653	0.363079	0.030508	0.025229	3.292785	
1300000	-114.947763	1	1	11	'Z 0 0 Z 0 0 0 0 Z Z Z Z 0 Z Z Z 0 0 Z Z 	0.000000	6.021555	6.021555	0.000000	6.021555	6.021555	6.021555	6.021555	0.000000	0.000000	0.000000	0.000000	6.021555	0.000000	0.000000	0.000000	6.021555	6.021555	0.000000	0.000000	6.212165	6.212165	0.000000	0.543233	0.000000	0.000000	0.456767	9.614037	
1302500	-117.152441	1	1	9	'Z 0 0 Z 0 0 0 Z 0 0 Z 0 0 0 Z Z Z 0 Z Z 	0.000000	2.700724	2.700724	0.000000	2.700724	2.700724	2.700724	0.000000	2.700724	2.700724	0.000000	2.700724	2.700724	2.700724	0.000000	0.000000	0.000000	2.700724	0.000000	0.000000	2.919624	2.919624	0.466642	0.042919	0.484795	0.005499	0.000144	1.677911	
1305000	-117.747997	1	1	9	'Z 0 0 Z Z 0 0 Z 0 Z Z Z 0 0 0 0 0 Z 0 Z 	0.000000	4.073639	4.073639	0.000000	0.000000	4.073639	4.073639	0.000000	4.073639	0.000000	0.000000	0.000000	4.073639	4.073639	4.073639	4.073639	4.073639	0.000000	4.073639	0.000000	5.459758	5.459758	0.658475	0.011629	0.218881	0.065063	0.045951	8.140380	
1307500	-113.539740	1	1	12	'Z 0 0 Z 0 Z 0 0 Z Z Z 0 0 0 Z Z Z Z Z Z 	0.000000	4.877802	4.877802	0.000000	4.877802	0.000000	4.877802	4.877802	0.000000	0.000000	0.000000	4.877802	4.877802	4.877802	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.104369	4.104369	0.955348	0.019242	0.000000	0.025411	0.000000	4.961079	
1310000	-111.677677	1	1	13	'Z 0 0 Z 0 Z 0 Z Z Z Z 0 0 0 Z Z Z Z Z Z 	0.000000	5.573974	5.573974	0.000000	5.573974	0.000000	5.573974	0.000000	0.000000	0.000000	0.000000	5.573974	5.573974	5.573974	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.101120	8.101120	0.958132	0.022073	0.000000	0.019794	0.000000	23.894153	
1312500	-112.322117	1	2	5	'1 0 0 1 1 Z 1 Z 1 1 Z 1 1 Z 1 0 1 1 1 Z 	0.967986	5.366838	5.366838	0.967986	0.967986	0.000000	0.967986	0.000000	0.967986	0.967986	0.000000	0.967986	0.967986	0.000000	0.967986	5.366838	0.967986	0.967986	0.967986	0.000000	4.798664	4.798664	0.972235	0.000390	0.025318	0.001046	0.001010	2.829468	
1315000	-113.780055	1	1	10	'Z 0 0 Z 0 0 0 Z 0 0 Z Z 0 Z Z 0 0 Z Z Z 	0.000000	9.201761	9.201761	0.000000	9.201761	9.201761	9.201761	0.000000	9.201761	9.201761	0.000000	0.000000	9.201761	0.000000	0.000000	9.201761	9.201761	0.000000	0.000000	0.000000	5.389111	5.389111	0.299979	0.108622	0.549503	0.020856	0.021039	13.434087	
1317500	-115.964383	1	1	11	'Z 0 0 Z Z 0 0 Z 0 0 Z Z 0 Z Z 0 0 Z Z Z 	0.000000	6.917618	6.917618	0.000000	0.000000	6.917618	6.917618	0.000000	6.917618	6.917618	0.000000	0.000000	6.917618	0.000000	0.000000	6.917618	6.917618	0.000000	0.000000	0.000000	7.876161	7.876161	0.451710	0.022185	0.497036	0.014480	0.014590	58.166540	
1320000	-112.081385	1	1	11	'Z 0 0 Z 0 Z 0 Z 0 Z Z Z 0 0 0 0 Z Z Z Z 	0.000000	5.414079	5.414079	0.000000	5.414079	0.000000	5.414079	0.000000	5.414079	0.000000	0.000000	0.000000	5.414079	5.414079	5.414079	5.414079	0.000000	0.000000	0.000000	0.000000	6.305249	6.305249	0.653087	0.032902	0.266224	0.047788	0.000000	52.375696	
1322500	-113.186598	1	1	11	'Z 0 0 Z Z Z 0 Z Z Z Z Z 0 0 Z 0 Z 0 0 0 	0.000000	7.398520	7.398520	0.000000	0.000000	0.000000	7.398520	0.000000	0.000000	0.000000	0.000000	0.000000	7.398520	7.398520	0.000000	7.398520	0.000000	7.398520	7.398520	7.398520	6.937371	6.937371	0.980457	0.000393	0.000000	0.018174	0.000976	39.162515	
1325000	-114.546390	1	1	9	'Z 0 0 Z 0 0 0 0 Z Z Z Z 0 0 Z 0 0 Z Z 0 	0.000000	5.744349	5.744349	0.000000	5.744349	5.744349	5.744349	5.744349	0.000000	0.000000	0.000000	0.000000	5.744349	5.744349	0.000000	5.744349	5.744349	0.000000	0.000000	5.744349	7.256242	7.256242	0.794512	0.128112	0.000000	0.052188	0.025188	40.988958	
1327500	-115.856303	1	1	11	'Z 0 0 Z 0 0 0 0 Z 0 Z Z Z Z Z 0 Z 0 Z Z 	0.000000	6.685281	6.685281	0.000000	6.685281	6.685281	6.685281	6.685281	0.000000	6.685281	0.000000	0.000000	0.000000	0.000000	0.000000	6.685281	0.000000	6.685281	0.000000	0.000000	8.031564	8.031564	0.957724	0.029524	0.011883	0.000008	0.000859	57.564178	
1330000	-115.974330	1	1	12	'Z 0 0 Z Z Z Z Z 0 Z Z Z 0 0 Z 0 0 0 Z Z 	0.000000	8.301974	8.301974	0.000000	0.000000	0.000000	0.000000	0.000000	8.301974	0.000000	0.000000	0.000000	8.301974	8.301974	0.000000	8.301974	8.301974	8.301974	0.000000	0.000000	12.003432	12.003432	0.596127	0.000000	0.384888	0.009495	0.009490	52.580875	
1332500	-114.013289	1	1	11	'Z 0 0 Z 0 0 0 Z 0 0 Z Z 0 Z Z 0 Z Z Z Z 	0.000000	9.227603	9.227603	0.000000	9.227603	9.227603	9.227603	0.000000	9.227603	9.227603	0.000000	0.000000	9.227603	0.000000	0.000000	9.227603	0.000000	0.000000	0.000000	0.000000	7.900663	7.900663	0.355162	0.086536	0.548949	0.009353	0.000000	43.438349	
1335000	-115.437223	1	1	11	'Z 0 0 Z 0 Z Z Z 0 Z Z Z 0 0 0 0 Z 0 Z Z 	0.000000	7.888563	7.888563	0.000000	7.888563	0.000000	0.000000	0.000000	7.888563	0.000000	0.000000	0.000000	7.888563	7.888563	7.888563	7.888563	0.000000	7.888563	0.000000	0.000000	7.910959	7.910959	0.650995	0.030254	0.267271	0.050796	0.000684	58.574994	
1337500	-118.814452	1	1	9	'Z 0 0 0 0 Z 0 Z 0 Z Z Z 0 0 0 0 Z 0 Z Z 	0.000000	6.373187	6.373187	6.373187	6.373187	0.000000	6.373187	0.000000	6.373187	0.000000	0.000000	0.000000	6.373187	6.373187	6.373187	6.373187	0.000000	6.373187	0.000000	0.000000	4.133924	4.133924	0.594749	0.041090	0.305471	0.057865	0.000826	48.896281	
1340000	-121.628638	1	1	8	'Z 0 0 0 Z Z 0 0 0 0 0 Z 0 0 Z Z 0 0 Z Z 	0.000000	3.330138	3.330138	3.330138	0.000000	0.000000	3.330138	3.330138	3.330138	3.330138	3.330138	0.000000	3.330138	3.330138	0.000000	0.000000	3.330138	3.330138	0.000000	0.000000	14.315203	14.315203	0.420301	0.000011	0.576808	0.001440	0.001440	20.391314	
1342500	-109.795134	1	2	11	'Z 0 0 1 1 Z Z Z Z Z Z Z 0 0 1 Z 0 1 Z Z 	0.000000	5.181325	5.181325	0.468668	0.468668	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.181325	5.181325	0.468668	0.000000	5.181325	0.468668	0.000000	0.000000	4.632418	4.632418	0.957856	0.000085	0.000000	0.018937	0.023121	3.055382	
1345000	-106.758642	1	2	11	'Z 0 0 1 Z Z 1 Z 1 1 Z Z 0 0 Z 1 Z Z Z Z 	0.000000	8.360003	8.360003	1.055711	0.000000	0.000000	1.055711	0.000000	1.055711	1.055711	0.000000	0.000000	8.360003	8.360003	0.000000	1.055711	0.000000	0.000000	0.000000	0.000000	5.506915	5.506915	0.977302	0.000005	0.007031	0.015662	0.000000	3.297094	
1347500	-109.659957	1	2	6	'Z 0 0 1 1 Z 1 1 1 Z 1 Z 0 0 Z Z 0 0 1 1 	0.000000	5.941933	5.941933	0.168066	0.168066	0.000000	0.168066	0.168066	0.168066	0.000000	0.168066	0.000000	5.941933	5.941933	0.000000	0.000000	5.941933	5.941933	0.168066	0.168066	7.339899	7.339899	0.972905	0.000010	0.000438	0.012795	0.013852	36.248063	
