Options:
Model:                           MultiState
Tree File Name:                  _tree_caudata_bt.nex
Data File Name:                  _dat_caudata.txt
Log File Name:                   caudata_rjhp_cov_r2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            842965589
Precision:                       64 bits
Cores:                           10
Analysis Type:                   MCMC
Sample Period:                   2500
Iterations:                      30010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   caudata_rjhp_cov_r2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               A,D,P,S,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qAD                          RJ MCMC
    qAP                          RJ MCMC
    qAS                          RJ MCMC
    qAV                          RJ MCMC
    qDA                          RJ MCMC
    qDP                          RJ MCMC
    qDS                          RJ MCMC
    qDV                          RJ MCMC
    qPA                          RJ MCMC
    qPD                          RJ MCMC
    qPS                          RJ MCMC
    qPV                          RJ MCMC
    qSA                          RJ MCMC
    qSD                          RJ MCMC
    qSP                          RJ MCMC
    qSV                          RJ MCMC
    qVA                          RJ MCMC
    qVD                          RJ MCMC
    qVP                          RJ MCMC
    qVS                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       546
     Sites:                      1
     States:                     10
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qAD	qAP	qAS	qAV	qDA	qDP	qDS	qDV	qPA	qPD	qPS	qPV	qSA	qSD	qSP	qSV	qVA	qVD	qVP	qVS	Covar On to Off	 Covar Off to On	Root P(A)	Root P(D)	Root P(P)	Root P(S)	Root P(V)	RJRates - Mean	
25245000	-116.463819	1	1	11	'0 0 0 Z 0 0 0 0 Z Z Z Z Z Z Z Z 0 0 Z Z 	6.504132	6.504132	6.504132	0.000000	6.504132	6.504132	6.504132	6.504132	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.504132	6.504132	0.000000	0.000000	5.837234	5.837234	0.954060	0.021731	0.000000	0.000000	0.024210	48.585431	
25247500	-111.191388	1	1	12	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 0 Z Z Z 	0.000000	5.295477	5.295477	0.000000	5.295477	0.000000	5.295477	0.000000	0.000000	0.000000	0.000000	0.000000	5.295477	5.295477	0.000000	5.295477	5.295477	0.000000	0.000000	0.000000	5.665296	5.665296	0.924687	0.028919	0.000000	0.024735	0.021659	39.025211	
25250000	-120.376630	1	1	11	'Z 0 0 Z Z Z 0 0 Z Z Z Z 0 0 Z 0 Z 0 0 Z 	0.000000	5.067143	5.067143	0.000000	0.000000	0.000000	5.067143	5.067143	0.000000	0.000000	0.000000	0.000000	5.067143	5.067143	0.000000	5.067143	0.000000	5.067143	5.067143	0.000000	19.468936	19.468936	0.992263	0.000066	0.000000	0.007670	0.000001	58.156847	
25252500	-115.954121	1	1	8	'Z 0 0 Z 0 0 0 0 0 Z 0 Z 0 0 0 0 Z Z Z Z 	0.000000	5.486924	5.486924	0.000000	5.486924	5.486924	5.486924	5.486924	5.486924	0.000000	5.486924	0.000000	5.486924	5.486924	5.486924	5.486924	0.000000	0.000000	0.000000	0.000000	3.684450	3.684450	0.492624	0.085688	0.353842	0.067845	0.000000	60.448224	
25255000	-119.106983	1	1	8	'Z 0 0 Z Z Z 0 Z 0 0 0 Z 0 0 0 0 0 Z Z 0 	0.000000	2.531643	2.531643	0.000000	0.000000	0.000000	2.531643	0.000000	2.531643	2.531643	2.531643	0.000000	2.531643	2.531643	2.531643	2.531643	2.531643	0.000000	0.000000	2.531643	14.170113	14.170113	0.483212	0.000016	0.505243	0.009841	0.001687	79.637338	
25257500	-111.492626	1	1	12	'Z 0 0 Z 0 Z 0 Z 0 0 Z 0 0 Z Z Z Z Z Z Z 	0.000000	6.563830	6.563830	0.000000	6.563830	0.000000	6.563830	0.000000	6.563830	6.563830	0.000000	6.563830	6.563830	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.430850	5.430850	0.422833	0.016683	0.544785	0.015698	0.000000	86.712884	
25260000	-113.072344	1	1	13	'Z 0 0 Z 0 0 0 Z Z 0 Z Z Z Z Z 0 Z Z Z Z 	0.000000	9.051685	9.051685	0.000000	9.051685	9.051685	9.051685	0.000000	0.000000	9.051685	0.000000	0.000000	0.000000	0.000000	0.000000	9.051685	0.000000	0.000000	0.000000	0.000000	4.113438	4.113438	0.910010	0.057626	0.032364	0.000000	0.000000	66.537276	
25262500	-114.675972	1	1	11	'Z 0 0 Z 0 Z 0 0 Z Z Z Z Z 0 Z 0 Z 0 Z 0 	0.000000	5.221605	5.221605	0.000000	5.221605	0.000000	5.221605	5.221605	0.000000	0.000000	0.000000	0.000000	0.000000	5.221605	0.000000	5.221605	0.000000	5.221605	0.000000	5.221605	3.987715	3.987715	0.984884	0.014858	0.000000	0.000129	0.000129	76.557812	
25265000	-116.751591	1	1	11	'Z 0 0 Z Z Z 0 Z 0 Z 0 Z 0 0 Z 0 0 Z Z Z 	0.000000	6.035580	6.035580	0.000000	0.000000	0.000000	6.035580	0.000000	6.035580	0.000000	6.035580	0.000000	6.035580	6.035580	0.000000	6.035580	6.035580	0.000000	0.000000	0.000000	17.141759	17.141759	0.548969	0.000040	0.437816	0.005619	0.007556	94.142780	
25267500	-112.240961	1	1	11	'Z 0 0 Z 0 0 0 Z Z Z Z Z 0 0 Z 0 Z Z Z 0 	0.000000	7.222463	7.222463	0.000000	7.222463	7.222463	7.222463	0.000000	0.000000	0.000000	0.000000	0.000000	7.222463	7.222463	0.000000	7.222463	0.000000	0.000000	0.000000	7.222463	3.272873	3.272873	0.649285	0.254514	0.000000	0.093507	0.002694	99.511495	
25270000	-113.724316	1	1	12	'Z 0 0 Z 0 0 0 Z 0 Z Z Z 0 Z Z 0 Z Z Z Z 	0.000000	6.780354	6.780354	0.000000	6.780354	6.780354	6.780354	0.000000	6.780354	0.000000	0.000000	0.000000	6.780354	0.000000	0.000000	6.780354	0.000000	0.000000	0.000000	0.000000	1.905819	1.905819	0.000000	0.999999	0.000001	0.000000	0.000000	92.724855	
25272500	-116.169745	1	1	10	'Z 0 0 Z 0 0 0 Z 0 0 Z Z 0 0 Z 0 Z Z Z Z 	0.000000	5.829464	5.829464	0.000000	5.829464	5.829464	5.829464	0.000000	5.829464	5.829464	0.000000	0.000000	5.829464	5.829464	0.000000	5.829464	0.000000	0.000000	0.000000	0.000000	13.928474	13.928474	0.401184	0.055667	0.534311	0.008838	0.000000	92.469928	
25275000	-114.447943	1	1	9	'Z 0 0 Z 0 0 0 0 0 Z Z Z 0 0 0 0 Z Z Z Z 	0.000000	5.735755	5.735755	0.000000	5.735755	5.735755	5.735755	5.735755	5.735755	0.000000	0.000000	0.000000	5.735755	5.735755	5.735755	5.735755	0.000000	0.000000	0.000000	0.000000	3.528134	3.528134	0.555906	0.114744	0.245276	0.084074	0.000000	71.297318	
25277500	-115.759138	1	1	14	'0 0 0 Z 0 Z 0 Z Z Z Z Z Z Z Z 0 Z Z Z Z 	9.876044	9.876044	9.876044	0.000000	9.876044	0.000000	9.876044	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.876044	0.000000	0.000000	0.000000	0.000000	7.880750	7.880750	0.992639	0.007361	0.000000	0.000000	0.000000	80.511816	
25280000	-123.659747	1	1	8	'Z 0 0 0 Z 0 0 0 0 Z Z Z 0 0 0 Z Z 0 0 Z 	0.000000	9.911258	9.911258	9.911258	0.000000	9.911258	9.911258	9.911258	9.911258	0.000000	0.000000	0.000000	9.911258	9.911258	9.911258	0.000000	0.000000	9.911258	9.911258	0.000000	6.394349	6.394349	0.784065	0.020687	0.125578	0.056767	0.012902	95.221003	
25282500	-114.360124	1	1	9	'Z 0 0 0 0 Z 0 Z Z Z Z Z 0 0 Z Z 0 0 0 0 	0.000000	8.041291	8.041291	8.041291	8.041291	0.000000	8.041291	0.000000	0.000000	0.000000	0.000000	0.000000	8.041291	8.041291	0.000000	0.000000	8.041291	8.041291	8.041291	8.041291	6.636753	6.636753	0.925954	0.022424	0.000000	0.021453	0.030169	71.882381	
25285000	-115.705358	1	1	9	'Z 0 0 Z 0 Z 0 0 Z 0 Z Z 0 0 Z 0 Z 0 0 Z 	0.000000	7.443061	7.443061	0.000000	7.443061	0.000000	7.443061	7.443061	0.000000	7.443061	0.000000	0.000000	7.443061	7.443061	0.000000	7.443061	0.000000	7.443061	7.443061	0.000000	3.749572	3.749572	0.829934	0.065146	0.031510	0.062597	0.010813	72.562717	
25287500	-116.321688	1	1	10	'Z 0 0 Z 0 Z Z Z 0 Z Z Z 0 0 0 0 0 Z 0 Z 	0.000000	4.334539	4.334539	0.000000	4.334539	0.000000	0.000000	0.000000	4.334539	0.000000	0.000000	0.000000	4.334539	4.334539	4.334539	4.334539	4.334539	0.000000	4.334539	0.000000	5.721554	5.721554	0.640746	0.009998	0.243098	0.054684	0.051475	61.714385	
25290000	-115.362590	1	1	11	'Z 0 0 Z 0 Z 0 0 0 0 Z Z Z Z Z Z 0 0 Z Z 	0.000000	7.531923	7.531923	0.000000	7.531923	0.000000	7.531923	7.531923	7.531923	7.531923	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.531923	7.531923	0.000000	0.000000	6.037384	6.037384	0.281460	0.008156	0.696977	0.000000	0.013407	61.416822	
25292500	-119.242463	1	1	10	'Z 0 0 Z 0 Z 0 Z 0 Z Z Z 0 0 0 0 Z 0 Z Z 	0.000000	9.928292	9.928292	0.000000	9.928292	0.000000	9.928292	0.000000	9.928292	0.000000	0.000000	0.000000	9.928292	9.928292	9.928292	9.928292	0.000000	9.928292	0.000000	0.000000	14.647513	14.647513	0.648600	0.049706	0.243765	0.056146	0.001782	45.499622	
25295000	-113.701666	1	1	10	'Z 0 0 Z 0 0 0 Z 0 0 Z Z 0 Z Z 0 0 Z Z Z 	0.000000	3.510317	3.510317	0.000000	3.510317	3.510317	3.510317	0.000000	3.510317	3.510317	0.000000	0.000000	3.510317	0.000000	0.000000	3.510317	3.510317	0.000000	0.000000	0.000000	8.662471	8.662471	0.345338	0.034947	0.614928	0.002390	0.002397	31.265566	
25297500	-114.352388	1	1	10	'Z 0 0 Z 0 0 0 Z Z 0 Z Z 0 0 Z 0 Z Z Z 0 	0.000000	3.894327	3.894327	0.000000	3.894327	3.894327	3.894327	0.000000	0.000000	3.894327	0.000000	0.000000	3.894327	3.894327	0.000000	3.894327	0.000000	0.000000	0.000000	3.894327	8.210230	8.210230	0.909814	0.064992	0.011931	0.013209	0.000053	13.273252	
25300000	-114.473337	1	1	11	'Z 0 0 Z 0 0 0 0 Z Z Z Z 0 0 Z Z Z Z 0 Z 	0.000000	6.027144	6.027144	0.000000	6.027144	6.027144	6.027144	6.027144	0.000000	0.000000	0.000000	0.000000	6.027144	6.027144	0.000000	0.000000	0.000000	0.000000	6.027144	0.000000	1.988066	1.988066	0.642934	0.193791	0.000000	0.163275	0.000000	19.099269	
25302500	-116.578893	1	1	7	'Z 0 0 Z 0 0 0 0 0 0 Z Z 0 0 Z Z Z 0 0 0 	0.000000	3.953402	3.953402	0.000000	3.953402	3.953402	3.953402	3.953402	3.953402	3.953402	0.000000	0.000000	3.953402	3.953402	0.000000	0.000000	0.000000	3.953402	3.953402	3.953402	5.674122	5.674122	0.338239	0.045011	0.595411	0.008347	0.012992	15.674512	
25305000	-113.760159	1	1	10	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 0 0 0 Z Z 0 	0.000000	3.986964	3.986964	0.000000	3.986964	0.000000	3.986964	0.000000	0.000000	0.000000	0.000000	0.000000	3.986964	3.986964	3.986964	3.986964	3.986964	0.000000	0.000000	3.986964	9.557540	9.557540	0.943188	0.015170	0.000000	0.028942	0.012699	12.036404	
25307500	-114.193665	1	1	10	'Z 0 0 Z 0 Z 0 0 0 0 Z Z 0 0 Z Z 0 Z Z Z 	0.000000	5.143494	5.143494	0.000000	5.143494	0.000000	5.143494	5.143494	5.143494	5.143494	0.000000	0.000000	5.143494	5.143494	0.000000	0.000000	5.143494	0.000000	0.000000	0.000000	7.175786	7.175786	0.344084	0.006721	0.635845	0.006440	0.006909	9.109188	
25310000	-114.597833	1	1	13	'Z 0 0 Z 0 0 0 Z Z 0 Z Z Z Z Z 0 Z Z Z Z 	0.000000	8.123893	8.123893	0.000000	8.123893	8.123893	8.123893	0.000000	0.000000	8.123893	0.000000	0.000000	0.000000	0.000000	0.000000	8.123893	0.000000	0.000000	0.000000	0.000000	9.506071	9.506071	0.929946	0.048694	0.021361	0.000000	0.000000	6.089652	
25312500	-117.337974	1	1	10	'Z 0 0 Z 0 0 0 0 Z Z Z Z 0 Z 0 0 Z Z 0 Z 	0.000000	4.068500	4.068500	0.000000	4.068500	4.068500	4.068500	4.068500	0.000000	0.000000	0.000000	0.000000	4.068500	0.000000	4.068500	4.068500	0.000000	0.000000	4.068500	0.000000	6.884479	6.884479	0.000004	0.999995	0.000000	0.000000	0.000000	3.021969	
25315000	-114.549536	1	2	10	'Z 0 0 Z Z 1 1 Z 0 Z Z Z 0 0 Z 1 Z 1 Z 1 	0.000000	12.066093	12.066093	0.000000	0.000000	1.893760	1.893760	0.000000	12.066093	0.000000	0.000000	0.000000	12.066093	12.066093	0.000000	1.893760	0.000000	1.893760	0.000000	1.893760	14.477256	14.477256	0.608509	0.000718	0.374349	0.016404	0.000020	8.694905	
25317500	-116.282108	1	1	12	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 Z Z Z 0 0 0 Z 	0.000000	8.855529	8.855529	0.000000	8.855529	0.000000	8.855529	0.000000	0.000000	0.000000	0.000000	0.000000	8.855529	0.000000	0.000000	0.000000	8.855529	8.855529	8.855529	0.000000	9.561633	9.561633	0.000000	0.000000	0.000000	0.000000	1.000000	40.140008	
25320000	-113.294297	1	1	11	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 0 Z 0 Z 0 Z Z 	0.000000	5.880934	5.880934	0.000000	5.880934	0.000000	5.880934	5.880934	0.000000	0.000000	0.000000	0.000000	5.880934	5.880934	0.000000	5.880934	0.000000	5.880934	0.000000	0.000000	7.617011	7.617011	0.970408	0.015052	0.000000	0.014384	0.000155	27.544749	
25322500	-116.698448	1	1	12	'Z 0 0 Z 0 Z Z Z Z Z Z Z 0 Z Z 0 Z 0 0 0 	0.000000	16.369034	16.369034	0.000000	16.369034	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.369034	0.000000	0.000000	16.369034	0.000000	16.369034	16.369034	16.369034	7.744294	7.744294	0.805772	0.107140	0.000000	0.054615	0.032472	17.167867	
25325000	-112.555837	1	1	12	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 Z Z Z 0 	0.000000	4.609225	4.609225	0.000000	4.609225	0.000000	4.609225	0.000000	0.000000	0.000000	0.000000	0.000000	4.609225	4.609225	0.000000	4.609225	0.000000	0.000000	0.000000	4.609225	9.933193	9.933193	0.979946	0.011586	0.000000	0.008428	0.000040	6.810261	
25327500	-114.705249	1	1	9	'Z 0 0 Z 0 0 0 Z Z Z Z Z 0 Z Z 0 0 0 0 0 	0.000000	11.596279	11.596279	0.000000	11.596279	11.596279	11.596279	0.000000	0.000000	0.000000	0.000000	0.000000	11.596279	0.000000	0.000000	11.596279	11.596279	11.596279	11.596279	11.596279	5.702510	5.702510	0.605895	0.152873	0.000000	0.119453	0.121779	9.571853	
25330000	-115.122575	1	1	13	'Z 0 0 Z Z Z Z Z Z Z Z Z 0 0 Z 0 Z 0 Z 0 	0.000000	10.078649	10.078649	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.078649	10.078649	0.000000	10.078649	0.000000	10.078649	0.000000	10.078649	13.886452	13.886452	0.989968	0.000000	0.000000	0.009858	0.000174	5.843439	
25332500	-115.344516	1	1	11	'Z 0 0 Z Z Z 0 Z Z Z 0 Z 0 0 Z 0 Z Z 0 0 	0.000000	5.146559	5.146559	0.000000	0.000000	0.000000	5.146559	0.000000	0.000000	0.000000	5.146559	0.000000	5.146559	5.146559	0.000000	5.146559	0.000000	0.000000	5.146559	5.146559	10.338894	10.338894	0.985103	0.000082	0.003199	0.010968	0.000648	28.280103	
25335000	-112.076737	1	1	12	'Z 0 0 Z 0 Z 0 Z 0 Z Z Z 0 0 Z 0 Z Z Z Z 	0.000000	8.342637	8.342637	0.000000	8.342637	0.000000	8.342637	0.000000	8.342637	0.000000	0.000000	0.000000	8.342637	8.342637	0.000000	8.342637	0.000000	0.000000	0.000000	0.000000	7.643287	7.643287	0.601275	0.027525	0.355426	0.015774	0.000000	47.473870	
25337500	-115.658205	1	1	11	'Z 0 0 Z 0 Z Z Z Z Z Z Z 0 0 0 0 0 0 Z Z 	0.000000	11.251988	11.251988	0.000000	11.251988	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.251988	11.251988	11.251988	11.251988	11.251988	11.251988	0.000000	0.000000	5.180786	5.180786	0.802831	0.071556	0.000000	0.058161	0.067452	60.828436	
25340000	-115.074353	1	1	11	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 0 0 0 Z Z Z Z 	0.000000	7.053623	7.053623	0.000000	7.053623	0.000000	7.053623	7.053623	0.000000	0.000000	0.000000	0.000000	7.053623	7.053623	7.053623	7.053623	0.000000	0.000000	0.000000	0.000000	10.635466	10.635466	0.956072	0.019574	0.000000	0.024354	0.000000	32.945049	
25342500	-108.361486	1	2	10	'Z 1 1 0 Z Z 0 Z Z Z Z Z 1 1 Z 1 0 0 Z 0 	0.000000	13.296246	13.296246	0.181471	0.000000	0.000000	0.181471	0.000000	0.000000	0.000000	0.000000	0.000000	13.296246	13.296246	0.000000	13.296246	0.181471	0.181471	0.000000	0.181471	5.996372	5.996372	0.994060	0.000000	0.000000	0.005937	0.000003	17.556819	
25345000	-110.470476	1	2	5	'Z 1 1 0 0 0 0 Z Z Z 0 0 1 1 0 Z 0 1 0 1 	0.000000	9.245164	9.245164	0.599470	0.599470	0.599470	0.599470	0.000000	0.000000	0.000000	0.599470	0.599470	9.245164	9.245164	0.599470	0.000000	0.599470	9.245164	0.599470	9.245164	4.971935	4.971935	0.975611	0.000159	0.000089	0.022756	0.001385	2.052017	
25347500	-111.508671	1	2	6	'Z 1 1 0 Z 0 0 Z Z 0 0 Z 1 1 Z 0 0 0 1 1 	0.000000	6.757134	6.757134	0.556179	0.000000	0.556179	0.556179	0.000000	0.000000	0.556179	0.556179	0.000000	6.757134	6.757134	0.000000	0.556179	0.556179	0.556179	6.757134	6.757134	2.415932	2.415932	0.953608	0.000008	0.000117	0.039897	0.006370	11.291535	
25350000	-114.285428	1	2	3	'0 1 1 Z 0 0 0 0 0 0 Z 0 1 0 Z 0 0 0 0 1 	0.495165	5.152048	5.152048	0.000000	0.495165	0.495165	0.495165	0.495165	0.495165	0.495165	0.000000	0.495165	5.152048	0.495165	0.000000	0.495165	0.495165	0.495165	0.495165	5.152048	13.364079	13.364079	0.984723	0.000121	0.004939	0.009861	0.000357	10.367624	
25352500	-114.486490	1	2	3	'0 1 1 0 1 1 1 0 1 0 Z 1 1 1 0 Z Z 0 1 0 	0.068083	5.098940	5.098940	0.068083	5.098940	5.098940	5.098940	0.068083	5.098940	0.068083	0.000000	5.098940	5.098940	5.098940	0.068083	0.000000	0.000000	0.068083	5.098940	0.068083	7.765246	7.765246	0.568631	0.186078	0.201088	0.040080	0.004124	45.362194	
25355000	-115.685514	1	1	10	'Z 0 0 0 0 0 0 Z 0 0 Z Z 0 Z Z 0 Z Z Z Z 	0.000000	3.109780	3.109780	3.109780	3.109780	3.109780	3.109780	0.000000	3.109780	3.109780	0.000000	0.000000	3.109780	0.000000	0.000000	3.109780	0.000000	0.000000	0.000000	0.000000	7.008214	7.008214	0.275141	0.031938	0.691650	0.001271	0.000000	34.058473	
25357500	-113.439216	1	1	11	'Z 0 0 Z 0 0 0 Z Z Z Z Z 0 Z 0 0 0 Z Z Z 	0.000000	5.631525	5.631525	0.000000	5.631525	5.631525	5.631525	0.000000	0.000000	0.000000	0.000000	0.000000	5.631525	0.000000	5.631525	5.631525	5.631525	0.000000	0.000000	0.000000	3.725759	3.725759	0.000001	0.999999	0.000000	0.000000	0.000000	27.397199	
25360000	-112.960292	1	1	10	'Z 0 0 Z 0 0 0 Z 0 Z Z Z 0 0 Z 0 0 Z Z Z 	0.000000	5.339982	5.339982	0.000000	5.339982	5.339982	5.339982	0.000000	5.339982	0.000000	0.000000	0.000000	5.339982	5.339982	0.000000	5.339982	5.339982	0.000000	0.000000	0.000000	4.110834	4.110834	0.408374	0.306615	0.214448	0.058958	0.011605	11.486681	
25362500	-113.336004	1	1	9	'Z 0 0 Z 0 0 0 0 0 0 Z Z 0 Z Z 0 0 Z Z Z 	0.000000	5.680220	5.680220	0.000000	5.680220	5.680220	5.680220	5.680220	5.680220	5.680220	0.000000	0.000000	5.680220	0.000000	0.000000	5.680220	5.680220	0.000000	0.000000	0.000000	3.609336	3.609336	0.308321	0.068788	0.602924	0.009923	0.010044	4.823457	
25365000	-116.990643	1	1	11	'Z 0 0 Z 0 0 0 0 Z Z Z Z 0 0 Z 0 Z Z Z Z 	0.000000	8.354228	8.354228	0.000000	8.354228	8.354228	8.354228	8.354228	0.000000	0.000000	0.000000	0.000000	8.354228	8.354228	0.000000	8.354228	0.000000	0.000000	0.000000	0.000000	10.680548	10.680548	0.934902	0.039805	0.000000	0.025293	0.000000	5.651778	
25367500	-112.808803	1	1	10	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 0 Z 0 0 	0.000000	7.143593	7.143593	0.000000	7.143593	0.000000	7.143593	0.000000	0.000000	0.000000	0.000000	0.000000	7.143593	7.143593	0.000000	7.143593	7.143593	0.000000	7.143593	7.143593	2.918198	2.918198	0.652525	0.113421	0.000000	0.119346	0.114708	21.204490	
25370000	-116.218474	1	1	10	'Z 0 0 Z 0 Z Z 0 Z Z Z Z 0 0 Z 0 0 0 Z 0 	0.000000	7.929207	7.929207	0.000000	7.929207	0.000000	0.000000	7.929207	0.000000	0.000000	0.000000	0.000000	7.929207	7.929207	0.000000	7.929207	7.929207	7.929207	0.000000	7.929207	8.268012	8.268012	0.885856	0.040517	0.000000	0.036668	0.036959	19.022525	
25372500	-114.937702	1	1	10	'Z 0 0 Z 0 Z 0 Z Z Z Z 0 0 Z Z Z 0 0 0 0 	0.000000	7.038572	7.038572	0.000000	7.038572	0.000000	7.038572	0.000000	0.000000	0.000000	0.000000	7.038572	7.038572	0.000000	0.000000	0.000000	7.038572	7.038572	7.038572	7.038572	11.839520	11.839520	0.850142	0.028253	0.032664	0.020568	0.068374	8.267090	
25375000	-112.573885	1	1	10	'Z 0 0 Z 0 Z 0 Z 0 Z Z 0 0 Z Z Z 0 0 0 Z 	0.000000	9.331088	9.331088	0.000000	9.331088	0.000000	9.331088	0.000000	9.331088	0.000000	0.000000	9.331088	9.331088	0.000000	0.000000	0.000000	9.331088	9.331088	9.331088	0.000000	5.421014	5.421014	0.259543	0.022650	0.581120	0.017776	0.118911	3.360637	
25377500	-115.989942	1	1	8	'Z 0 0 Z 0 Z 0 Z 0 0 Z 0 0 Z Z Z 0 0 0 0 	0.000000	9.538196	9.538196	0.000000	9.538196	0.000000	9.538196	0.000000	9.538196	9.538196	0.000000	9.538196	9.538196	0.000000	0.000000	0.000000	9.538196	9.538196	9.538196	9.538196	2.576423	2.576423	0.180683	0.021335	0.709350	0.019749	0.068883	19.698361	
25380000	-111.498267	1	1	11	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 0 0 0 Z Z Z 	0.000000	6.312291	6.312291	0.000000	6.312291	0.000000	6.312291	0.000000	0.000000	0.000000	0.000000	0.000000	6.312291	6.312291	6.312291	6.312291	6.312291	0.000000	0.000000	0.000000	5.011714	5.011714	0.818789	0.078967	0.000000	0.072087	0.030157	11.238718	
25382500	-111.538653	1	1	12	'Z 0 0 Z 0 0 0 Z Z Z Z Z 0 0 Z 0 Z Z Z Z 	0.000000	9.827613	9.827613	0.000000	9.827613	9.827613	9.827613	0.000000	0.000000	0.000000	0.000000	0.000000	9.827613	9.827613	0.000000	9.827613	0.000000	0.000000	0.000000	0.000000	4.350220	4.350220	0.835942	0.110404	0.000000	0.053654	0.000000	54.296519	
25385000	-116.258597	1	1	9	'Z 0 0 Z Z Z 0 Z 0 Z Z 0 0 Z Z 0 0 0 0 0 	0.000000	5.217240	5.217240	0.000000	0.000000	0.000000	5.217240	0.000000	5.217240	0.000000	0.000000	5.217240	5.217240	0.000000	0.000000	5.217240	5.217240	5.217240	5.217240	5.217240	6.204803	6.204803	0.365142	0.000119	0.576915	0.014138	0.043685	54.435515	
25387500	-117.946326	1	1	11	'0 0 0 Z 0 Z 0 0 Z Z Z Z 0 Z 0 Z Z Z Z 0 	3.413363	3.413363	3.413363	0.000000	3.413363	0.000000	3.413363	3.413363	0.000000	0.000000	0.000000	0.000000	3.413363	0.000000	3.413363	0.000000	0.000000	0.000000	0.000000	3.413363	11.432314	11.432314	0.974818	0.005987	0.000000	0.019115	0.000079	56.927318	
25390000	-114.773405	1	1	10	'Z 0 0 Z 0 0 0 0 Z Z Z Z 0 0 0 Z 0 Z Z Z 	0.000000	8.218839	8.218839	0.000000	8.218839	8.218839	8.218839	8.218839	0.000000	0.000000	0.000000	0.000000	8.218839	8.218839	8.218839	0.000000	8.218839	0.000000	0.000000	0.000000	2.928975	2.928975	0.461557	0.246225	0.000000	0.189257	0.102962	22.976306	
25392500	-112.374949	1	1	10	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 Z Z 0 0 0 0 0 	0.000000	10.655781	10.655781	0.000000	10.655781	0.000000	10.655781	0.000000	0.000000	0.000000	0.000000	0.000000	10.655781	0.000000	0.000000	10.655781	10.655781	10.655781	10.655781	10.655781	5.665059	5.665059	0.630075	0.146283	0.000000	0.108904	0.114739	27.304343	
25395000	-116.464243	1	1	8	'Z 0 0 Z 0 Z 0 Z Z Z Z 0 0 0 0 0 0 Z 0 0 	0.000000	3.927213	3.927213	0.000000	3.927213	0.000000	3.927213	0.000000	0.000000	0.000000	0.000000	3.927213	3.927213	3.927213	3.927213	3.927213	3.927213	0.000000	3.927213	3.927213	14.816678	14.816678	0.938747	0.010176	0.001830	0.025501	0.023745	37.548100	
25397500	-113.499217	1	1	12	'Z 0 0 Z 0 Z 0 Z Z Z Z 0 0 0 Z Z Z Z 0 Z 	0.000000	4.240299	4.240299	0.000000	4.240299	0.000000	4.240299	0.000000	0.000000	0.000000	0.000000	4.240299	4.240299	4.240299	0.000000	0.000000	0.000000	0.000000	4.240299	0.000000	10.065262	10.065262	0.981003	0.009836	0.000000	0.009161	0.000000	47.215371	
25400000	-114.480753	1	1	11	'Z 0 0 Z 0 Z 0 Z 0 0 Z 0 0 0 Z Z Z Z Z Z 	0.000000	3.023735	3.023735	0.000000	3.023735	0.000000	3.023735	0.000000	3.023735	3.023735	0.000000	3.023735	3.023735	3.023735	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.615970	3.615970	0.500249	0.003729	0.492317	0.003706	0.000000	53.991995	
