Options:
Model:                           MultiState
Tree File Name:                  _tree_caudata_bt.nex
Data File Name:                  _dat_caudata.txt
Log File Name:                   caudata_rjhp_cov_r3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2822677083
Precision:                       64 bits
Cores:                           10
Analysis Type:                   MCMC
Sample Period:                   2500
Iterations:                      30010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   caudata_rjhp_cov_r3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               A,D,P,S,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qAD                          RJ MCMC
    qAP                          RJ MCMC
    qAS                          RJ MCMC
    qAV                          RJ MCMC
    qDA                          RJ MCMC
    qDP                          RJ MCMC
    qDS                          RJ MCMC
    qDV                          RJ MCMC
    qPA                          RJ MCMC
    qPD                          RJ MCMC
    qPS                          RJ MCMC
    qPV                          RJ MCMC
    qSA                          RJ MCMC
    qSD                          RJ MCMC
    qSP                          RJ MCMC
    qSV                          RJ MCMC
    qVA                          RJ MCMC
    qVD                          RJ MCMC
    qVP                          RJ MCMC
    qVS                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       546
     Sites:                      1
     States:                     10
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qAD	qAP	qAS	qAV	qDA	qDP	qDS	qDV	qPA	qPD	qPS	qPV	qSA	qSD	qSP	qSV	qVA	qVD	qVP	qVS	Covar On to Off	 Covar Off to On	Root P(A)	Root P(D)	Root P(P)	Root P(S)	Root P(V)	RJRates - Mean	
21707500	-115.091862	1	2	5	'0 1 1 Z 0 Z 0 0 0 Z 0 0 1 0 Z 0 1 Z 0 0 	0.864610	3.464196	3.464196	0.000000	0.864610	0.000000	0.864610	0.864610	0.864610	0.000000	0.864610	0.864610	3.464196	0.864610	0.000000	0.864610	3.464196	0.000000	0.864610	0.864610	6.775640	6.775640	0.948659	0.000428	0.029169	0.007352	0.014392	4.155558	
21710000	-115.465115	1	2	5	'Z 1 1 Z 0 Z 0 0 0 1 Z 0 0 Z 0 0 1 0 0 0 	0.000000	7.122383	7.122383	0.000000	0.284513	0.000000	0.284513	0.284513	0.284513	7.122383	0.000000	0.284513	0.284513	0.000000	0.284513	0.284513	7.122383	0.284513	0.284513	0.284513	9.376851	9.376851	0.969800	0.000021	0.001138	0.000031	0.029010	18.264641	
21712500	-116.415676	1	1	10	'Z 0 0 Z 0 0 0 Z Z 0 Z Z 0 0 Z 0 0 Z Z Z 	0.000000	11.282662	11.282662	0.000000	11.282662	11.282662	11.282662	0.000000	0.000000	11.282662	0.000000	0.000000	11.282662	11.282662	0.000000	11.282662	11.282662	0.000000	0.000000	0.000000	3.786844	3.786844	0.640659	0.123968	0.066001	0.100240	0.069131	10.223257	
21715000	-119.651780	1	1	10	'Z 0 0 Z 0 Z 0 0 0 Z Z Z 0 0 Z 0 0 Z Z Z 	0.000000	5.243289	5.243289	0.000000	5.243289	0.000000	5.243289	5.243289	5.243289	0.000000	0.000000	0.000000	5.243289	5.243289	0.000000	5.243289	5.243289	0.000000	0.000000	0.000000	17.723269	17.723269	0.679039	0.007017	0.300930	0.006634	0.006381	13.423667	
21717500	-121.889256	1	1	9	'Z 0 0 0 Z Z 0 0 0 0 Z Z 0 0 Z Z Z 0 0 Z 	0.000000	2.047431	2.047431	2.047431	0.000000	0.000000	2.047431	2.047431	2.047431	2.047431	0.000000	0.000000	2.047431	2.047431	0.000000	0.000000	0.000000	2.047431	2.047431	0.000000	11.354334	11.354334	0.364177	0.000003	0.634121	0.000559	0.001140	5.159452	
21720000	-112.506865	1	1	10	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 0 Z 0 0 	0.000000	11.167477	11.167477	0.000000	11.167477	0.000000	11.167477	0.000000	0.000000	0.000000	0.000000	0.000000	11.167477	11.167477	0.000000	11.167477	11.167477	0.000000	11.167477	11.167477	5.505703	5.505703	0.780961	0.080983	0.000000	0.078279	0.059777	20.054184	
21722500	-118.422787	1	1	5	'Z 0 0 0 0 Z 0 Z 0 Z 0 0 0 0 0 Z 0 0 0 0 	0.000000	3.831425	3.831425	3.831425	3.831425	0.000000	3.831425	0.000000	3.831425	0.000000	3.831425	3.831425	3.831425	3.831425	3.831425	0.000000	3.831425	3.831425	3.831425	3.831425	8.305256	8.305256	0.599330	0.008510	0.327450	0.032319	0.032391	31.052353	
21725000	-112.894791	1	2	9	'Z 0 1 Z 1 Z 1 Z 0 1 Z 1 0 1 Z Z Z 0 0 Z 	0.000000	14.757819	1.978121	0.000000	1.978121	0.000000	1.978121	0.000000	14.757819	1.978121	0.000000	1.978121	14.757819	1.978121	0.000000	0.000000	0.000000	14.757819	14.757819	0.000000	4.132861	4.132861	0.441316	0.002188	0.427916	0.088124	0.040457	16.563674	
21727500	-107.572395	1	2	9	'Z 0 0 1 Z Z 1 Z Z 1 Z 1 0 0 Z 1 0 1 Z Z 	0.000000	11.897103	11.897103	0.329708	0.000000	0.000000	0.329708	0.000000	0.000000	0.329708	0.000000	0.329708	11.897103	11.897103	0.000000	0.329708	11.897103	0.329708	0.000000	0.000000	6.797899	6.797899	0.950458	0.000000	0.000027	0.013353	0.036162	4.409973	
21730000	-116.296657	1	1	12	'Z 0 0 Z Z 0 0 Z Z Z Z Z 0 0 Z 0 0 Z Z Z 	0.000000	6.952153	6.952153	0.000000	0.000000	6.952153	6.952153	0.000000	0.000000	0.000000	0.000000	0.000000	6.952153	6.952153	0.000000	6.952153	6.952153	0.000000	0.000000	0.000000	11.180056	11.180056	0.950839	0.002456	0.000000	0.026046	0.020658	12.949193	
21732500	-116.156857	1	1	11	'0 0 0 Z 0 Z 0 Z Z Z Z Z 0 Z 0 0 Z 0 Z Z 	6.977146	6.977146	6.977146	0.000000	6.977146	0.000000	6.977146	0.000000	0.000000	0.000000	0.000000	0.000000	6.977146	0.000000	6.977146	6.977146	0.000000	6.977146	0.000000	0.000000	3.918084	3.918084	0.933591	0.039173	0.000000	0.026307	0.000928	8.648976	
21735000	-113.503136	1	1	10	'Z 0 0 Z 0 0 0 Z 0 Z Z Z 0 0 Z 0 Z 0 Z Z 	0.000000	5.350952	5.350952	0.000000	5.350952	5.350952	5.350952	0.000000	5.350952	0.000000	0.000000	0.000000	5.350952	5.350952	0.000000	5.350952	0.000000	5.350952	0.000000	0.000000	3.036541	3.036541	0.400993	0.314711	0.221409	0.055155	0.007732	17.099604	
21737500	-121.219672	1	1	10	'0 0 0 Z 0 Z 0 0 Z Z Z Z Z 0 Z 0 Z 0 Z 0 	4.266257	4.266257	4.266257	0.000000	4.266257	0.000000	4.266257	4.266257	0.000000	0.000000	0.000000	0.000000	0.000000	4.266257	0.000000	4.266257	0.000000	4.266257	0.000000	4.266257	14.645178	14.645178	0.996379	0.003597	0.000000	0.000012	0.000012	11.909130	
21740000	-112.436804	1	1	13	'Z 0 0 Z 0 Z 0 Z Z Z Z 0 0 0 Z Z Z Z Z Z 	0.000000	10.419834	10.419834	0.000000	10.419834	0.000000	10.419834	0.000000	0.000000	0.000000	0.000000	10.419834	10.419834	10.419834	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.638061	4.638061	0.838580	0.083970	0.000000	0.077449	0.000000	12.784093	
21742500	-112.594020	1	2	9	'Z 1 1 Z 1 Z 1 Z Z Z 0 1 1 1 0 0 0 Z Z Z 	0.000000	4.518191	4.518191	0.000000	4.518191	0.000000	4.518191	0.000000	0.000000	0.000000	0.536387	4.518191	4.518191	4.518191	0.536387	0.536387	0.536387	0.000000	0.000000	0.000000	7.790324	7.790324	0.966833	0.015990	0.000153	0.016933	0.000090	1.158589	
21745000	-110.969012	1	2	9	'1 0 0 Z 1 Z 1 Z 1 1 1 Z 0 Z Z 1 1 Z Z Z 	1.042858	15.065586	15.065586	0.000000	1.042858	0.000000	1.042858	0.000000	1.042858	1.042858	1.042858	0.000000	15.065586	0.000000	0.000000	1.042858	1.042858	0.000000	0.000000	0.000000	6.267776	6.267776	0.954896	0.000224	0.003713	0.041064	0.000102	7.647974	
21747500	-116.431341	1	1	11	'Z 0 0 0 0 Z 0 Z 0 0 Z Z Z Z Z Z 0 Z Z 0 	0.000000	2.143918	2.143918	2.143918	2.143918	0.000000	2.143918	0.000000	2.143918	2.143918	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.143918	0.000000	0.000000	2.143918	8.299927	8.299927	0.286516	0.000572	0.712341	0.000000	0.000572	7.884070	
21750000	-113.573872	1	2	5	'1 0 0 1 0 1 0 1 1 1 Z Z 0 0 0 Z Z 0 1 Z 	0.094631	5.268604	5.268604	0.094631	5.268604	0.094631	5.268604	0.094631	0.094631	0.094631	0.000000	0.000000	5.268604	5.268604	5.268604	0.000000	0.000000	5.268604	0.094631	0.000000	2.136154	2.136154	0.792959	0.091383	0.000207	0.114153	0.001297	19.914296	
21752500	-115.773136	1	1	9	'Z 0 0 Z 0 Z 0 Z 0 0 0 0 0 Z 0 Z Z Z 0 Z 	0.000000	3.370376	3.370376	0.000000	3.370376	0.000000	3.370376	0.000000	3.370376	3.370376	3.370376	3.370376	3.370376	0.000000	3.370376	0.000000	0.000000	0.000000	3.370376	0.000000	11.986065	11.986065	0.531172	0.004746	0.435434	0.026124	0.002524	12.697448	
21755000	-117.211302	1	1	10	'Z 0 0 Z 0 Z 0 Z 0 0 0 0 Z Z 0 Z Z Z Z 0 	0.000000	3.908168	3.908168	0.000000	3.908168	0.000000	3.908168	0.000000	3.908168	3.908168	3.908168	3.908168	0.000000	0.000000	3.908168	0.000000	0.000000	0.000000	0.000000	3.908168	3.219493	3.219493	0.627404	0.013406	0.354124	0.005044	0.000022	3.504888	
21757500	-113.709772	1	1	10	'Z 0 0 Z 0 Z 0 Z 0 0 0 0 0 Z Z Z Z Z 0 Z 	0.000000	5.586414	5.586414	0.000000	5.586414	0.000000	5.586414	0.000000	5.586414	5.586414	5.586414	5.586414	5.586414	0.000000	0.000000	0.000000	0.000000	0.000000	5.586414	0.000000	5.985710	5.985710	0.378794	0.009820	0.591365	0.009415	0.010607	10.433028	
21760000	-113.916256	1	1	13	'Z 0 0 Z 0 Z 0 Z Z Z Z 0 0 0 Z Z Z Z Z Z 	0.000000	4.333534	4.333534	0.000000	4.333534	0.000000	4.333534	0.000000	0.000000	0.000000	0.000000	4.333534	4.333534	4.333534	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.409821	13.409821	0.984417	0.008027	0.000000	0.007555	0.000000	3.213009	
21762500	-114.395398	1	1	10	'Z 0 0 Z 0 Z 0 Z 0 0 0 0 0 0 Z Z Z Z Z Z 	0.000000	3.807848	3.807848	0.000000	3.807848	0.000000	3.807848	0.000000	3.807848	3.807848	3.807848	3.807848	3.807848	3.807848	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.948359	7.948359	0.484987	0.004383	0.506279	0.004351	0.000000	20.648743	
21765000	-111.586896	1	1	13	'Z 0 0 Z 0 Z 0 Z Z Z Z 0 0 0 Z Z Z Z Z Z 	0.000000	8.153357	8.153357	0.000000	8.153357	0.000000	8.153357	0.000000	0.000000	0.000000	0.000000	8.153357	8.153357	8.153357	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.937691	6.937691	0.909759	0.047493	0.000000	0.042749	0.000000	70.766637	
21767500	-111.814177	1	1	13	'Z 0 0 Z 0 Z 0 Z Z Z Z 0 0 0 Z Z Z Z Z Z 	0.000000	7.717991	7.717991	0.000000	7.717991	0.000000	7.717991	0.000000	0.000000	0.000000	0.000000	7.717991	7.717991	7.717991	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.720374	3.720374	0.819114	0.097250	0.000000	0.083636	0.000000	64.204536	
21770000	-115.581135	1	1	10	'Z 0 0 Z 0 Z 0 Z 0 Z Z Z Z 0 0 0 Z Z 0 0 	0.000000	9.888190	9.888190	0.000000	9.888190	0.000000	9.888190	0.000000	9.888190	0.000000	0.000000	0.000000	0.000000	9.888190	9.888190	9.888190	0.000000	0.000000	9.888190	9.888190	5.176259	5.176259	0.623642	0.066783	0.242553	0.039306	0.027716	21.195802	
21772500	-118.952871	1	1	11	'Z 0 0 Z 0 0 0 Z Z Z Z Z 0 0 Z Z 0 0 Z Z 	0.000000	4.200784	4.200784	0.000000	4.200784	4.200784	4.200784	0.000000	0.000000	0.000000	0.000000	0.000000	4.200784	4.200784	0.000000	0.000000	4.200784	4.200784	0.000000	0.000000	8.605223	8.605223	0.000098	0.000022	0.000000	0.000004	0.999876	21.293255	
21775000	-114.627405	1	1	10	'Z 0 0 Z 0 0 0 0 Z Z Z Z 0 0 0 Z Z Z Z 0 	0.000000	6.690686	6.690686	0.000000	6.690686	6.690686	6.690686	6.690686	0.000000	0.000000	0.000000	0.000000	6.690686	6.690686	6.690686	0.000000	0.000000	0.000000	0.000000	6.690686	4.162159	4.162159	0.777006	0.094074	0.000000	0.124344	0.004576	21.239710	
21777500	-115.861599	1	1	12	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 Z Z 0 Z 0 Z Z 	0.000000	13.479405	13.479405	0.000000	13.479405	0.000000	13.479405	13.479405	0.000000	0.000000	0.000000	0.000000	13.479405	0.000000	0.000000	13.479405	0.000000	13.479405	0.000000	0.000000	6.330248	6.330248	0.946783	0.026632	0.000000	0.023668	0.002917	27.073557	
21780000	-118.992868	1	1	11	'Z 0 0 Z 0 Z Z Z 0 0 Z 0 0 0 Z Z Z Z Z 0 	0.000000	4.474250	4.474250	0.000000	4.474250	0.000000	0.000000	0.000000	4.474250	4.474250	0.000000	4.474250	4.474250	4.474250	0.000000	0.000000	0.000000	0.000000	0.000000	4.474250	27.910864	27.910864	0.551066	0.003198	0.442545	0.003181	0.000009	10.574990	
21782500	-117.084658	1	1	11	'Z 0 0 Z 0 0 0 0 Z 0 Z 0 0 Z Z Z Z Z Z Z 	0.000000	4.206073	4.206073	0.000000	4.206073	4.206073	4.206073	4.206073	0.000000	4.206073	0.000000	4.206073	4.206073	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.558322	11.558322	0.953124	0.033040	0.005899	0.007937	0.000000	15.450326	
21785000	-108.705733	1	2	9	'Z 1 1 Z Z Z 0 Z 0 0 Z 1 1 1 Z 0 Z 0 Z 0 	0.000000	6.734576	6.734576	0.000000	0.000000	0.000000	0.258457	0.000000	0.258457	0.258457	0.000000	6.734576	6.734576	6.734576	0.000000	0.258457	0.000000	0.258457	0.000000	0.258457	7.524015	7.524015	0.986279	0.000000	0.000329	0.013392	0.000000	7.367676	
21787500	-108.024175	1	2	5	'0 1 1 0 0 Z 0 Z 0 Z 0 Z 1 1 0 0 0 0 Z 1 	0.336796	8.540574	8.540574	0.336796	0.336796	0.000000	0.336796	0.000000	0.336796	0.000000	0.336796	0.000000	8.540574	8.540574	0.336796	0.336796	0.336796	0.336796	0.000000	8.540574	5.276792	5.276792	0.979269	0.000029	0.000940	0.018943	0.000819	10.408842	
21790000	-115.076594	1	2	9	'Z 0 1 Z Z Z 1 Z 0 0 1 Z 0 1 Z 1 1 Z Z 0 	0.000000	8.825328	1.233558	0.000000	0.000000	0.000000	1.233558	0.000000	8.825328	8.825328	1.233558	0.000000	8.825328	1.233558	0.000000	1.233558	1.233558	0.000000	0.000000	8.825328	9.870999	9.870999	0.615633	0.000010	0.354095	0.028141	0.002122	6.460223	
21792500	-116.236687	1	1	10	'Z 0 0 Z 0 Z 0 Z 0 0 0 0 Z Z 0 Z 0 Z Z Z 	0.000000	3.356917	3.356917	0.000000	3.356917	0.000000	3.356917	0.000000	3.356917	3.356917	3.356917	3.356917	0.000000	0.000000	3.356917	0.000000	3.356917	0.000000	0.000000	0.000000	5.105806	5.105806	0.526626	0.006276	0.458606	0.004063	0.004429	8.163922	
21795000	-113.142977	1	1	12	'Z 0 0 Z Z Z 0 Z Z Z Z Z 0 0 0 0 Z Z 0 Z 	0.000000	6.510691	6.510691	0.000000	0.000000	0.000000	6.510691	0.000000	0.000000	0.000000	0.000000	0.000000	6.510691	6.510691	6.510691	6.510691	0.000000	0.000000	6.510691	0.000000	6.425041	6.425041	0.973644	0.000692	0.000000	0.025663	0.000000	22.324284	
21797500	-110.587628	1	2	6	'1 0 0 Z Z Z 1 Z Z 1 1 1 0 0 1 0 Z 1 1 1 	0.175127	16.194510	16.194510	0.000000	0.000000	0.000000	0.175127	0.000000	0.000000	0.175127	0.175127	0.175127	16.194510	16.194510	0.175127	16.194510	0.000000	0.175127	0.175127	0.175127	3.742838	3.742838	0.996153	0.000000	0.000001	0.003846	0.000000	4.263838	
21800000	-111.238193	1	2	9	'Z 0 0 1 Z 1 1 1 Z Z 0 1 0 0 1 Z Z Z Z Z 	0.000000	10.106145	10.106145	0.319400	0.000000	0.319400	0.319400	0.319400	0.000000	0.000000	10.106145	0.319400	10.106145	10.106145	0.319400	0.000000	0.000000	0.000000	0.000000	0.000000	5.006500	5.006500	0.966843	0.000002	0.012388	0.020767	0.000000	2.573316	
21802500	-108.999362	1	2	7	'1 0 0 1 1 1 1 Z 1 Z Z 1 0 0 Z Z Z Z 0 1 	0.139696	7.612373	7.612373	0.139696	0.139696	0.139696	0.139696	0.000000	0.139696	0.000000	0.000000	0.139696	7.612373	7.612373	0.000000	0.000000	0.000000	0.000000	7.612373	0.139696	9.803289	9.803289	0.986614	0.000005	0.000135	0.013239	0.000008	4.921992	
21805000	-113.123473	1	2	7	'1 0 0 Z 1 Z 1 Z 0 1 Z Z 0 Z 0 0 Z 0 1 1 	0.904982	8.457776	8.457776	0.000000	0.904982	0.000000	0.904982	0.000000	8.457776	0.904982	0.000000	0.000000	8.457776	0.000000	8.457776	8.457776	0.000000	8.457776	0.904982	0.904982	5.340864	5.340864	0.539786	0.000322	0.391513	0.068051	0.000329	11.043031	
21807500	-112.829203	1	2	6	'Z 0 0 1 1 Z 1 1 1 1 1 Z 1 0 Z Z 0 1 0 Z 	0.000000	7.192683	7.192683	0.959820	0.959820	0.000000	0.959820	0.959820	0.959820	0.959820	0.959820	0.000000	0.959820	7.192683	0.000000	0.000000	7.192683	0.959820	7.192683	0.000000	6.389088	6.389088	0.921564	0.000466	0.009386	0.000244	0.068340	19.257735	
21810000	-115.792993	1	1	10	'Z 0 0 Z Z 0 0 Z Z Z Z Z 0 0 Z 0 0 0 Z 0 	0.000000	8.379228	8.379228	0.000000	0.000000	8.379228	8.379228	0.000000	0.000000	0.000000	0.000000	0.000000	8.379228	8.379228	0.000000	8.379228	8.379228	8.379228	0.000000	8.379228	4.387044	4.387044	0.838701	0.009992	0.000000	0.075156	0.076152	30.498328	
21812500	-112.721835	1	1	12	'Z 0 0 Z Z Z 0 Z Z Z Z Z 0 0 Z 0 0 Z Z 0 	0.000000	6.531721	6.531721	0.000000	0.000000	0.000000	6.531721	0.000000	0.000000	0.000000	0.000000	0.000000	6.531721	6.531721	0.000000	6.531721	6.531721	0.000000	0.000000	6.531721	7.513161	7.513161	0.960511	0.000207	0.000000	0.016514	0.022769	35.803575	
21815000	-117.282574	1	1	8	'Z 0 0 0 0 Z 0 0 Z Z Z Z 0 0 Z 0 0 0 Z 0 	0.000000	4.987174	4.987174	4.987174	4.987174	0.000000	4.987174	4.987174	0.000000	0.000000	0.000000	0.000000	4.987174	4.987174	0.000000	4.987174	4.987174	4.987174	0.000000	4.987174	4.784861	4.784861	0.945661	0.018902	0.000000	0.017706	0.017731	54.557838	
21817500	-114.431741	1	1	10	'Z 0 0 Z 0 0 0 Z Z Z Z Z 0 Z 0 0 0 Z Z 0 	0.000000	5.528747	5.528747	0.000000	5.528747	5.528747	5.528747	0.000000	0.000000	0.000000	0.000000	0.000000	5.528747	0.000000	5.528747	5.528747	5.528747	0.000000	0.000000	5.528747	3.071241	3.071241	0.000001	0.999999	0.000000	0.000000	0.000000	66.182686	
21820000	-113.075175	1	1	13	'Z 0 0 Z 0 Z Z Z Z Z Z Z 0 0 Z 0 Z Z Z 0 	0.000000	7.248717	7.248717	0.000000	7.248717	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.248717	7.248717	0.000000	7.248717	0.000000	0.000000	0.000000	7.248717	6.320923	6.320923	0.928819	0.046458	0.000000	0.024279	0.000445	69.791865	
21822500	-115.317306	1	1	11	'Z 0 0 Z 0 0 0 Z Z Z Z Z 0 0 Z 0 0 Z Z Z 	0.000000	6.502186	6.502186	0.000000	6.502186	6.502186	6.502186	0.000000	0.000000	0.000000	0.000000	0.000000	6.502186	6.502186	0.000000	6.502186	6.502186	0.000000	0.000000	0.000000	12.328458	12.328458	0.793326	0.147391	0.000000	0.044367	0.014916	74.766319	
21825000	-113.038070	1	1	12	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 0 Z Z Z 0 Z Z 	0.000000	8.831660	8.831660	0.000000	8.831660	0.000000	8.831660	8.831660	0.000000	0.000000	0.000000	0.000000	8.831660	8.831660	0.000000	0.000000	0.000000	8.831660	0.000000	0.000000	3.081649	3.081649	0.814175	0.071021	0.000000	0.111560	0.003244	73.678807	
21827500	-113.612256	1	1	12	'Z 0 0 Z Z Z 0 Z Z Z Z Z 0 0 Z 0 Z 0 Z 0 	0.000000	8.407350	8.407350	0.000000	0.000000	0.000000	8.407350	0.000000	0.000000	0.000000	0.000000	0.000000	8.407350	8.407350	0.000000	8.407350	0.000000	8.407350	0.000000	8.407350	4.878504	4.878504	0.984149	0.000394	0.000000	0.015065	0.000393	97.289746	
21830000	-117.862964	1	1	6	'Z 0 0 Z 0 0 0 Z 0 0 Z 0 0 0 0 0 0 Z 0 Z 	0.000000	2.477768	2.477768	0.000000	2.477768	2.477768	2.477768	0.000000	2.477768	2.477768	0.000000	2.477768	2.477768	2.477768	2.477768	2.477768	2.477768	0.000000	2.477768	0.000000	9.368968	9.368968	0.413535	0.022437	0.530255	0.017546	0.016227	82.893436	
21832500	-117.638057	1	1	10	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 0 Z 0 Z 0 Z 0 	0.000000	3.063754	3.063754	0.000000	3.063754	0.000000	3.063754	3.063754	0.000000	0.000000	0.000000	0.000000	3.063754	3.063754	0.000000	3.063754	0.000000	3.063754	0.000000	3.063754	11.147514	11.147514	0.992894	0.003588	0.000000	0.003493	0.000025	88.342656	
21835000	-118.229179	1	1	8	'Z 0 0 Z Z Z 0 Z 0 Z 0 0 0 0 0 0 Z 0 0 Z 	0.000000	3.142065	3.142065	0.000000	0.000000	0.000000	3.142065	0.000000	3.142065	0.000000	3.142065	3.142065	3.142065	3.142065	3.142065	3.142065	0.000000	3.142065	3.142065	0.000000	7.297759	7.297759	0.623775	0.000078	0.353041	0.021107	0.001998	93.316393	
21837500	-113.872325	1	2	10	'Z 0 0 Z Z Z 1 Z 0 Z Z Z 0 0 1 0 1 Z Z 0 	0.000000	7.211461	7.211461	0.000000	0.000000	0.000000	4.957572	0.000000	7.211461	0.000000	0.000000	0.000000	7.211461	7.211461	4.957572	7.211461	4.957572	0.000000	0.000000	7.211461	8.309561	8.309561	0.654455	0.000323	0.298298	0.033003	0.013922	97.568706	
21840000	-111.450907	1	1	13	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 Z Z Z Z 	0.000000	5.889376	5.889376	0.000000	5.889376	0.000000	5.889376	0.000000	0.000000	0.000000	0.000000	0.000000	5.889376	5.889376	0.000000	5.889376	0.000000	0.000000	0.000000	0.000000	10.490452	10.490452	0.970462	0.017885	0.000000	0.011652	0.000000	82.524948	
21842500	-120.898866	1	1	5	'Z 0 0 Z 0 0 0 0 0 0 Z 0 0 0 Z 0 0 Z 0 0 	0.000000	5.335423	5.335423	0.000000	5.335423	5.335423	5.335423	5.335423	5.335423	5.335423	0.000000	5.335423	5.335423	5.335423	0.000000	5.335423	5.335423	0.000000	5.335423	5.335423	13.747902	13.747902	0.405942	0.050568	0.487597	0.015556	0.040337	58.605020	
21845000	-112.269018	1	1	11	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 0 0 Z Z Z 0 	0.000000	6.290288	6.290288	0.000000	6.290288	0.000000	6.290288	0.000000	0.000000	0.000000	0.000000	0.000000	6.290288	6.290288	6.290288	6.290288	0.000000	0.000000	0.000000	6.290288	8.967958	8.967958	0.926543	0.039662	0.000000	0.033093	0.000702	84.999919	
21847500	-114.373232	1	1	11	'Z 0 0 Z 0 0 0 0 Z Z Z Z 0 0 0 Z Z Z Z Z 	0.000000	9.356788	9.356788	0.000000	9.356788	9.356788	9.356788	9.356788	0.000000	0.000000	0.000000	0.000000	9.356788	9.356788	9.356788	0.000000	0.000000	0.000000	0.000000	0.000000	3.308138	3.308138	0.842105	0.056943	0.000000	0.100951	0.000000	81.287129	
21850000	-115.388104	1	1	8	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 0 0 0 0 Z 0 0 	0.000000	5.453886	5.453886	0.000000	5.453886	0.000000	5.453886	5.453886	0.000000	0.000000	0.000000	0.000000	5.453886	5.453886	5.453886	5.453886	5.453886	0.000000	5.453886	5.453886	9.582054	9.582054	0.859941	0.045664	0.000000	0.050682	0.043713	61.921168	
21852500	-114.468074	1	1	9	'Z 0 0 Z 0 Z 0 0 0 Z Z Z 0 0 Z 0 Z 0 0 Z 	0.000000	7.274633	7.274633	0.000000	7.274633	0.000000	7.274633	7.274633	7.274633	0.000000	0.000000	0.000000	7.274633	7.274633	0.000000	7.274633	0.000000	7.274633	7.274633	0.000000	5.365469	5.365469	0.546011	0.049307	0.326407	0.044787	0.033488	80.627393	
21855000	-112.103658	1	1	12	'Z 0 0 Z 0 Z 0 Z 0 Z Z Z 0 0 Z 0 Z Z Z Z 	0.000000	9.266100	9.266100	0.000000	9.266100	0.000000	9.266100	0.000000	9.266100	0.000000	0.000000	0.000000	9.266100	9.266100	0.000000	9.266100	0.000000	0.000000	0.000000	0.000000	4.016254	4.016254	0.496712	0.050953	0.426167	0.026169	0.000000	60.722000	
21857500	-118.963575	1	1	10	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 Z Z 0 Z 0 0 0 	0.000000	18.270475	18.270475	0.000000	18.270475	0.000000	18.270475	18.270475	0.000000	0.000000	0.000000	0.000000	18.270475	0.000000	0.000000	18.270475	0.000000	18.270475	18.270475	18.270475	7.201617	7.201617	0.881469	0.051605	0.000000	0.047397	0.019529	63.993538	
21860000	-117.461417	1	1	13	'0 0 0 Z 0 Z Z Z Z Z Z Z 0 Z Z 0 0 Z Z Z 	9.415879	9.415879	9.415879	0.000000	9.415879	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.415879	0.000000	0.000000	9.415879	9.415879	0.000000	0.000000	0.000000	6.760075	6.760075	0.940536	0.020778	0.000000	0.019300	0.019387	36.777867	
21862500	-113.881691	1	1	10	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 Z Z 0 0 0 Z 0 	0.000000	8.333395	8.333395	0.000000	8.333395	0.000000	8.333395	8.333395	0.000000	0.000000	0.000000	0.000000	8.333395	0.000000	0.000000	8.333395	8.333395	8.333395	0.000000	8.333395	5.251834	5.251834	0.638563	0.152811	0.000000	0.082679	0.125947	13.126951	
