Default schedule
Rate	55.56
CV	22.22
Rev Jump	11.11
Prior Change	11.11
Rate Tried	% Accepted	CV Tried	% Accepted	Rev Jump Tried	% Accepted	Prior Change Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
612	0.297386	208	0.418269	76	0.105263	104	1.000000	3.647359	820	0.328049	0.381000	0.361168	
275	0.250909	121	0.330579	39	0.153846	65	0.969231	3.647359	396	0.275253	0.356000	0.361183	
540	0.231481	229	0.366812	74	0.121622	157	1.000000	3.647359	769	0.271782	0.375000	0.361274	
293	0.300341	118	0.415254	33	0.242424	56	1.000000	3.647359	411	0.333333	0.402000	0.361306	
539	0.257885	229	0.318777	93	0.075269	139	1.000000	3.647359	768	0.276042	0.358000	0.361346	
296	0.233108	128	0.328125	19	0.157895	57	1.000000	3.647359	424	0.261792	0.342000	0.361360	
564	0.251773	212	0.273585	86	0.093023	138	0.992754	3.647359	776	0.257732	0.345000	0.361321	
279	0.258065	98	0.408163	41	0.121951	82	1.000000	3.647359	377	0.297082	0.398000	0.361416	
581	0.283993	204	0.323529	76	0.105263	139	0.992806	3.647359	785	0.294268	0.377000	0.361506	
274	0.240876	127	0.377953	30	0.166667	69	1.000000	3.647359	401	0.284289	0.376000	0.361596	
568	0.308099	201	0.358209	91	0.175824	140	1.000000	3.647359	769	0.321196	0.403000	0.361705	
281	0.313167	102	0.303922	56	0.125000	61	1.000000	3.647359	383	0.310705	0.374000	0.361769	
585	0.276923	222	0.324324	73	0.095890	120	0.991667	3.647359	807	0.289963	0.360000	0.361768	
288	0.361111	116	0.327586	31	0.161290	65	1.000000	3.647359	404	0.351485	0.424000	0.361895	
580	0.265517	226	0.345133	80	0.200000	114	0.991228	3.647359	806	0.287841	0.361000	0.361923	
278	0.305755	119	0.352941	38	0.105263	65	1.000000	3.647359	397	0.319899	0.392000	0.361987	
509	0.151277	224	0.410714	132	0.068182	135	0.992593	3.647359	733	0.230559	0.312000	0.361915	
290	0.217241	111	0.342342	41	0.195122	58	1.000000	3.647359	401	0.251870	0.334000	0.361911	
