species_asw,family,order,SSE_larva,SSE_adult
Allophryne_relicta,Allophrynidae,Anura,1,1
Allophryne_resplendens,Allophrynidae,Anura,1,1
Allophryne_ruthveni,Allophrynidae,Anura,1,1
Alsodes_australis,Alsodidae,Anura,1,1
Alsodes_barrioi,Alsodidae,Anura,1,1
Alsodes_cantillanensis,Alsodidae,Anura,1,1
Alsodes_coppingeri,Alsodidae,Anura,1,1
Alsodes_gargola,Alsodidae,Anura,1,1
Alsodes_hugoi,Alsodidae,Anura,1,1
Alsodes_igneus,Alsodidae,Anura,1,1
Alsodes_kaweshkari,Alsodidae,Anura,1,1
Alsodes_montanus,Alsodidae,Anura,1,1
Alsodes_monticola,Alsodidae,Anura,1,1
Alsodes_neuquensis,Alsodidae,Anura,1,1
Alsodes_nodosus,Alsodidae,Anura,1,1
Alsodes_norae,Alsodidae,Anura,1,1
Alsodes_pehuenche,Alsodidae,Anura,1,1
Alsodes_tumultuosus,Alsodidae,Anura,1,1
Alsodes_valdiviensis,Alsodidae,Anura,1,1
Alsodes_vanzolinii,Alsodidae,Anura,1,1
Alsodes_verrucosus,Alsodidae,Anura,1,1
Alsodes_vittatus,Alsodidae,Anura,1,1
Eupsophus_altor,Alsodidae,Anura,1,1
Eupsophus_calcaratus,Alsodidae,Anura,1,1
Eupsophus_contulmoensis,Alsodidae,Anura,1,1
Eupsophus_emiliopugini,Alsodidae,Anura,1,1
Eupsophus_insularis,Alsodidae,Anura,1,1
Eupsophus_migueli,Alsodidae,Anura,1,1
Eupsophus_nahuelbutensis,Alsodidae,Anura,1,1
Eupsophus_roseus,Alsodidae,Anura,1,1
Eupsophus_septentrionalis,Alsodidae,Anura,1,1
Eupsophus_vertebralis,Alsodidae,Anura,1,1
Limnomedusa_macroglossa,Alsodidae,Anura,1,1
Alytes_cisternasii,Alytidae,Anura,1,1
Alytes_dickhilleni,Alytidae,Anura,1,1
Alytes_maurus,Alytidae,Anura,1,1
Alytes_muletensis,Alytidae,Anura,1,1
Alytes_obstetricans,Alytidae,Anura,1,1
Discoglossus_galganoi,Alytidae,Anura,1,1
Discoglossus_jeanneae,Alytidae,Anura,1,1
Discoglossus_montalentii,Alytidae,Anura,1,1
Discoglossus_pictus,Alytidae,Anura,1,1
Discoglossus_sardus,Alytidae,Anura,1,1
Discoglossus_scovazzi,Alytidae,Anura,1,1
Latonia_nigriventer,Alytidae,Anura,1,1
Allobates_alessandroi,Aromobatidae,Anura,1,1
Allobates_algorei,Aromobatidae,Anura,1,1
Allobates_amissibilis,Aromobatidae,Anura,1,1
Allobates_bacurau,Aromobatidae,Anura,1,1
Allobates_bromelicola,Aromobatidae,Anura,1,1
Allobates_brunneus,Aromobatidae,Anura,1,1
Allobates_caeruleodactylus,Aromobatidae,Anura,1,1
Allobates_carajas,Aromobatidae,Anura,1,1
Allobates_caribe,Aromobatidae,Anura,1,1
Allobates_cepedai,Aromobatidae,Anura,1,1
Allobates_chalcopis,Aromobatidae,Anura,1,1
Allobates_conspicuus,Aromobatidae,Anura,1,1
Allobates_crombiei,Aromobatidae,Anura,1,1
Allobates_femoralis,Aromobatidae,Anura,1,1
Allobates_flaviventris,Aromobatidae,Anura,1,1
Allobates_fratisenescus,Aromobatidae,Anura,1,1
Allobates_fuscellus,Aromobatidae,Anura,1,1
Allobates_gasconi,Aromobatidae,Anura,1,1
Allobates_goianus,Aromobatidae,Anura,1,1
Allobates_granti,Aromobatidae,Anura,1,1
Allobates_grillisimilis,Aromobatidae,Anura,1,1
Allobates_hodli,Aromobatidae,Anura,1,1
Allobates_humilis,Aromobatidae,Anura,1,1
Allobates_ignotus,Aromobatidae,Anura,1,1
Allobates_insperatus,Aromobatidae,Anura,1,1
Allobates_juami,Aromobatidae,Anura,1,1
Allobates_juanii,Aromobatidae,Anura,1,1
Allobates_kingsburyi,Aromobatidae,Anura,1,1
Allobates_magnussoni,Aromobatidae,Anura,1,1
Allobates_mandelorum,Aromobatidae,Anura,1,1
Allobates_marchesianus,Aromobatidae,Anura,1,1
Allobates_masniger,Aromobatidae,Anura,1,1
Allobates_mcdiarmidi,Aromobatidae,Anura,1,1
Allobates_melanolaemus,Aromobatidae,Anura,1,1
Allobates_myersi,Aromobatidae,Anura,1,1
Allobates_nidicola,Aromobatidae,Anura,1,1
Allobates_niputidea,Aromobatidae,Anura,1,1
Allobates_olfersioides,Aromobatidae,Anura,1,1
Allobates_ornatus,Aromobatidae,Anura,1,1
Allobates_paleovarzensis,Aromobatidae,Anura,1,1
Allobates_picachos,Aromobatidae,Anura,1,1
Allobates_pittieri,Aromobatidae,Anura,1,1
Allobates_ranoides,Aromobatidae,Anura,1,1
Allobates_sanmartini,Aromobatidae,Anura,1,1
Allobates_subfolionidificans,Aromobatidae,Anura,1,1
Allobates_sumtuosus,Aromobatidae,Anura,1,1
Allobates_talamancae,Aromobatidae,Anura,1,1
Allobates_tapajos,Aromobatidae,Anura,1,1
Allobates_tinae,Aromobatidae,Anura,1,1
Allobates_trilineatus,Aromobatidae,Anura,1,1
Allobates_undulatus,Aromobatidae,Anura,1,1
Allobates_vanzolinius,Aromobatidae,Anura,1,1
Allobates_wayuu,Aromobatidae,Anura,1,1
Allobates_zaparo,Aromobatidae,Anura,1,1
Anomaloglossus_apiau,Aromobatidae,Anura,1,1
Anomaloglossus_ayarzaguenai,Aromobatidae,Anura,1,1
Anomaloglossus_baeobatrachus,Aromobatidae,Anura,1,1
Anomaloglossus_beebei,Aromobatidae,Anura,1,1
Anomaloglossus_blanci,Aromobatidae,Anura,1,1
Anomaloglossus_breweri,Aromobatidae,Anura,1,1
Anomaloglossus_degranvillei,Aromobatidae,Anura,1,1
Anomaloglossus_dewynteri,Aromobatidae,Anura,1,1
Anomaloglossus_guanayensis,Aromobatidae,Anura,1,1
Anomaloglossus_kaiei,Aromobatidae,Anura,1,1
Anomaloglossus_leopardus,Aromobatidae,Anura,1,1
Anomaloglossus_meansi,Aromobatidae,Anura,1,1
Anomaloglossus_megacephalus,Aromobatidae,Anura,1,1
Anomaloglossus_mitaraka,Aromobatidae,Anura,1,1
Anomaloglossus_moffetti,Aromobatidae,Anura,1,1
Anomaloglossus_murisipanensis,Aromobatidae,Anura,1,1
Anomaloglossus_parimae,Aromobatidae,Anura,1,1
Anomaloglossus_parkerae,Aromobatidae,Anura,1,1
Anomaloglossus_praderioi,Aromobatidae,Anura,1,1
Anomaloglossus_roraima,Aromobatidae,Anura,1,1
Anomaloglossus_rufulus,Aromobatidae,Anura,1,1
Anomaloglossus_shrevei,Aromobatidae,Anura,1,1
Anomaloglossus_stepheni,Aromobatidae,Anura,1,1
Anomaloglossus_surinamensis,Aromobatidae,Anura,1,1
Anomaloglossus_tamacuarensis,Aromobatidae,Anura,1,1
Anomaloglossus_tepequem,Aromobatidae,Anura,1,1
Anomaloglossus_tepuyensis,Aromobatidae,Anura,1,1
Anomaloglossus_triunfo,Aromobatidae,Anura,1,1
Anomaloglossus_verbeeksnyderorum,Aromobatidae,Anura,1,1
Anomaloglossus_wothuja,Aromobatidae,Anura,1,1
Aromobates_alboguttatus,Aromobatidae,Anura,1,1
Aromobates_cannatellai,Aromobatidae,Anura,1,1
Aromobates_capurinensis,Aromobatidae,Anura,1,1
Aromobates_duranti,Aromobatidae,Anura,1,1
Aromobates_ericksonae,Aromobatidae,Anura,1,1
Aromobates_haydeeae,Aromobatidae,Anura,1,1
Aromobates_leopardalis,Aromobatidae,Anura,1,1
Aromobates_mayorgai,Aromobatidae,Anura,1,1
Aromobates_meridensis,Aromobatidae,Anura,1,1
Aromobates_molinarii,Aromobatidae,Anura,1,1
Aromobates_nocturnus,Aromobatidae,Anura,1,1
Aromobates_ornatissimus,Aromobatidae,Anura,1,1
Aromobates_orostoma,Aromobatidae,Anura,1,1
Aromobates_saltuensis,Aromobatidae,Anura,1,1
Aromobates_serranus,Aromobatidae,Anura,1,1
Aromobates_tokuko,Aromobatidae,Anura,1,1
Aromobates_walterarpi,Aromobatidae,Anura,1,1
Aromobates_zippeli,Aromobatidae,Anura,1,1
Mannophryne_caquetio,Aromobatidae,Anura,1,1
Mannophryne_collaris,Aromobatidae,Anura,1,1
Mannophryne_cordilleriana,Aromobatidae,Anura,1,1
Mannophryne_herminae,Aromobatidae,Anura,1,1
Mannophryne_lamarcai,Aromobatidae,Anura,1,1
Mannophryne_larandina,Aromobatidae,Anura,1,1
Mannophryne_leonardoi,Aromobatidae,Anura,1,1
Mannophryne_molinai,Aromobatidae,Anura,1,1
Mannophryne_neblina,Aromobatidae,Anura,1,1
Mannophryne_oblitterata,Aromobatidae,Anura,1,1
Mannophryne_olmonae,Aromobatidae,Anura,1,1
Mannophryne_orellana,Aromobatidae,Anura,1,1
Mannophryne_riveroi,Aromobatidae,Anura,1,1
Mannophryne_speeri,Aromobatidae,Anura,1,1
Mannophryne_trinitatis,Aromobatidae,Anura,1,1
Mannophryne_trujillensis,Aromobatidae,Anura,1,1
Mannophryne_urticans,Aromobatidae,Anura,1,1
Mannophryne_venezuelensis,Aromobatidae,Anura,1,1
Mannophryne_vulcano,Aromobatidae,Anura,1,1
Mannophryne_yustizi,Aromobatidae,Anura,1,1
Prostherapis_dunni,Aromobatidae,Anura,1,1
Rheobates_palmatus,Aromobatidae,Anura,1,1
Rheobates_pseudopalmatus,Aromobatidae,Anura,1,1
Arthroleptis_adelphus,Arthroleptidae,Anura,0,1
Arthroleptis_adolfifriederici,Arthroleptidae,Anura,0,1
Arthroleptis_affinis,Arthroleptidae,Anura,0,1
Arthroleptis_anotis,Arthroleptidae,Anura,0,1
Arthroleptis_aureoli,Arthroleptidae,Anura,0,1
Arthroleptis_bioko,Arthroleptidae,Anura,0,1
Arthroleptis_bivittatus,Arthroleptidae,Anura,0,1
Arthroleptis_brevipes,Arthroleptidae,Anura,0,1
Arthroleptis_carquejai,Arthroleptidae,Anura,0,1
Arthroleptis_crusculum,Arthroleptidae,Anura,0,1
Arthroleptis_fichika,Arthroleptidae,Anura,0,1
Arthroleptis_formosus,Arthroleptidae,Anura,0,1
Arthroleptis_francei,Arthroleptidae,Anura,0,1
Arthroleptis_hematogaster,Arthroleptidae,Anura,0,1
Arthroleptis_kidogo,Arthroleptidae,Anura,0,1
Arthroleptis_krokosua,Arthroleptidae,Anura,0,1
Arthroleptis_kutogundua,Arthroleptidae,Anura,0,1
Arthroleptis_lameerei,Arthroleptidae,Anura,0,1
Arthroleptis_langeri,Arthroleptidae,Anura,0,1
Arthroleptis_loveridgei,Arthroleptidae,Anura,0,1
Arthroleptis_mossoensis,Arthroleptidae,Anura,0,1
Arthroleptis_nguruensis,Arthroleptidae,Anura,0,1
Arthroleptis_nikeae,Arthroleptidae,Anura,0,1
Arthroleptis_nimbaensis,Arthroleptidae,Anura,0,1
Arthroleptis_nlonakoensis,Arthroleptidae,Anura,0,1
Arthroleptis_palava,Arthroleptidae,Anura,0,1
Arthroleptis_perreti,Arthroleptidae,Anura,0,1
Arthroleptis_phrynoides,Arthroleptidae,Anura,0,1
Arthroleptis_poecilonotus,Arthroleptidae,Anura,0,1
Arthroleptis_pyrrhoscelis,Arthroleptidae,Anura,0,1
Arthroleptis_reichei,Arthroleptidae,Anura,0,1
Arthroleptis_schubotzi,Arthroleptidae,Anura,0,1
Arthroleptis_spinalis,Arthroleptidae,Anura,0,1
Arthroleptis_stenodactylus,Arthroleptidae,Anura,0,1
Arthroleptis_stridens,Arthroleptidae,Anura,0,1
Arthroleptis_sylvaticus,Arthroleptidae,Anura,0,1
Arthroleptis_taeniatus,Arthroleptidae,Anura,0,1
Arthroleptis_tanneri,Arthroleptidae,Anura,0,1
Arthroleptis_troglodytes,Arthroleptidae,Anura,0,1
Arthroleptis_tuberosus,Arthroleptidae,Anura,0,1
Arthroleptis_variabilis,Arthroleptidae,Anura,0,1
Arthroleptis_vercammeni,Arthroleptidae,Anura,0,1
Arthroleptis_wageri,Arthroleptidae,Anura,0,1
Arthroleptis_wahlbergii,Arthroleptidae,Anura,0,1
Arthroleptis_xenochirus,Arthroleptidae,Anura,0,1
Arthroleptis_xenodactyloides,Arthroleptidae,Anura,0,1
Arthroleptis_xenodactylus,Arthroleptidae,Anura,0,1
Arthroleptis_zimmeri,Arthroleptidae,Anura,0,1
Astylosternus_batesi,Arthroleptidae,Anura,1,1
Astylosternus_diadematus,Arthroleptidae,Anura,1,1
Astylosternus_fallax,Arthroleptidae,Anura,1,1
Astylosternus_laticephalus,Arthroleptidae,Anura,1,1
Astylosternus_laurenti,Arthroleptidae,Anura,1,1
Astylosternus_montanus,Arthroleptidae,Anura,1,1
Astylosternus_nganhanus,Arthroleptidae,Anura,1,1
Astylosternus_occidentalis,Arthroleptidae,Anura,1,1
Astylosternus_perreti,Arthroleptidae,Anura,1,1
Astylosternus_ranoides,Arthroleptidae,Anura,1,1
Astylosternus_rheophilus,Arthroleptidae,Anura,1,1
Astylosternus_schioetzi,Arthroleptidae,Anura,1,1
Cardioglossa_alsco,Arthroleptidae,Anura,1,1
Cardioglossa_annulata,Arthroleptidae,Anura,1,1
Cardioglossa_congolia,Arthroleptidae,Anura,1,1
Cardioglossa_cyaneospila,Arthroleptidae,Anura,1,1
Cardioglossa_elegans,Arthroleptidae,Anura,1,1
Cardioglossa_escalerae,Arthroleptidae,Anura,1,1
Cardioglossa_gracilis,Arthroleptidae,Anura,1,1
Cardioglossa_gratiosa,Arthroleptidae,Anura,1,1
Cardioglossa_inornata,Arthroleptidae,Anura,1,1
Cardioglossa_leucomystax,Arthroleptidae,Anura,1,1
Cardioglossa_manengouba,Arthroleptidae,Anura,1,1
Cardioglossa_melanogaster,Arthroleptidae,Anura,1,1
Cardioglossa_nigromaculata,Arthroleptidae,Anura,1,1
Cardioglossa_occidentalis,Arthroleptidae,Anura,1,1
Cardioglossa_oreas,Arthroleptidae,Anura,1,1
Cardioglossa_pulchra,Arthroleptidae,Anura,1,1
Cardioglossa_schioetzi,Arthroleptidae,Anura,1,1
Cardioglossa_trifasciata,Arthroleptidae,Anura,1,1
Cardioglossa_venusta,Arthroleptidae,Anura,1,1
Leptodactylodon_albiventris,Arthroleptidae,Anura,1,1
Leptodactylodon_axillaris,Arthroleptidae,Anura,1,1
Leptodactylodon_bicolor,Arthroleptidae,Anura,1,1
Leptodactylodon_blanci,Arthroleptidae,Anura,1,1
Leptodactylodon_boulengeri,Arthroleptidae,Anura,1,1
Leptodactylodon_bueanus,Arthroleptidae,Anura,1,1
Leptodactylodon_erythrogaster,Arthroleptidae,Anura,1,1
Leptodactylodon_mertensi,Arthroleptidae,Anura,1,1
Leptodactylodon_ornatus,Arthroleptidae,Anura,1,1
Leptodactylodon_ovatus,Arthroleptidae,Anura,1,1
Leptodactylodon_perreti,Arthroleptidae,Anura,1,1
Leptodactylodon_polyacanthus,Arthroleptidae,Anura,1,1
Leptodactylodon_stevarti,Arthroleptidae,Anura,1,1
Leptodactylodon_ventrimarmoratus,Arthroleptidae,Anura,1,1
Leptodactylodon_wildi,Arthroleptidae,Anura,1,1
Leptopelis_anchietae,Arthroleptidae,Anura,1,1
Leptopelis_anebos,Arthroleptidae,Anura,1,1
Leptopelis_argenteus,Arthroleptidae,Anura,1,1
Leptopelis_aubryi,Arthroleptidae,Anura,1,1
Leptopelis_aubryioides,Arthroleptidae,Anura,1,1
Leptopelis_bequaerti,Arthroleptidae,Anura,1,1
Leptopelis_bocagii,Arthroleptidae,Anura,1,1
Leptopelis_boulengeri,Arthroleptidae,Anura,1,1
Leptopelis_brevipes,Arthroleptidae,Anura,0,1
Leptopelis_brevirostris,Arthroleptidae,Anura,1,1
Leptopelis_bufonides,Arthroleptidae,Anura,1,1
Leptopelis_calcaratus,Arthroleptidae,Anura,1,1
Leptopelis_christyi,Arthroleptidae,Anura,1,1
Leptopelis_concolor,Arthroleptidae,Anura,1,1
Leptopelis_crystallinoron,Arthroleptidae,Anura,0,1
Leptopelis_cynnamomeus,Arthroleptidae,Anura,1,1
Leptopelis_fenestratus,Arthroleptidae,Anura,1,1
Leptopelis_fiziensis,Arthroleptidae,Anura,1,1
Leptopelis_flavomaculatus,Arthroleptidae,Anura,1,1
Leptopelis_gramineus,Arthroleptidae,Anura,1,1
Leptopelis_grandiceps,Arthroleptidae,Anura,1,1
Leptopelis_jordani,Arthroleptidae,Anura,1,1
Leptopelis_karissimbensis,Arthroleptidae,Anura,1,1
Leptopelis_kivuensis,Arthroleptidae,Anura,1,1
Leptopelis_lebeaui,Arthroleptidae,Anura,1,1
Leptopelis_mackayi,Arthroleptidae,Anura,1,1
Leptopelis_macrotis,Arthroleptidae,Anura,1,1
Leptopelis_marginatus,Arthroleptidae,Anura,1,1
Leptopelis_millsoni,Arthroleptidae,Anura,1,1
Leptopelis_modestus,Arthroleptidae,Anura,1,1
Leptopelis_mossambicus,Arthroleptidae,Anura,1,1
Leptopelis_mtoewaate,Arthroleptidae,Anura,1,1
Leptopelis_natalensis,Arthroleptidae,Anura,1,1
Leptopelis_nordequatorialis,Arthroleptidae,Anura,1,1
Leptopelis_notatus,Arthroleptidae,Anura,1,1
Leptopelis_occidentalis,Arthroleptidae,Anura,1,1
Leptopelis_ocellatus,Arthroleptidae,Anura,1,1
Leptopelis_oryi,Arthroleptidae,Anura,1,1
Leptopelis_palmatus,Arthroleptidae,Anura,1,1
Leptopelis_parbocagii,Arthroleptidae,Anura,1,1
Leptopelis_parkeri,Arthroleptidae,Anura,1,1
Leptopelis_parvus,Arthroleptidae,Anura,1,1
Leptopelis_ragazzii,Arthroleptidae,Anura,1,1
Leptopelis_rufus,Arthroleptidae,Anura,1,1
Leptopelis_spiritusnoctis,Arthroleptidae,Anura,1,1
Leptopelis_susanae,Arthroleptidae,Anura,1,1
Leptopelis_uluguruensis,Arthroleptidae,Anura,1,1
Leptopelis_vannutellii,Arthroleptidae,Anura,1,1
Leptopelis_vermiculatus,Arthroleptidae,Anura,1,1
Leptopelis_viridis,Arthroleptidae,Anura,1,1
Leptopelis_xenodactylus,Arthroleptidae,Anura,1,1
Leptopelis_yaldeni,Arthroleptidae,Anura,1,1
Leptopelis_zebra,Arthroleptidae,Anura,1,1
Nyctibates_corrugatus,Arthroleptidae,Anura,1,1
Scotobleps_gabonicus,Arthroleptidae,Anura,1,1
Trichobatrachus_robustus,Arthroleptidae,Anura,1,1
Ascaphus_montanus,Ascaphidae,Anura,1,1
Ascaphus_truei,Ascaphidae,Anura,1,1
Atelognathus_nitoi,Batrachylidae,Anura,1,1
Atelognathus_patagonicus,Batrachylidae,Anura,1,1
Atelognathus_praebasalticus,Batrachylidae,Anura,1,1
Atelognathus_reverberii,Batrachylidae,Anura,1,1
Atelognathus_solitarius,Batrachylidae,Anura,1,1
Batrachyla_antartandica,Batrachylidae,Anura,1,1
Batrachyla_fitzroya,Batrachylidae,Anura,1,1
Batrachyla_leptopus,Batrachylidae,Anura,1,1
Batrachyla_nibaldoi,Batrachylidae,Anura,1,1
Batrachyla_taeniata,Batrachylidae,Anura,1,1
Chaltenobatrachus_grandisonae,Batrachylidae,Anura,1,1
Hylorina_sylvatica,Batrachylidae,Anura,1,1
Barbourula_busuangensis,Bombinatoridae,Anura,0,1
Barbourula_kalimantanensis,Bombinatoridae,Anura,0,1
Bombina_bombina,Bombinatoridae,Anura,1,1
Bombina_maxima,Bombinatoridae,Anura,1,1
Bombina_microdeladigitora,Bombinatoridae,Anura,1,1
Bombina_orientalis,Bombinatoridae,Anura,1,1
Bombina_pachypus,Bombinatoridae,Anura,1,1
Bombina_variegata,Bombinatoridae,Anura,1,1
Brachycephalus_actaeus,Brachycephalidae,Anura,0,1
Brachycephalus_albolineatus,Brachycephalidae,Anura,0,1
Brachycephalus_alipioi,Brachycephalidae,Anura,0,1
Brachycephalus_atelopoide,Brachycephalidae,Anura,0,1
Brachycephalus_auroguttatus,Brachycephalidae,Anura,0,1
Brachycephalus_boticario,Brachycephalidae,Anura,0,1
Brachycephalus_brunneus,Brachycephalidae,Anura,0,1
Brachycephalus_bufonoides,Brachycephalidae,Anura,0,1
Brachycephalus_coloratus,Brachycephalidae,Anura,0,1
Brachycephalus_crispus,Brachycephalidae,Anura,0,1
Brachycephalus_curupira,Brachycephalidae,Anura,0,1
Brachycephalus_darkside,Brachycephalidae,Anura,0,1
Brachycephalus_didactylus,Brachycephalidae,Anura,0,1
Brachycephalus_ephippium,Brachycephalidae,Anura,0,1
Brachycephalus_ferruginus,Brachycephalidae,Anura,0,1
Brachycephalus_fuscolineatus,Brachycephalidae,Anura,0,1
Brachycephalus_garbeanus,Brachycephalidae,Anura,0,1
Brachycephalus_guarani,Brachycephalidae,Anura,0,1
Brachycephalus_hermogenesi,Brachycephalidae,Anura,0,1
Brachycephalus_izecksohni,Brachycephalidae,Anura,0,1
Brachycephalus_leopardus,Brachycephalidae,Anura,0,1
Brachycephalus_margaritatus,Brachycephalidae,Anura,0,1
Brachycephalus_mariaeterezae,Brachycephalidae,Anura,0,1
Brachycephalus_mirissimus,Brachycephalidae,Anura,0,1
Brachycephalus_nodoterga,Brachycephalidae,Anura,0,1
Brachycephalus_olivaceus,Brachycephalidae,Anura,0,1
Brachycephalus_pernix,Brachycephalidae,Anura,0,1
Brachycephalus_pitanga,Brachycephalidae,Anura,0,1
Brachycephalus_pombali,Brachycephalidae,Anura,0,1
Brachycephalus_pulex,Brachycephalidae,Anura,0,1
Brachycephalus_quiririensis,Brachycephalidae,Anura,0,1
Brachycephalus_sulfuratus,Brachycephalidae,Anura,0,1
Brachycephalus_toby,Brachycephalidae,Anura,0,1
Brachycephalus_tridactylus,Brachycephalidae,Anura,0,1
Brachycephalus_verrucosus,Brachycephalidae,Anura,0,1
Brachycephalus_vertebralis,Brachycephalidae,Anura,0,1
Ischnocnema_abdita,Brachycephalidae,Anura,0,1
Ischnocnema_bolbodactyla,Brachycephalidae,Anura,0,1
Ischnocnema_colibri,Brachycephalidae,Anura,0,1
Ischnocnema_concolor,Brachycephalidae,Anura,0,1
Ischnocnema_epipeda,Brachycephalidae,Anura,0,1
Ischnocnema_erythromera,Brachycephalidae,Anura,0,1
Ischnocnema_feioi,Brachycephalidae,Anura,0,1
Ischnocnema_garciai,Brachycephalidae,Anura,0,1
Ischnocnema_gehrti,Brachycephalidae,Anura,0,1
Ischnocnema_gualteri,Brachycephalidae,Anura,0,1
Ischnocnema_guentheri,Brachycephalidae,Anura,0,1
Ischnocnema_henselii,Brachycephalidae,Anura,0,1
Ischnocnema_hoehnei,Brachycephalidae,Anura,0,1
Ischnocnema_holti,Brachycephalidae,Anura,0,1
Ischnocnema_izecksohni,Brachycephalidae,Anura,0,1
Ischnocnema_juipoca,Brachycephalidae,Anura,0,1
Ischnocnema_karst,Brachycephalidae,Anura,0,1
Ischnocnema_lactea,Brachycephalidae,Anura,0,1
Ischnocnema_manezinho,Brachycephalidae,Anura,0,1
Ischnocnema_melanopygia,Brachycephalidae,Anura,0,1
Ischnocnema_nanahallux,Brachycephalidae,Anura,0,1
Ischnocnema_nasuta,Brachycephalidae,Anura,0,1
Ischnocnema_nigriventris,Brachycephalidae,Anura,0,1
Ischnocnema_octavioi,Brachycephalidae,Anura,0,1
Ischnocnema_oea,Brachycephalidae,Anura,0,1
Ischnocnema_paranaensis,Brachycephalidae,Anura,0,1
Ischnocnema_parnaso,Brachycephalidae,Anura,0,1
Ischnocnema_parva,Brachycephalidae,Anura,0,1
Ischnocnema_penaxavantinho,Brachycephalidae,Anura,0,1
Ischnocnema_pusilla,Brachycephalidae,Anura,0,1
Ischnocnema_randorum,Brachycephalidae,Anura,0,1
Ischnocnema_sambaqui,Brachycephalidae,Anura,0,1
Ischnocnema_spanios,Brachycephalidae,Anura,0,1
Ischnocnema_surda,Brachycephalidae,Anura,0,1
Ischnocnema_venancioi,Brachycephalidae,Anura,0,1
Ischnocnema_verrucosa,Brachycephalidae,Anura,0,1
Ischnocnema_vizottoi,Brachycephalidae,Anura,0,1
Balebreviceps_hillmani,Brevicipitidae,Anura,1,1
Breviceps_acutirostris,Brevicipitidae,Anura,1,1
Breviceps_adspersus,Brevicipitidae,Anura,1,1
Breviceps_bagginsi,Brevicipitidae,Anura,1,1
Breviceps_branchi,Brevicipitidae,Anura,1,1
Breviceps_carruthersi,Brevicipitidae,Anura,1,1
Breviceps_fichus,Brevicipitidae,Anura,1,1
Breviceps_fuscus,Brevicipitidae,Anura,1,1
Breviceps_gibbosus,Brevicipitidae,Anura,1,1
Breviceps_macrops,Brevicipitidae,Anura,1,1
Breviceps_montanus,Brevicipitidae,Anura,1,1
Breviceps_mossambicus,Brevicipitidae,Anura,1,1
Breviceps_namaquensis,Brevicipitidae,Anura,1,1
Breviceps_passmorei,Brevicipitidae,Anura,1,1
Breviceps_pentheri,Brevicipitidae,Anura,1,1
Breviceps_poweri,Brevicipitidae,Anura,1,1
Breviceps_rosei,Brevicipitidae,Anura,1,1
Breviceps_sopranus,Brevicipitidae,Anura,1,1
Breviceps_sylvestris,Brevicipitidae,Anura,1,1
Breviceps_verrucosus,Brevicipitidae,Anura,1,1
Callulina_dawida,Brevicipitidae,Anura,1,1
Callulina_hanseni,Brevicipitidae,Anura,1,1
Callulina_kanga,Brevicipitidae,Anura,1,1
Callulina_kisiwamsitu,Brevicipitidae,Anura,1,1
Callulina_kreffti,Brevicipitidae,Anura,1,1
Callulina_laphami,Brevicipitidae,Anura,1,1
Callulina_meteora,Brevicipitidae,Anura,1,1
Callulina_shengena,Brevicipitidae,Anura,1,1
Callulina_stanleyi,Brevicipitidae,Anura,1,1
Probreviceps_durirostris,Brevicipitidae,Anura,1,1
Probreviceps_loveridgei,Brevicipitidae,Anura,1,1
Probreviceps_macrodactylus,Brevicipitidae,Anura,1,1
Probreviceps_rhodesianus,Brevicipitidae,Anura,1,1
Probreviceps_rungwensis,Brevicipitidae,Anura,1,1
Probreviceps_uluguruensis,Brevicipitidae,Anura,1,1
Spelaeophryne_methneri,Brevicipitidae,Anura,1,1
Adenomus_kandianus,Bufonidae,Anura,1,1
Adenomus_kelaartii,Bufonidae,Anura,1,1
Altiphrynoides_malcolmi,Bufonidae,Anura,1,1
Altiphrynoides_osgoodi,Bufonidae,Anura,1,1
Amazophrynella_amazonicola,Bufonidae,Anura,1,1
Amazophrynella_bilinguis,Bufonidae,Anura,1,1
Amazophrynella_bokermanni,Bufonidae,Anura,1,1
Amazophrynella_javierbustamantei,Bufonidae,Anura,1,1
Amazophrynella_manaos,Bufonidae,Anura,1,1
Amazophrynella_matses,Bufonidae,Anura,1,1
Amazophrynella_minuta,Bufonidae,Anura,1,1
Amazophrynella_moisesii,Bufonidae,Anura,1,1
Amazophrynella_siona,Bufonidae,Anura,1,1
Amazophrynella_teko,Bufonidae,Anura,1,1
Amazophrynella_vote,Bufonidae,Anura,1,1
Amazophrynella_xinguensis,Bufonidae,Anura,1,1
Anaxyrus_americanus,Bufonidae,Anura,1,1
Anaxyrus_baxteri,Bufonidae,Anura,1,1
Anaxyrus_boreas,Bufonidae,Anura,1,1
Anaxyrus_californicus,Bufonidae,Anura,1,1
Anaxyrus_canorus,Bufonidae,Anura,1,1
Anaxyrus_cognatus,Bufonidae,Anura,1,1
Anaxyrus_compactilis,Bufonidae,Anura,1,1
Anaxyrus_debilis,Bufonidae,Anura,1,1
Anaxyrus_exsul,Bufonidae,Anura,1,1
Anaxyrus_fowleri,Bufonidae,Anura,1,1
Anaxyrus_hemiophrys,Bufonidae,Anura,1,1
Anaxyrus_houstonensis,Bufonidae,Anura,1,1
Anaxyrus_kelloggi,Bufonidae,Anura,1,1
Anaxyrus_mexicanus,Bufonidae,Anura,1,1
Anaxyrus_microscaphus,Bufonidae,Anura,1,1
Anaxyrus_nelsoni,Bufonidae,Anura,1,1
Anaxyrus_punctatus,Bufonidae,Anura,1,1
