"","state","state.00_fn1","state.01_fn1","state.10_fn1","state.11_fn1","turnover_fn1","net.div_fn1","speciation_fn1","extinct.frac_fn1","extinction_fn1","prob_0x_fn1","prob_x0_fn1","state.00_fn2","state.01_fn2","state.10_fn2","state.11_fn2","turnover_fn2","net.div_fn2","speciation_fn2","extinct.frac_fn2","extinction_fn2","prob_0x_fn2","prob_x0_fn2"
"1","direct",0,1,0,0,0.0678919710904802,0.057948702206043,0.0629203366482616,0.0484992960140146,0.0049716344422186,1,0,0,0,0,0,0.0170364321882083,0.0134013544092752,0.0152188932915274,0.017730458182896,0.00181753894987485,0,0
"2","biphasic",0,0,0,1,0.0683132791155367,0.0582800323874652,0.0632966557515009,0.0489381719990609,0.00501662336403573,0,0,0,0,0,0,0.0200445277520424,0.0157676081127834,0.0179060679220119,0.0208611066929446,0.00213845990672128,0,0
